,spend,Impressions,leads,link_clicks,reach,Agency Tiers
2385,32.15,1039,0,11,970,4
2386,65.18,2315,1,10,2077,4
2387,64.23,3072,0,25,2861,4
2388,44.0,1788,1,30,1661,4
2389,16.25,1052,1,20,1008,4
2390,25.69,1599,0,11,1560,4
2391,16.44,722,1,9,692,4
2392,49.37,2119,1,19,1993,4
2393,41.71,1343,1,19,1195,4
2394,65.33,2712,1,13,2485,4
2395,49.12,2106,1,25,1920,4
2396,30.63,1135,1,20,1068,4
2397,65.62,4352,1,32,4158,4
2398,16.26,709,1,8,673,4
2399,97.55,3385,1,14,3186,4
2400,24.61,926,1,16,860,4
2401,99.3,5010,1,14,4854,4
2402,40.91,1700,1,22,1517,4
2403,6.69,309,0,0,303,4
2404,14.46,397,1,3,381,4
2405,16.08,927,1,6,875,4
2406,65.85,2804,1,22,2639,4
2407,31.38,1690,1,20,1599,4
2408,32.3,1488,1,13,1410,4
2409,41.75,1260,0,13,1190,4
2410,32.63,1705,0,23,1604,4
2411,15.05,796,0,6,755,4
2412,6.83,420,0,10,404,4
2413,64.18,3497,1,31,3357,4
2414,67.52,2365,1,30,2142,4
2415,31.07,2083,1,18,2026,4
2416,62.37,4046,1,18,3575,4
2417,50.48,2525,1,14,2429,4
2418,7.01,317,1,3,292,4
2419,30.08,1450,0,11,1343,4
2420,49.64,2276,1,19,2130,4
2421,31.98,1356,1,22,1202,4
2422,6.98,430,0,2,420,4
2423,64.37,3177,1,29,3019,4
2424,41.36,1526,1,14,1286,4
2425,16.04,658,1,10,645,4
2426,56.26,2057,1,14,1878,4
2427,65.7,2082,1,23,1889,4
2428,24.82,749,0,12,671,4
2429,7.94,683,0,4,613,4
2430,43.3,1872,1,31,1579,4
2431,32.5,1735,1,7,1668,4
2432,16.21,662,0,7,627,4
2433,49.67,2422,1,19,2230,4
2434,64.3,2566,1,6,2433,4
2435,91.05,4993,1,18,4805,4
2436,23.41,1096,0,6,1053,4
2437,65.88,2610,1,29,2405,4
2438,32.03,1886,1,44,1672,4
2439,16.13,958,1,18,931,4
2440,33.15,1645,1,19,1555,4
2441,64.13,2776,1,18,2629,4
2442,56.01,1958,0,15,1806,4
2443,50.81,1878,0,15,1783,4
2444,51.32,2794,1,27,2649,4
2445,47.47,2088,1,22,1965,4
2446,39.21,1225,1,17,1126,4
2447,15.88,846,1,12,805,4
2448,28.6,1233,0,7,1144,4
2449,31.14,1245,1,14,1189,4
2450,54.4,2084,0,19,1914,4
2451,48.28,1957,1,25,1792,4
2452,62.8,3394,1,22,3151,4
2453,67.76,2411,1,17,2293,4
2454,39.55,1493,1,10,1383,4
2455,65.11,3181,1,30,3100,4
2456,48.12,2679,1,20,2470,4
2457,42.14,1307,1,14,1195,4
2458,42.17,1502,1,21,1396,4
2459,32.08,2445,1,11,2336,4
2460,7.12,338,1,6,326,4
2461,48.14,2383,0,25,2233,4
2462,64.99,2856,1,21,2721,4
2463,65.45,3886,1,31,3690,4
2464,32.47,1812,1,17,1697,4
2465,32.44,2123,1,11,1921,4
2466,66.43,3263,1,47,2932,4
2467,15.74,850,1,20,800,4
2468,63.97,2660,0,20,2504,4
2469,49.06,2285,1,34,2208,4
2470,62.29,3481,1,35,3367,4
2471,31.99,2001,1,23,1883,4
2472,32.64,1842,1,12,1768,4
2473,32.33,1817,1,7,1719,4
2474,84.0,2721,1,19,2528,4
2475,33.27,1173,1,27,1134,4
2476,32.06,1702,1,14,1616,4
2477,67.64,2374,1,22,2140,4
2478,31.83,1481,1,11,1323,4
2479,59.37,3508,1,25,3371,4
2480,6.75,256,0,4,241,4
2481,6.79,563,0,0,474,4
2482,16.43,996,1,12,947,4
2483,32.23,2196,0,12,2071,4
2484,15.63,755,0,3,734,4
2485,48.83,2811,1,22,2671,4
2486,40.83,1449,1,14,1343,4
2487,33.38,2100,1,16,1946,4
2488,103.67,3644,1,16,3352,4
2489,32.42,1970,1,17,1896,4
2490,48.37,2469,1,26,2368,4
2491,64.96,2339,1,15,2217,4
2492,48.39,2825,1,29,2631,4
2493,66.02,4078,1,33,3847,4
2494,65.33,2913,0,13,2555,4
2495,7.14,267,1,2,260,4
2496,32.42,1696,1,18,1590,4
2497,15.57,371,0,3,342,4
2498,69.89,3707,1,34,3254,4
2499,39.12,2356,1,24,2153,4
2500,48.26,2213,1,15,2008,4
2501,38.53,1902,1,12,1735,4
2502,24.14,1099,1,11,1010,4
2503,64.93,3469,1,44,3170,4
2504,7.06,245,0,0,225,4
2505,66.29,3235,1,21,3055,4
2506,65.27,2691,1,23,2479,4
2507,34.85,2699,1,27,2428,4
2508,48.84,1969,1,13,1875,4
2509,64.25,3018,1,22,2788,4
2510,63.81,3302,1,14,3163,4
2511,40.8,1372,0,8,1297,4
2512,7.18,176,1,8,171,4
2513,49.2,1864,1,11,1675,4
2514,32.34,1430,1,15,1380,4
2515,66.93,3315,1,24,3000,4
2516,48.56,2331,1,23,2195,4
2517,67.67,2211,1,25,2082,4
2518,31.72,1500,1,11,1397,4
2519,65.09,2090,1,35,1913,4
2520,32.52,1463,0,16,1392,4
2521,39.31,1942,1,22,1779,4
2522,15.52,665,1,2,648,4
2523,24.98,971,1,9,946,4
2524,39.97,1653,0,36,1462,4
2525,34.0,1069,1,15,1018,4
2526,6.92,370,1,3,351,4
2527,37.69,1431,1,16,1343,4
2528,32.45,2666,1,34,2512,4
2529,61.65,3317,1,18,3230,4
2530,31.59,1752,1,18,1702,4
2531,32.34,1411,1,16,1331,4
2532,7.51,261,0,3,249,4
2533,31.73,2885,1,14,2756,4
2534,34.45,1447,1,9,1277,4
2535,33.66,1474,1,23,1393,4
2536,32.81,1518,1,16,1416,4
2537,23.85,865,1,10,770,4
2538,50.05,2287,1,23,2116,4
2539,47.66,2441,1,8,2232,4
2540,64.98,3050,1,14,2921,4
2541,65.48,3302,1,46,2936,4
2542,54.78,2316,1,26,2177,4
2543,32.48,1143,1,38,1102,4
2544,69.05,3077,1,22,2769,4
2545,31.97,1446,1,21,1366,4
2546,50.03,2618,1,35,2512,4
2547,63.62,3334,1,27,3171,4
2548,32.04,1608,1,13,1538,4
2549,75.89,3206,1,25,3016,4
2550,56.84,2533,1,20,2375,4
2551,5.98,212,0,1,200,4
2552,32.43,1919,1,11,1856,4
2553,6.63,276,0,2,262,4
2554,24.37,727,0,9,626,4
2555,41.49,1357,1,11,1206,4
2556,48.2,2213,1,24,2065,4
2557,48.48,1815,1,14,1600,4
2558,32.56,924,0,6,859,4
2559,65.34,3393,1,29,3200,4
2560,32.66,1313,1,30,1246,4
2561,50.91,1934,0,12,1791,4
2562,15.54,468,0,4,453,4
2563,25.49,1186,1,3,1132,4
2564,50.2,2646,1,15,2564,4
2565,64.47,3245,1,25,3101,4
2566,47.93,1721,1,7,1554,4
2567,74.31,3813,1,45,3565,4
2568,6.97,323,0,4,299,4
2569,37.19,1032,1,8,938,4
2570,33.49,1062,0,17,993,4
2571,25.66,1346,1,9,1267,4
2572,70.86,2466,1,17,2291,4
2573,84.69,4744,1,46,4230,4
2574,6.77,273,0,0,267,4
2575,32.59,2137,1,14,2026,4
2576,49.04,2790,1,25,2643,4
2577,23.06,832,0,6,788,4
2578,16.18,744,1,12,731,4
2579,51.15,1896,1,17,1751,4
2580,29.62,1459,1,8,1317,4
2581,25.16,1382,1,9,1343,4
2582,32.36,2145,1,28,2017,4
2583,31.98,1252,1,10,1192,4
2584,49.86,2303,1,17,2001,4
2585,49.4,2263,0,20,2105,4
2586,32.3,2077,1,17,1903,4
2587,2.68,171,0,2,169,4
2588,7.05,289,0,3,262,4
2589,63.88,3045,1,27,2836,4
2590,31.82,1549,1,21,1464,4
2591,66.28,2645,1,10,2496,4
2592,37.43,1702,0,12,1631,4
2593,55.36,2670,1,28,2434,4
2594,6.96,261,0,2,257,4
2595,107.39,6074,1,97,5673,4
2596,65.98,3709,1,21,3601,4
2597,54.66,1466,1,15,1382,4
2598,32.36,1695,1,15,1603,4
2599,103.41,3799,1,17,3623,4
2600,62.9,3366,0,9,3152,4
2601,56.81,2591,0,19,2388,4
2602,49.28,2260,1,16,2138,4
2603,39.03,1665,1,10,1531,4
2604,49.76,2389,1,18,2331,4
2605,64.54,2681,1,28,2480,4
2606,48.83,2188,1,30,2108,4
2607,7.07,243,1,2,227,4
2608,41.21,2068,1,16,1908,4
2609,65.0,3429,1,32,3104,4
2610,16.42,751,0,6,717,4
2611,32.18,1586,1,21,1436,4
2612,63.59,2852,1,15,2599,4
2613,65.59,3005,1,25,2873,4
2614,25.23,1018,1,5,947,4
2615,31.91,786,0,8,667,4
2616,65.83,3491,1,40,3371,4
2617,63.32,2262,1,20,2148,4
2618,40.84,1367,1,10,1227,4
2619,7.35,372,1,8,362,4
2620,32.4,1874,1,25,1580,4
2621,53.04,1995,0,9,1717,4
2622,31.68,1962,0,9,1854,4
2623,31.73,2191,1,15,2117,4
2624,31.16,1862,1,11,1770,4
2625,96.76,4393,1,15,4185,4
2626,7.24,316,1,3,302,4
2627,32.46,1751,1,21,1638,4
2628,7.49,244,1,1,233,4
2629,66.7,3065,1,14,2913,4
2630,52.3,1787,1,16,1672,4
2631,6.84,396,0,2,383,4
2632,48.76,1756,1,10,1551,4
2633,63.91,3464,1,37,3129,4
2634,18.71,1076,0,6,1038,4
2635,31.29,1428,1,20,1367,4
2636,15.62,839,1,9,791,4
2637,7.18,486,0,2,412,4
2638,48.87,2528,1,20,2360,4
2639,40.97,1204,0,15,1117,4
2640,39.89,1523,1,17,1391,4
2641,15.85,751,1,8,731,4
2642,40.96,1326,1,15,1247,4
2643,63.82,2389,0,32,2272,4
2644,32.36,2584,1,19,2455,4
2645,32.26,1660,1,11,1534,4
2646,41.26,1930,1,17,1827,4
2647,17.06,745,0,4,707,4
2648,63.77,2406,1,15,2115,4
2649,66.9,3527,1,21,3406,4
2650,14.14,876,1,13,850,4
2651,65.27,4331,1,41,4151,4
2652,42.01,1466,1,15,1381,4
2653,32.43,2538,1,17,2430,4
2654,65.32,2931,1,15,2813,4
2655,7.65,508,0,6,483,4
2656,63.82,2241,1,19,2079,4
2657,63.8,2525,1,17,2370,4
2658,65.05,2827,1,34,2672,4
2659,62.72,2454,1,13,2335,4
2660,64.45,3252,1,25,3043,4
2661,48.89,1929,1,19,1825,4
2662,31.97,1900,1,12,1755,4
2663,47.85,2516,1,24,2407,4
2664,37.6,2402,1,18,2188,4
2665,31.8,1850,1,14,1778,4
2666,43.33,1517,1,20,1378,4
2667,50.2,2353,1,35,2239,4
2668,29.83,1419,1,13,1301,4
2669,15.92,591,0,5,548,4
2670,6.92,191,0,3,179,4
2671,32.33,2307,1,10,2167,4
2672,30.89,1165,1,18,1091,4
2673,7.17,250,1,7,228,4
2674,102.71,5791,1,96,5442,4
2675,7.28,295,0,1,294,4
2676,64.36,3415,1,16,3105,4
2677,65.96,2101,0,9,1931,4
2678,64.42,3602,1,40,3396,4
2679,15.86,681,1,6,649,4
2680,32.28,1000,1,7,923,4
2681,32.52,1567,1,10,1472,4
2682,31.47,1444,1,8,1391,4
2683,88.95,4221,1,47,4009,4
2684,6.91,456,0,1,388,4
2685,8.04,370,0,0,354,4
2686,6.93,276,0,3,269,4
2687,65.01,3432,1,35,3294,4
2688,6.64,218,1,3,209,4
2689,15.27,637,0,5,611,4
2690,49.43,1760,1,19,1548,4
2691,24.3,654,0,3,618,4
2692,6.98,234,1,2,223,4
2693,16.11,872,1,12,808,4
2694,63.66,2355,0,13,2259,4
2695,49.25,2357,1,29,2300,4
2696,64.82,3436,1,13,3206,4
2697,31.87,1296,0,10,1205,4
2698,48.53,1742,0,13,1535,4
2699,24.75,786,0,10,740,4
2700,31.85,1339,1,14,1241,4
2701,24.46,1059,1,15,998,4
2702,26.06,1711,1,10,1667,4
2703,23.41,624,0,2,600,4
2704,48.22,2805,1,15,2638,4
2705,44.97,1787,1,22,1673,4
2706,64.86,3227,1,29,2912,4
2707,16.07,681,0,9,660,4
2708,32.93,1327,1,10,1243,4
2709,34.48,1276,1,10,1197,4
2710,47.98,3165,1,31,3005,4
2711,49.55,2215,1,21,1929,4
2712,49.73,2054,1,16,1929,4
2713,40.15,1920,0,16,1726,4
2714,64.1,3096,1,19,2926,4
2715,51.3,2743,1,29,2493,4
2716,77.11,4821,1,48,4290,4
2717,47.66,1968,1,12,1860,4
2718,52.13,2704,1,23,2558,4
2719,16.29,709,0,5,675,4
2720,32.81,1868,1,14,1787,4
2721,57.95,3191,0,26,3056,4
2722,63.72,3583,1,40,3360,4
2723,31.52,1542,0,7,1474,4
2724,50.41,2564,1,22,2383,4
2725,39.86,2242,1,18,2024,4
2726,16.61,580,0,3,562,4
2727,47.27,2341,1,23,2266,4
2728,38.1,1111,0,6,1031,4
2729,49.41,1783,0,27,1650,4
2730,50.46,2205,1,34,2018,4
2731,63.62,2653,1,12,2552,4
2732,15.81,593,0,4,574,4
2733,32.17,1476,1,20,1390,4
2734,31.54,1170,1,5,1044,4
2735,32.91,1763,1,12,1642,4
2736,32.31,1112,1,11,1079,4
2737,33.08,1115,1,15,1036,4
2738,6.83,337,0,5,317,4
2739,32.42,1714,1,5,1592,4
2740,60.48,2751,1,26,2578,4
2741,47.37,1923,1,17,1808,4
2742,23.9,995,1,6,916,4
2743,50.03,2393,1,18,2268,4
2744,49.26,2730,1,32,2460,4
2745,56.72,3325,1,17,3231,4
2746,39.96,1918,1,16,1745,4
2747,71.69,3447,1,17,3306,4
2748,23.25,753,1,10,694,4
2749,48.8,1621,1,14,1444,4
2750,31.85,1155,1,14,1101,4
2751,7.63,399,0,0,360,4
2752,7.07,224,0,1,207,4
2753,32.17,2035,1,21,1883,4
2754,15.83,637,0,3,619,4
2755,63.66,3066,1,22,2918,4
2756,64.02,2765,1,19,2599,4
2757,50.16,2369,1,26,2265,4
2758,16.14,695,0,3,656,4
2759,64.11,2775,1,19,2641,4
2760,65.12,3034,1,17,2887,4
2761,7.0,311,0,2,302,4
2762,31.43,1415,0,10,1296,4
2763,51.34,2683,1,28,2524,4
2764,32.64,1449,1,11,1340,4
2765,32.34,1674,1,10,1564,4
2766,32.34,1424,1,8,1319,4
2767,66.43,2088,1,27,1947,4
2768,15.62,529,1,5,517,4
2769,33.11,1540,1,25,1452,4
2770,62.09,2683,1,8,2587,4
2771,49.66,2066,1,29,1970,4
2772,31.73,1175,1,23,1120,4
2773,31.94,1550,1,16,1511,4
2774,16.43,591,1,12,571,4
2775,53.78,1772,1,12,1601,4
2776,65.08,3143,1,15,2981,4
2777,31.84,1429,1,10,1365,4
2778,34.59,1908,1,16,1739,4
2779,32.13,1214,1,12,1168,4
2780,37.81,2011,1,18,1923,4
2781,37.46,1800,1,20,1564,4
2782,48.8,1786,0,22,1674,4
2783,32.73,1713,1,7,1483,4
2784,31.65,1397,1,12,1287,4
2785,7.1,208,1,7,195,4
2786,15.88,607,0,6,566,4
2787,23.74,834,0,10,761,4
2788,61.16,2519,1,24,2298,4
2789,50.55,2541,1,27,2417,4
2790,24.01,1060,1,14,1007,4
2791,6.76,254,1,3,234,4
2792,49.89,2286,1,22,2159,4
2793,64.87,4166,1,23,4003,4
2794,29.91,1427,1,8,1360,4
2795,60.02,2987,1,13,2872,4
2796,31.55,1609,1,17,1519,4
2797,30.14,1478,0,17,1317,4
2798,6.53,254,0,0,241,4
2799,16.03,1037,1,12,985,4
2800,67.49,2783,1,16,2645,4
2801,63.64,3696,1,61,3202,4
2802,51.92,2504,1,39,2219,4
2803,50.81,2293,0,19,1976,4
2804,31.86,2084,1,8,2009,4
2805,41.67,1644,0,15,1548,4
2806,31.75,1197,1,18,1146,4
2807,7.53,398,0,2,382,4
2808,49.06,2123,1,29,2013,4
2809,64.33,2417,1,12,2322,4
2810,31.23,1463,1,17,1374,4
2811,6.83,236,0,4,220,4
2812,62.52,3692,1,32,3528,4
2813,32.3,1037,0,11,973,4
2814,15.3,669,0,3,646,4
2815,52.85,1360,1,12,1264,4
2816,41.6,1830,1,32,1647,4
2817,32.08,1388,1,16,1328,4
2818,49.27,3084,1,25,2919,4
2819,57.17,2610,0,11,2421,4
2820,42.66,1147,1,19,1068,4
2821,96.42,3797,1,22,3603,4
2822,24.35,1034,1,10,960,4
2823,15.93,929,1,16,881,4
2824,46.49,2164,1,30,1920,4
2825,23.69,869,1,7,824,4
2826,63.35,3036,1,24,2811,4
2827,63.81,3258,1,25,2993,4
2828,40.59,1670,1,13,1562,4
2829,40.32,1678,1,16,1525,4
2830,31.91,2469,1,11,2273,4
2831,62.23,2627,1,5,2509,4
2832,32.95,1396,1,10,1332,4
2833,22.72,725,1,10,666,4
2834,16.49,673,1,2,651,4
2835,65.12,3943,0,14,3648,4
2836,32.29,2074,1,19,1924,4
2837,41.02,1696,1,9,1535,4
2838,51.79,2090,1,35,2033,4
2839,63.38,3252,1,23,2952,4
2840,6.81,244,0,2,236,4
2841,31.24,1328,1,13,1226,4
2842,49.57,2380,1,22,2252,4
2843,62.75,2612,1,20,2337,4
2844,25.71,1368,1,15,1347,4
2845,32.56,2001,1,37,1880,4
2846,63.95,2152,1,18,2002,4
2847,25.09,1176,1,11,1139,4
2848,41.09,1143,1,17,991,4
2849,51.38,1942,1,16,1836,4
2850,58.7,2815,1,29,2704,4
2851,66.4,3225,1,52,2798,4
2852,16.34,683,1,7,639,4
2853,39.23,2070,1,14,1784,4
2854,32.14,1636,1,20,1489,4
2855,74.77,3215,1,25,2891,4
2856,30.88,1974,1,24,1902,4
2857,58.42,2879,0,22,2762,4
2858,22.12,694,0,13,628,4
2859,50.66,2596,1,20,2439,4
2860,46.89,2350,1,12,2267,4
2861,46.58,2246,1,20,2035,4
2862,2.47,166,0,2,159,4
2863,31.97,1586,1,6,1484,4
2864,64.45,2914,1,25,2772,4
2865,32.5,1335,1,11,1239,4
2866,7.1,386,0,2,376,4
2867,32.06,2062,1,17,1946,4
2868,32.15,2171,1,20,2088,4
2869,24.88,1215,1,15,1163,4
2870,48.3,2368,1,30,2243,4
2871,16.57,469,1,7,448,4
2872,97.71,3306,1,22,2970,4
2873,66.31,4382,1,49,4116,4
2874,23.85,1129,0,9,1042,4
2875,31.97,1874,1,15,1793,4
2876,15.41,538,0,4,522,4
2877,6.99,392,0,2,377,4
2878,49.32,2380,1,24,2314,4
2879,48.08,3078,1,24,2837,4
2880,50.33,2450,1,29,2375,4
2881,16.15,532,1,2,523,4
2882,6.82,176,0,3,162,4
2883,48.74,2601,1,19,2473,4
2884,51.55,2780,1,27,2541,4
2885,54.2,1731,1,31,1557,4
2886,48.85,1819,1,13,1618,4
2887,16.05,584,1,7,566,4
2888,48.86,2585,1,22,2353,4
2889,32.21,1814,1,10,1710,4
2890,65.05,2802,1,30,2582,4
2891,55.05,2385,1,28,2230,4
2892,40.61,2314,1,21,2142,4
2893,38.25,2274,1,25,2116,4
2894,29.89,2117,1,15,2042,4
2895,6.79,225,0,6,212,4
2896,42.11,2093,0,19,1959,4
2897,44.11,1391,1,15,1316,4
2898,74.59,4096,1,16,3571,4
2899,16.02,649,1,4,618,4
2900,53.19,2509,1,14,2323,4
2901,15.93,1096,1,13,1055,4
2902,48.04,1918,1,19,1800,4
2903,47.82,2138,1,26,1994,4
2904,7.01,477,0,4,361,4
2905,66.67,3369,1,16,3121,4
2906,40.66,1430,0,23,1318,4
2907,65.31,2194,1,18,1946,4
2908,68.02,2381,0,16,2171,4
2909,32.15,1867,1,47,1583,4
2910,7.67,523,0,2,461,4
2911,16.17,458,0,2,419,4
2912,96.25,3714,1,15,3431,4
2913,34.31,2003,0,10,1880,4
2914,37.47,1174,1,8,1092,4
2915,65.37,3781,1,29,3613,4
2916,64.07,2967,1,16,2825,4
2917,7.08,305,0,4,276,4
2918,31.42,2131,1,12,2054,4
2919,71.49,3447,1,23,3248,4
2920,31.58,1257,1,10,1176,4
2921,17.95,1092,1,24,986,4
2922,66.01,2843,1,23,2612,4
2923,64.43,3540,1,23,3372,4
2924,7.25,262,0,4,248,4
2925,60.95,4276,1,36,3720,4
2926,14.31,553,1,8,530,4
2927,18.56,786,1,10,760,4
2928,32.21,2109,1,11,2003,4
2929,15.74,720,1,10,697,4
2930,48.79,2161,1,11,2073,4
2931,65.54,3554,0,23,3416,4
2932,61.48,2318,1,13,2230,4
2933,44.99,1836,0,22,1649,4
2934,73.56,4376,1,32,3847,4
2935,6.91,251,0,2,246,4
2936,67.67,3284,1,31,3002,4
2937,15.96,1174,1,9,1091,4
2938,15.66,543,0,5,516,4
2939,99.03,4721,1,19,4511,4
2940,45.77,2213,1,28,1954,4
2941,31.41,1089,1,5,995,4
2942,32.31,1369,1,13,1310,4
2943,65.86,3906,1,39,3629,4
2944,63.25,3321,1,29,3201,4
2945,65.95,3893,1,37,3689,4
2946,30.05,1489,1,15,1429,4
2947,71.57,3432,1,40,3178,4
2948,63.31,2851,1,16,2693,4
2949,41.53,1927,0,14,1813,4
2950,64.65,3075,1,17,2853,4
2951,53.04,2797,1,28,2631,4
2952,41.05,1970,1,19,1754,4
2953,32.14,1863,1,26,1752,4
2954,7.06,260,0,0,249,4
2955,16.37,922,1,30,884,4
2956,24.22,794,1,9,725,4
2957,75.31,2287,0,25,2079,4
2958,16.33,510,1,8,477,4
2959,37.35,1534,1,20,1400,4
2960,16.36,643,1,6,590,4
2961,65.11,3539,1,30,3362,4
2962,32.08,1445,0,7,1402,4
2963,23.26,752,1,9,690,4
2964,65.04,3729,1,14,3600,4
2965,32.13,1591,1,10,1454,4
2966,31.67,1256,1,28,1224,4
2967,49.63,1918,1,13,1796,4
2968,60.85,2784,1,36,2570,4
2969,75.98,4774,1,44,4251,4
2970,4.28,237,0,0,224,4
2971,6.99,216,0,4,206,4
2972,32.31,1877,1,18,1766,4
2973,15.96,742,1,9,724,4
2974,23.81,842,1,6,787,4
2975,33.18,1172,1,16,1093,4
2976,63.17,3662,1,24,3537,4
2977,49.57,2758,1,23,2565,4
2978,96.4,3729,1,22,3509,4
2979,31.12,1568,1,11,1519,4
2980,59.26,3225,1,25,3081,4
2981,49.92,1741,1,29,1623,4
2982,65.67,3527,1,32,3235,4
2983,31.71,1411,0,6,1346,4
2984,31.19,1159,1,17,1106,4
2985,64.79,2114,1,7,2008,4
2986,7.13,224,1,7,211,4
2987,31.47,1773,0,10,1664,4
2988,8.11,541,0,5,514,4
2989,49.9,2331,1,24,2191,4
2990,41.71,1749,0,13,1555,4
2991,62.25,2809,1,26,2667,4
2992,24.97,921,0,4,888,4
2993,32.98,1478,1,20,1398,4
2994,48.31,2283,1,22,2192,4
2995,31.3,983,1,7,895,4
2996,7.08,247,0,5,238,4
2997,49.5,3044,1,17,2860,4
2998,24.54,908,1,16,877,4
2999,31.84,1610,1,12,1518,4
3000,55.08,2867,1,12,2718,4
3001,63.51,2224,1,12,2112,4
3002,31.92,2155,1,16,2000,4
3003,41.7,1127,0,13,989,4
3004,95.91,3096,1,27,2922,4
3005,81.77,3938,1,31,3708,4
3006,41.2,1084,0,15,980,4
3007,65.43,2629,0,31,2461,4
3008,29.86,1530,1,13,1451,4
3009,66.39,2698,1,20,2546,4
3010,66.23,3135,1,22,2979,4
3011,16.12,771,0,7,739,4
3012,40.49,1708,1,13,1617,4
3013,30.78,1224,1,6,969,4
3014,30.54,1728,1,18,1600,4
3015,7.12,189,0,3,180,4
3016,84.44,4148,1,34,3764,4
3017,135.21,5034,1,46,4604,4
3018,41.69,2079,1,27,1895,4
3019,7.88,388,0,1,330,4
3020,50.25,2074,1,18,1955,4
3021,16.1,508,0,6,489,4
3022,31.49,1691,0,13,1617,4
3023,15.97,680,1,2,658,4
3024,31.9,1347,1,9,1295,4
3025,32.16,2549,1,21,2416,4
3026,15.88,872,1,16,840,4
3027,31.56,1370,1,5,1259,4
3028,38.56,2082,1,23,1958,4
3029,24.88,936,1,7,868,4
3030,18.17,868,1,7,843,4
3031,48.63,1956,1,18,1877,4
3032,15.78,883,1,18,840,4
3033,64.62,3401,1,43,3015,4
3034,24.65,984,0,7,952,4
3035,33.0,2220,1,11,2103,4
3036,15.95,791,0,6,750,4
3037,65.37,3356,1,42,3088,4
3038,31.84,2022,1,22,1948,4
3039,64.52,2288,1,34,2100,4
3040,50.7,2039,0,7,1902,4
3041,65.75,3668,1,19,3404,4
3042,45.77,2291,1,26,2161,4
3043,7.16,246,0,2,235,4
3044,41.81,2107,1,20,1798,4
3045,40.35,1706,0,12,1562,4
3046,7.81,231,0,1,219,4
3047,16.0,846,0,6,823,4
3048,65.16,2607,1,30,2390,4
3049,63.46,2707,1,14,2561,4
3050,32.32,884,1,9,785,4
3051,7.3,231,1,2,221,4
3052,23.48,860,0,9,788,4
3053,16.26,578,1,5,557,4
3054,6.85,215,0,2,200,4
3055,65.04,2588,1,37,2312,4
3056,16.87,522,0,2,496,4
3057,6.96,300,0,4,285,4
3058,47.72,2710,1,27,2570,4
3059,50.13,2762,1,31,2603,4
3060,32.49,1171,1,14,1144,4
3061,6.98,204,0,1,190,4
3062,63.39,2523,1,29,2327,4
3063,6.99,268,0,2,246,4
3064,30.29,1049,0,8,963,4
3065,28.3,1467,1,14,1415,4
3066,47.64,1411,0,6,1266,4
3067,7.0,272,1,5,264,4
3068,65.1,3024,1,32,2801,4
3069,7.01,203,0,3,196,4
3070,48.77,2736,1,23,2573,4
3071,31.69,2304,0,14,2200,4
3072,15.83,755,0,2,699,4
3073,66.39,3467,1,30,3320,4
3074,41.05,1687,1,18,1568,4
3075,106.87,6212,1,70,5726,4
3076,64.73,3615,1,23,3431,4
3077,48.19,2154,1,25,2053,4
3078,65.52,3149,1,41,2877,4
3079,63.73,3355,1,16,3171,4
3080,48.24,2193,1,28,2116,4
3081,83.81,3824,1,28,3586,4
3082,16.28,1078,1,21,1042,4
3083,32.9,1167,1,11,1092,4
3084,47.61,2849,1,23,2592,4
3085,65.61,2668,1,19,2547,4
3086,6.96,280,0,0,262,4
3087,58.89,2153,0,12,2032,4
3088,39.46,2132,1,13,1870,4
3089,32.45,1520,1,10,1421,4
3090,15.88,735,0,2,696,4
3091,65.3,3817,1,15,3648,4
3092,32.13,1612,1,22,1520,4
3093,65.54,2647,1,17,2451,4
3094,65.98,5436,1,26,5295,4
3095,72.71,3740,1,38,3516,4
3096,48.42,2030,0,17,1863,4
3097,64.25,2520,1,23,2347,4
3098,6.91,364,0,5,349,4
3099,16.07,576,1,8,560,4
3100,49.67,1945,1,23,1844,4
3101,64.7,3333,1,17,3168,4
3102,32.11,2592,1,12,2484,4
3103,32.51,1608,1,19,1492,4
3104,45.68,2341,1,40,2168,4
3105,32.31,1593,0,9,1501,4
3106,49.32,2927,1,24,2751,4
3107,35.43,1474,1,21,1406,4
3108,31.0,2660,1,11,2485,4
3109,7.17,218,0,7,203,4
3110,7.04,244,0,3,223,4
3111,39.1,2271,1,31,2143,4
3112,63.9,3344,0,11,3170,4
3113,48.35,2649,1,14,2429,4
3114,30.04,1139,1,9,1089,4
3115,32.65,1900,0,10,1779,4
3116,24.46,1094,0,7,1011,4
3117,61.75,4586,1,27,4372,4
3118,24.19,730,1,6,679,4
3119,31.34,1218,1,16,1174,4
3120,51.12,2494,1,31,2345,4
3121,63.31,2963,1,23,2651,4
3122,96.21,2402,1,14,2309,4
3123,77.51,4119,1,57,3681,4
3124,16.28,885,1,12,833,4
3125,65.76,1857,1,14,1756,4
3126,15.89,1125,1,11,1054,4
3127,32.23,1592,1,13,1385,4
3128,63.94,2546,1,13,2308,4
3129,15.42,501,1,2,467,4
3130,60.81,2960,1,32,2698,4
3131,32.55,1700,1,24,1623,4
3132,16.26,515,1,8,501,4
3133,7.03,289,0,4,277,4
3134,32.32,1065,1,6,1010,4
3135,23.54,762,1,10,708,4
3136,49.12,2147,1,29,2034,4
3137,25.03,1386,0,13,1297,4
3138,65.08,3010,1,25,2858,4
