"state","brand","spend","impressions","leads","link_clicks","reach","agency"
"CA","B2",11.64,535,1,11,522,"Agency 3"
"CA","B2",9.95,437,2,2,415,"Agency 3"
"CA","B2",40.02,1832,1,30,1665,"Agency 2"
"CA","B2",5.6,209,0,2,207,"Agency 3"
"CA","B2",12.69,447,0,5,438,"Agency 3"
"CA","B2",31.96,1592,5,22,1408,"Agency 2"
"CA","B2",35.04,862,1,9,777,"Agency 2"
"CA","B2",9.56,308,0,0,291,"Agency 3"
"CA","B2",40.42,1800,2,13,1700,"Agency 2"
"CA","B2",32.44,1537,2,14,1465,"Agency 5"
"CA","B2",37.75,1174,0,14,1134,"Agency 3"
"CA","B2",35.44,2096,0,14,1988,"Agency 3"
"CA","B2",65.14,2786,1,22,2589,"Agency 2"
"CA","B2",1.03,32,0,0,29,"Agency 3"
"CA","B2",68.13,2853,1,15,2544,"Agency 7"
"CA","B2",40.72,1540,1,5,1399,"Agency 2"
"CA","B2",42.12,1868,1,18,1751,"Agency 2"
"CA","B2",31.48,2027,3,26,1891,"Agency 3"
"CA","B2",13.65,621,0,4,596,"Agency 3"
"CA","B2",1.29,109,0,0,107,"Agency 7"
"CA","B2",24.9,1031,1,14,999,"Agency 3"
"CA","B2",2,210,0,1,202,"Agency 3"
"CA","B2",21.12,836,1,6,816,"Agency 3"
"CA","B2",7.2,320,0,1,302,"Agency 2"
"CA","B2",5.71,193,0,1,190,"Agency 3"
"CA","B2",32.48,959,2,13,874,"Agency 5"
"CA","B2",31.91,1239,1,10,1183,"Agency 2"
"CA","B2",28.42,952,3,6,939,"Agency 5"
"CA","B2",23.76,860,3,11,802,"Agency 2"
"CA","B2",44.55,1736,0,18,1542,"Agency 2"
"CA","B2",2,220,0,0,216,"Agency 3"
"CA","B2",2,362,0,0,340,"Agency 3"
"CA","B2",55.52,1796,2,18,1579,"Agency 7"
"CA","B2",16.03,747,2,7,736,"Agency 2"
"CA","B2",32.22,2057,4,20,1945,"Agency 5"
"CA","B2",25.22,966,1,9,936,"Agency 3"
"CA","B2",2.01,286,0,0,274,"Agency 3"
"CA","B2",55.62,1607,1,22,1427,"Agency 7"
"CA","B2",10.53,434,1,9,427,"Agency 3"
"CA","B2",24.83,1479,3,14,1403,"Agency 2"
"CA","B2",74.17,3506,4,30,3287,"Agency 2"
"CA","B2",38.34,2230,4,15,2003,"Agency 2"
"CA","B2",32.89,1788,2,11,1611,"Agency 2"
"CA","B2",13.07,301,0,3,291,"Agency 3"
"CA","B2",66.23,4261,9,38,4090,"Agency 2"
"CA","B2",15.52,903,0,4,856,"Agency 2"
"CA","B2",39.52,2227,5,18,1946,"Agency 2"
"CA","B2",1.97,443,0,0,439,"Agency 3"
"CA","B2",67.77,2942,4,24,2660,"Agency 7"
"CA","B2",31.97,2533,3,15,2419,"Agency 2"
"CA","B2",41.9,2151,3,21,2058,"Agency 3"
"CA","B2",32.82,1976,2,13,1926,"Agency 5"
"CA","B2",16.31,544,0,3,525,"Agency 2"
"CA","B2",2.04,195,0,0,190,"Agency 3"
"CA","B2",56.4,2706,6,35,2576,"Agency 2"
"CA","B2",42.37,1906,1,16,1720,"Agency 2"
"CA","B2",43.62,3352,2,21,3231,"Agency 3"
"CA","B2",31.57,1889,4,17,1788,"Agency 2"
"CA","B2",61.13,2186,2,6,1965,"Agency 2"
"CA","B2",64.38,3250,2,23,3088,"Agency 2"
"CA","B2",11.94,369,1,3,363,"Agency 3"
"CA","B2",12.04,367,1,4,359,"Agency 3"
"CA","B2",25.25,782,1,10,755,"Agency 3"
"CA","B2",48.77,1695,0,17,1549,"Agency 2"
"CA","B2",31.54,1660,3,12,1599,"Agency 2"
"CA","B2",70.31,3835,7,27,3475,"Agency 7"
"CA","B2",44.19,2730,3,31,2554,"Agency 2"
"CA","B2",66.25,3007,6,21,2720,"Agency 7"
"CA","B2",33.85,1938,6,22,1820,"Agency 3"
"CA","B2",23.84,1206,1,2,1169,"Agency 3"
"CA","B2",65.02,2181,1,19,2018,"Agency 2"
"CA","B2",7.93,489,0,3,457,"Agency 2"
"CA","B2",10.77,431,0,1,421,"Agency 3"
"CA","B2",16.31,737,0,6,701,"Agency 2"
"CA","B2",32.06,1341,2,13,1298,"Agency 2"
"CA","B2",24.61,1195,0,7,1160,"Agency 3"
"CA","B2",57.16,2949,4,21,2777,"Agency 2"
"CA","B2",8.93,265,0,3,250,"Agency 3"
"CA","B2",42.1,2415,1,21,2154,"Agency 2"
"CA","B2",6.86,318,0,2,305,"Agency 3"
"CA","B2",50.07,2151,7,21,2037,"Agency 2"
"CA","B2",55.08,2044,3,11,1785,"Agency 7"
"CA","B2",15.4,559,1,8,528,"Agency 2"
"CA","B2",7.08,214,0,3,204,"Agency 3"
"CA","B2",35.03,1422,4,23,1355,"Agency 3"
"CA","B2",23.37,817,0,4,759,"Agency 2"
"CA","B2",55.99,2462,5,27,2129,"Agency 7"
"CA","B2",69.04,3243,2,15,2882,"Agency 7"
"CA","B2",16.95,755,2,9,743,"Agency 3"
"CA","B2",16.82,607,0,3,595,"Agency 3"
"CA","B2",11.13,351,0,0,337,"Agency 3"
"CA","B2",57.71,2304,2,31,2048,"Agency 2"
"CA","B2",23.28,937,0,6,856,"Agency 2"
"CA","B2",7.02,210,0,3,200,"Agency 2"
"CA","B2",31.85,2181,2,11,2076,"Agency 2"
"CA","B2",32.31,1415,4,11,1306,"Agency 5"
"CA","B2",38.44,2212,0,14,1879,"Agency 2"
"CA","B2",24.46,867,1,5,798,"Agency 2"
"CA","B2",66.42,2716,3,22,2586,"Agency 2"
"CA","B2",60.27,2787,1,15,2563,"Agency 7"
"CA","B2",48.73,2478,2,24,2297,"Agency 2"
"CA","B2",60.68,2008,0,8,1891,"Agency 2"
"CA","B2",6.87,268,0,2,249,"Agency 2"
"CA","B2",5.51,252,0,2,243,"Agency 3"
"CA","B2",61.01,2182,4,21,1981,"Agency 7"
"CA","B2",1.94,268,0,0,258,"Agency 3"
"CA","B2",0,0,0,0,0,"Agency 3"
"CA","B2",34.78,1060,5,18,1037,"Agency 2"
"CA","B2",31.08,1157,1,6,1118,"Agency 3"
"CA","B2",48.87,1924,1,11,1779,"Agency 2"
"CA","B2",3.04,883,0,1,833,"Agency 3"
"CA","B2",2.29,549,0,1,530,"Agency 3"
"CA","B2",2.02,140,0,1,136,"Agency 3"
"CA","B2",32.59,1513,3,13,1459,"Agency 3"
"CA","B2",64.44,3724,12,41,3260,"Agency 2"
"CA","B2",11.8,319,0,4,295,"Agency 3"
"CA","B2",0,0,0,0,0,"Agency 3"
"CA","B2",98.79,4536,1,18,4360,"Agency 2"
"CA","B2",64.76,3963,1,29,3760,"Agency 7"
"CA","B2",2.07,564,0,0,541,"Agency 3"
"CA","B2",1.98,245,0,1,230,"Agency 3"
"CA","B2",21.57,907,0,3,889,"Agency 3"
"CA","B2",54.18,1950,1,10,1671,"Agency 7"
"CA","B2",73.2,2967,2,14,2757,"Agency 2"
"CA","B2",15.41,753,5,13,703,"Agency 3"
"CA","B2",2.04,740,0,2,711,"Agency 3"
"CA","B2",7.25,298,0,3,288,"Agency 2"
"CA","B2",25.1,1279,1,9,1244,"Agency 3"
"CA","B2",7.17,300,2,4,283,"Agency 2"
"CA","B2",16,1129,1,5,1049,"Agency 3"
"CA","B2",1.99,478,0,1,437,"Agency 3"
"CA","B2",48.52,2023,3,10,1901,"Agency 2"
"CA","B2",63.98,2855,0,13,2730,"Agency 2"
"CA","B2",15.68,1343,3,6,1270,"Agency 3"
"CA","B2",11.52,502,1,5,493,"Agency 3"
"CA","B2",40.45,1818,0,9,1609,"Agency 2"
"CA","B2",31.72,1750,2,10,1647,"Agency 2"
"CA","B2",32.79,1687,3,10,1663,"Agency 5"
"CA","B2",2.07,252,0,0,247,"Agency 3"
"CA","B2",31.17,1867,5,19,1791,"Agency 2"
"CA","B2",2,551,0,0,495,"Agency 3"
"CA","B2",1.41,66,1,2,65,"Agency 3"
"CA","B2",24.22,860,4,5,751,"Agency 3"
"CA","B2",2.01,220,0,0,216,"Agency 3"
"CA","B2",36.61,1403,0,7,1316,"Agency 7"
"CA","B2",10.11,454,0,7,446,"Agency 3"
"CA","B2",32.14,1544,3,30,1354,"Agency 2"
"CA","B2",32.19,2326,3,17,2189,"Agency 2"
"CA","B2",63.94,3596,4,23,3334,"Agency 2"
"CA","B2",2,320,0,0,311,"Agency 3"
"CA","B2",1.92,657,0,0,632,"Agency 3"
"CA","B2",34.01,1701,4,15,1587,"Agency 3"
"CA","B2",1.99,769,0,1,731,"Agency 3"
"CA","B2",35.76,1955,1,32,1843,"Agency 5"
"CA","B2",31.96,2235,2,21,2097,"Agency 2"
"CA","B2",21.95,825,0,6,790,"Agency 3"
"CA","B2",33.42,909,3,26,862,"Agency 3"
"CA","B2",18.77,1259,0,4,1179,"Agency 3"
"CA","B2",3.02,972,0,1,927,"Agency 3"
"CA","B2",49.06,2760,5,27,2572,"Agency 2"
"CA","B2",22.68,881,1,9,820,"Agency 3"
"CA","B2",15.85,763,8,21,731,"Agency 2"
"CA","B2",31.77,991,2,8,912,"Agency 2"
"CA","B2",7.04,414,0,5,398,"Agency 2"
"CA","B2",34.13,1336,1,3,1138,"Agency 6"
"CA","B2",0,0,0,0,0,"Agency 3"
"CA","B2",21.29,939,1,9,915,"Agency 3"
"CA","B2",15.79,1161,1,4,1152,"Agency 3"
"CA","B2",35.71,1433,0,13,1295,"Agency 5"
"CA","B2",1.97,479,0,0,472,"Agency 3"
"CA","B2",12.86,452,3,13,423,"Agency 3"
"CA","B2",4.89,225,1,5,221,"Agency 7"
"CA","B2",1.04,76,0,0,71,"Agency 3"
"CA","B2",6.78,489,0,2,470,"Agency 2"
"CA","B2",1.97,288,0,0,277,"Agency 3"
"CA","B2",98.17,3535,5,25,3380,"Agency 2"
"CA","B2",16.27,544,2,6,532,"Agency 3"
"CA","B2",54.12,1547,0,6,1445,"Agency 2"
"CA","B2",5.59,210,1,2,201,"Agency 3"
"CA","B2",3.8,186,0,2,179,"Agency 3"
"CA","B2",16.35,929,2,7,878,"Agency 2"
"CA","B2",48.62,2731,6,32,2594,"Agency 2"
"CA","B2",7.26,216,0,2,209,"Agency 2"
"CA","B2",71.87,3530,4,24,3398,"Agency 2"
"CA","B2",34.11,1158,2,8,1124,"Agency 3"
"CA","B2",16.15,494,0,4,472,"Agency 7"
"CA","B2",12.06,622,1,8,609,"Agency 3"
"CA","B2",32.21,1573,1,21,1458,"Agency 2"
"CA","B2",31.68,1512,3,12,1348,"Agency 5"
"CA","B2",48.4,2114,8,25,2053,"Agency 2"
"CA","B2",52.88,2836,2,25,2644,"Agency 2"
"CA","B2",49.5,2430,4,32,2120,"Agency 2"
"CA","B2",34.18,2348,4,25,2158,"Agency 3"
"CA","B2",14.43,528,0,5,515,"Agency 3"
"CA","B2",41.45,2159,0,15,1956,"Agency 2"
"CA","B2",26.78,1011,2,6,984,"Agency 3"
"CA","B2",40.95,1785,4,28,1609,"Agency 2"
"CA","B2",35.87,2489,1,24,2406,"Agency 3"
"CA","B2",58.16,3106,3,14,2842,"Agency 2"
"CA","B2",34.51,2300,5,20,2172,"Agency 3"
"CA","B2",47.87,2028,6,35,1863,"Agency 2"
"CA","B2",40.86,2087,3,13,2035,"Agency 3"
"CA","B2",57.73,3709,5,21,3614,"Agency 2"
"CA","B2",53.97,1510,3,14,1351,"Agency 7"
"CA","B2",23.82,868,0,8,828,"Agency 2"
"CA","B2",31.76,1007,0,9,919,"Agency 2"
"CA","B2",33.73,911,0,7,851,"Agency 3"
"CA","B2",16.13,706,0,4,672,"Agency 2"
"CA","B2",16.95,674,2,16,632,"Agency 2"
"CA","B2",9.4,316,0,4,282,"Agency 3"
"CA","B2",63.56,3485,2,26,3372,"Agency 2"
"CA","B2",51.88,3220,11,29,3143,"Agency 3"
"CA","B2",5.6,173,0,3,169,"Agency 3"
"CA","B2",2,412,0,0,401,"Agency 3"
"CA","B2",29.72,1232,2,15,1169,"Agency 2"
"CA","B2",51.12,2210,0,14,2045,"Agency 7"
"CA","B2",39.59,1337,1,12,1276,"Agency 2"
"CA","B2",11.32,384,1,9,376,"Agency 3"
"CA","B2",32.21,1583,0,11,1420,"Agency 5"
"CA","B2",34.49,1666,5,23,1620,"Agency 2"
"CA","B2",31.94,1399,1,21,1313,"Agency 5"
"CA","B2",38.49,1548,0,17,1387,"Agency 2"
"CA","B2",5.66,257,0,2,252,"Agency 3"
"CA","B2",2.01,732,0,0,718,"Agency 3"
"CA","B2",47.85,2251,7,21,2159,"Agency 2"
"CA","B2",48.12,2987,3,46,2722,"Agency 2"
"CA","B2",2.06,280,0,0,265,"Agency 3"
"CA","B2",65.78,3803,2,20,3617,"Agency 2"
"CA","B2",16.21,504,0,6,461,"Agency 2"
"CA","B2",15.91,1245,7,14,1135,"Agency 2"
"CA","B2",49.32,2101,2,26,1934,"Agency 2"
"CA","B2",31,1244,1,4,1201,"Agency 3"
"CA","B2",23.78,1280,4,7,1252,"Agency 3"
"CA","B2",24.34,497,2,5,432,"Agency 3"
"CA","B2",32.4,1542,1,6,1421,"Agency 5"
"CA","B2",17.92,1408,2,9,1382,"Agency 3"
"CA","B2",23.87,703,0,12,659,"Agency 2"
"CA","B2",33.15,1983,2,16,1914,"Agency 3"
"CA","B2",1.98,300,0,0,291,"Agency 3"
"CA","B2",24.33,913,1,12,867,"Agency 2"
"CA","B2",8.16,348,0,2,334,"Agency 3"
"CA","B2",6.84,269,1,5,263,"Agency 2"
"CA","B2",33.17,2270,1,18,2150,"Agency 3"
"CA","B2",65.08,2489,4,24,2285,"Agency 2"
"CA","B2",40.04,1778,0,20,1507,"Agency 2"
"CA","B2",41.47,1425,3,22,1280,"Agency 2"
"CA","B2",20.93,766,0,2,729,"Agency 3"
"CA","B2",16.17,1129,3,11,1100,"Agency 2"
"CA","B2",11.72,956,3,10,930,"Agency 3"
"CA","B2",64.49,1703,2,9,1516,"Agency 2"
"CA","B2",34.59,1718,3,12,1691,"Agency 2"
"CA","B2",36.54,1712,2,14,1518,"Agency 2"
"CA","B2",33.66,1558,1,8,1252,"Agency 7"
"CA","B2",31.93,1374,2,11,1295,"Agency 3"
"CA","B2",24.74,1281,0,11,1221,"Agency 3"
"CA","B2",21.92,525,0,1,500,"Agency 3"
"CA","B2",16.22,968,1,6,933,"Agency 3"
"CA","B2",28.93,992,0,2,952,"Agency 2"
"CA","B2",0.84,24,0,0,21,"Agency 3"
"CA","B2",16.1,1012,6,18,983,"Agency 2"
"CA","B2",16.17,794,0,6,756,"Agency 2"
"CA","B2",64.5,2720,6,26,2581,"Agency 2"
"CA","B2",3.09,199,0,1,196,"Agency 3"
"CA","B2",2.18,951,0,0,913,"Agency 3"
"CA","B2",64.88,2181,0,8,2048,"Agency 2"
"CA","B2",18.46,1087,1,7,1049,"Agency 3"
"CA","B2",5.53,283,0,1,279,"Agency 3"
"CA","B2",31.27,1295,0,10,1249,"Agency 3"
"CA","B2",32.29,1467,1,13,1280,"Agency 5"
"CA","B2",85.84,3242,1,24,2967,"Agency 2"
"CA","B2",5.8,194,0,5,192,"Agency 3"
"CA","B2",11.74,511,0,3,497,"Agency 3"
"CA","B2",23.14,1038,2,6,999,"Agency 3"
"CA","B2",7.07,307,0,4,295,"Agency 2"
"CA","B2",16.5,1238,2,14,1186,"Agency 2"
"CA","B2",50.24,2322,2,18,2211,"Agency 2"
"CA","B2",1.98,114,0,0,111,"Agency 3"
"CA","B2",1.91,188,0,0,183,"Agency 3"
"CA","B2",24.33,882,0,7,853,"Agency 3"
"CA","B2",18.87,1024,3,13,1006,"Agency 3"
"CA","B2",69.05,3954,2,22,3830,"Agency 2"
"CA","B2",16.12,540,1,6,523,"Agency 2"
"CA","B2",18.57,1019,2,20,945,"Agency 2"
"CA","B2",65.95,2528,3,22,2378,"Agency 2"
"CA","B2",30.52,1229,1,5,1200,"Agency 3"
"CA","B2",41.28,1376,2,14,1260,"Agency 2"
"CA","B2",48.66,1735,8,21,1639,"Agency 2"
"CA","B2",12.61,939,1,6,914,"Agency 3"
"CA","B2",49.41,2248,6,29,2182,"Agency 2"
"CA","B2",65.12,3245,2,30,3026,"Agency 2"
"CA","B2",39.41,2157,2,8,1969,"Agency 2"
"CA","B2",1.98,130,0,0,125,"Agency 3"
"CA","B2",32.26,1770,1,15,1600,"Agency 2"
"CA","B2",66.09,3214,5,45,2921,"Agency 2"
"CA","B2",15.97,664,2,6,650,"Agency 2"
"CA","B2",1.99,529,0,0,518,"Agency 3"
"CA","B2",48.14,2159,7,35,2109,"Agency 2"
"CA","B2",11.61,371,0,2,362,"Agency 3"
"CA","B2",12.32,829,1,5,819,"Agency 3"
"CA","B2",6.83,207,0,4,201,"Agency 3"
"CA","B2",25.29,1089,0,10,1007,"Agency 6"
"CA","B2",7.21,345,1,4,337,"Agency 3"
"CA","B2",2.08,112,0,0,108,"Agency 3"
"CA","B2",66.94,3005,5,30,2790,"Agency 2"
"CA","B2",51.35,1963,3,11,1751,"Agency 7"
"CA","B2",63.58,3055,2,14,2885,"Agency 2"
"CA","B2",3.65,147,0,1,139,"Agency 3"
"CA","B2",4.43,268,0,0,267,"Agency 3"
"CA","B2",2.96,760,0,1,719,"Agency 3"
"CA","B2",4.94,224,0,4,216,"Agency 3"
"CA","B2",31.81,2021,8,28,1892,"Agency 2"
"CA","B2",56.4,2337,0,17,2163,"Agency 2"
"CA","B2",16.79,417,0,3,361,"Agency 2"
"CA","B2",49.53,2121,7,26,2047,"Agency 2"
"CA","B2",7.13,220,0,0,215,"Agency 2"
"CA","B2",2.01,264,0,0,262,"Agency 3"
"CA","B2",11.36,505,1,5,483,"Agency 3"
"CA","B2",11.08,666,2,10,664,"Agency 3"
"CA","B2",33.31,1451,1,12,1402,"Agency 7"
"CA","B2",52.3,2079,2,14,1815,"Agency 7"
"CA","B2",63.53,3111,4,29,2961,"Agency 5"
"CA","B2",32,1710,2,13,1601,"Agency 2"
"CA","B2",31.57,1817,1,24,1718,"Agency 5"
"CA","B2",24.73,1170,0,18,1134,"Agency 3"
"CA","B2",35.33,1532,3,11,1369,"Agency 6"
"CA","B2",22.91,1077,2,17,1029,"Agency 3"
"CA","B2",32.25,1958,3,15,1902,"Agency 2"
"CA","B2",25.27,1213,2,24,1173,"Agency 3"
"CA","B2",32.08,1660,5,20,1587,"Agency 2"
"CA","B2",44.87,2857,3,29,2792,"Agency 3"
"CA","B2",39.27,2168,6,27,2037,"Agency 2"
"CA","B2",13.05,626,0,3,605,"Agency 3"
"CA","B2",2.33,410,0,1,402,"Agency 3"
"CA","B2",32.61,1970,2,29,1896,"Agency 5"
"CA","B2",47.74,2777,3,10,2582,"Agency 4"
"CA","B2",23.05,916,3,7,878,"Agency 3"
"CA","B2",21.93,766,0,8,739,"Agency 3"
"CA","B2",33.03,1992,0,20,1898,"Agency 3"
"CA","B2",29.78,1912,3,23,1852,"Agency 3"
"CA","B2",48.07,2279,0,11,2066,"Agency 2"
"CA","B2",31.7,1389,2,10,1268,"Agency 2"
"CA","B2",35.99,1329,0,7,1185,"Agency 7"
"CA","B2",48.72,1765,1,13,1641,"Agency 2"
"CA","B2",1.97,254,0,0,235,"Agency 3"
"CA","B2",32.34,1976,2,17,1896,"Agency 5"
"CA","B2",2.04,576,0,1,524,"Agency 3"
"CA","B2",33,2270,4,17,2179,"Agency 2"
"CA","B2",32.61,1411,1,3,1389,"Agency 5"
"CA","B2",23.69,985,0,10,911,"Agency 2"
"CA","B2",40.99,1858,1,28,1697,"Agency 2"
"CA","B2",6.94,555,0,1,509,"Agency 2"
"CA","B2",9.79,973,0,4,966,"Agency 3"
"CA","B2",64.42,2135,0,14,1976,"Agency 2"
"CA","B2",50.69,2441,2,27,2325,"Agency 2"
"CA","B2",37.5,1444,4,15,1358,"Agency 2"
"CA","B2",2,197,0,0,194,"Agency 3"
"CA","B2",23.06,478,1,4,453,"Agency 3"
"CA","B2",23.64,572,1,9,545,"Agency 3"
"CA","B2",43.77,1293,2,12,1213,"Agency 2"
"CA","B2",37.74,1684,2,12,1590,"Agency 3"
"CA","B2",30.84,1721,0,12,0,"Agency 3"
"CA","B2",25.75,1008,2,8,976,"Agency 3"
"CA","B2",0,0,0,0,0,"Agency 3"
"CA","B2",44.55,2452,6,29,2383,"Agency 3"
"CA","B2",32.14,1462,1,10,1318,"Agency 5"
"CA","B2",6.75,567,0,2,531,"Agency 2"
"CA","B2",22.93,539,2,9,505,"Agency 3"
"CA","B2",32.79,1862,1,12,1751,"Agency 5"
"CA","B2",2.33,61,0,1,61,"Agency 4"
"CA","B2",47.67,2226,0,22,2132,"Agency 2"
"CA","B2",15.15,670,0,5,624,"Agency 2"
"CA","B2",1.99,787,0,0,766,"Agency 3"
"CA","B2",30.44,2069,3,17,1993,"Agency 3"
"CA","B2",1.96,772,0,1,746,"Agency 3"
"CA","B2",34.71,1564,1,14,1506,"Agency 3"
"CA","B2",2.05,736,0,1,704,"Agency 3"
"CA","B2",1.95,275,0,0,265,"Agency 3"
"CA","B2",35.61,1963,2,18,1827,"Agency 3"
"CA","B2",24.73,761,1,11,684,"Agency 2"
"CA","B2",47.91,2230,3,15,2151,"Agency 2"
"CA","B2",65.72,2383,1,19,2138,"Agency 7"
"CA","B2",2.01,472,0,1,463,"Agency 3"
"CA","B2",28.55,1459,2,6,1355,"Agency 2"
"CA","B2",13.45,651,0,4,637,"Agency 3"
"CA","B2",31.62,1513,3,10,1411,"Agency 2"
"CA","B2",7.42,280,0,6,268,"Agency 2"
"CA","B2",47.26,2045,3,33,1810,"Agency 5"
"CA","B2",7.05,229,1,5,219,"Agency 2"
"CA","B2",37.66,2136,2,13,2016,"Agency 3"
"CA","B2",97.62,4512,3,22,4280,"Agency 2"
"CA","B2",20.82,651,1,1,631,"Agency 3"
"CA","B2",63.06,2680,1,21,2424,"Agency 2"
"CA","B2",33.61,2200,0,15,2091,"Agency 3"
"CA","B2",31.24,1351,4,14,1246,"Agency 2"
"CA","B2",10.88,417,0,7,401,"Agency 3"
"CA","B2",9.64,340,0,4,337,"Agency 3"
"CA","B2",21.79,818,2,5,786,"Agency 3"
"CA","B2",2.01,226,0,0,215,"Agency 3"
"CA","B2",32.61,901,1,13,858,"Agency 7"
"CA","B2",60.88,2697,1,14,2564,"Agency 2"
"CA","B2",1.97,233,0,0,226,"Agency 3"
"CA","B2",9.97,358,1,6,355,"Agency 3"
"CA","B2",34.96,1534,0,7,1451,"Agency 7"
"CA","B2",72.01,3126,1,14,2811,"Agency 7"
"CA","B2",49.13,1931,0,13,1718,"Agency 2"
"CA","B2",74.73,2745,2,17,2521,"Agency 2"
"CA","B2",68.13,3113,3,22,2877,"Agency 7"
"CA","B2",1.99,790,0,1,772,"Agency 3"
"CA","B2",2.91,1036,0,0,1000,"Agency 3"
"CA","B2",41.7,1590,0,12,1492,"Agency 2"
"CA","B2",32.34,2447,2,11,2352,"Agency 2"
"CA","B2",32.83,1581,3,21,1499,"Agency 2"
"CA","B2",7.14,417,0,2,399,"Agency 2"
"CA","B2",30.62,1301,1,11,1228,"Agency 2"
"CA","B2",29.95,1305,1,7,1267,"Agency 3"
"CA","B2",16.29,1167,2,9,1115,"Agency 3"
"CA","B2",32.78,1298,4,18,1169,"Agency 2"
"CA","B2",3.01,742,0,2,697,"Agency 3"
"CA","B2",16.08,1267,0,4,1223,"Agency 3"
"CA","B2",15.82,1078,2,19,1026,"Agency 2"
"CA","B2",1.97,213,0,0,207,"Agency 3"
"CA","B2",31.67,1098,1,3,1061,"Agency 2"
"CA","B2",16.32,440,1,3,410,"Agency 3"
"CA","B2",21.22,872,0,2,798,"Agency 3"
"CA","B2",46.63,1764,1,29,1410,"Agency 5"
"CA","B2",8.57,379,0,1,360,"Agency 3"
"CA","B2",6.49,422,2,5,415,"Agency 3"
"CA","B2",32.75,1036,1,6,826,"Agency 5"
"CA","B2",48.07,2054,5,15,1773,"Agency 7"
"CA","B2",63.46,4419,4,25,4257,"Agency 2"
"CA","B2",2,497,0,1,494,"Agency 3"
"CA","B2",16.11,776,0,7,749,"Agency 2"
"CA","B2",33.04,1640,4,13,1586,"Agency 3"
"CA","B2",63.95,2540,4,17,2425,"Agency 2"
"CA","B2",57.73,1919,1,10,1779,"Agency 7"
"CA","B2",30.75,1230,3,7,1114,"Agency 5"
"CA","B2",20.36,794,0,2,776,"Agency 3"
"CA","B2",19.44,793,1,8,737,"Agency 3"
"CA","B2",39.99,1209,0,5,1084,"Agency 2"
"CA","B2",52.82,2214,7,19,2024,"Agency 7"
"CA","B2",30.19,1796,3,22,1716,"Agency 3"
"CA","B2",15.56,616,1,11,594,"Agency 2"
"CA","B2",32.17,1803,6,12,1672,"Agency 7"
"CA","B2",7.32,358,0,3,329,"Agency 2"
"CA","B2",23.22,1329,1,7,1303,"Agency 3"
"CA","B2",14.96,512,0,7,459,"Agency 2"
"CA","B2",0,0,0,0,0,"Agency 3"
"CA","B2",3.63,166,0,1,160,"Agency 3"
"CA","B2",2,624,0,0,608,"Agency 3"
"CA","B2",2,197,0,1,192,"Agency 3"
"CA","B2",56.85,2058,0,8,1830,"Agency 2"
"CA","B2",34.59,2366,0,10,2319,"Agency 3"
"CA","B2",25.91,1459,2,25,1429,"Agency 3"
"CA","B2",7.42,258,0,2,243,"Agency 2"
"CA","B2",23.1,870,1,3,814,"Agency 2"
"CA","B2",32.28,1366,3,7,1335,"Agency 5"
"CA","B2",6.74,410,0,4,371,"Agency 2"
"CA","B2",31.38,1169,2,14,1111,"Agency 2"
"CA","B2",50,2257,7,30,2146,"Agency 2"
"CA","B2",24.28,1006,0,4,921,"Agency 2"
"CA","B2",35.05,1245,1,10,1185,"Agency 7"
"CA","B2",64.22,3016,0,21,2857,"Agency 2"
"CA","B2",31.83,1348,3,15,1323,"Agency 2"
"CA","B2",24.85,1059,8,15,1022,"Agency 2"
"CA","B2",18.21,1449,2,12,1440,"Agency 3"
"CA","B2",31.94,1507,5,24,1406,"Agency 2"
"CA","B2",19.87,1123,2,14,955,"Agency 4"
"CA","B2",30.15,1097,1,3,1046,"Agency 2"
"CA","B2",14.32,754,1,14,737,"Agency 3"
"CA","B2",0,0,0,0,0,"Agency 2"
"CA","B2",11.22,309,0,4,303,"Agency 3"
"CA","B2",2.01,280,0,0,275,"Agency 3"
"CA","B2",31.76,1260,3,11,1145,"Agency 2"
"CA","B2",2.03,848,0,1,832,"Agency 3"
"CA","B2",2.06,207,0,0,204,"Agency 3"
"CA","B2",16.27,645,0,7,604,"Agency 2"
"CA","B2",32.25,1438,0,10,1355,"Agency 5"
"CA","B2",65.31,3588,1,19,3465,"Agency 2"
"CA","B2",53.86,1808,0,7,1504,"Agency 7"
"CA","B2",64.82,2987,17,43,2712,"Agency 2"
"CA","B2",34.72,1386,1,6,1332,"Agency 3"
"CA","B2",16.16,1069,4,26,997,"Agency 2"
"CA","B2",38.12,3848,3,18,3652,"Agency 3"
"CA","B2",1.99,259,0,0,248,"Agency 3"
"CA","B2",18.11,1173,2,8,1151,"Agency 3"
"CA","B2",8.1,383,0,1,374,"Agency 4"
"CA","B2",31.91,2217,0,14,2038,"Agency 2"
"CA","B2",32.47,1517,0,9,1338,"Agency 5"
"CA","B2",32.32,1180,1,9,1074,"Agency 5"
"CA","B2",64.3,1775,1,12,1657,"Agency 2"
"CA","B2",47.9,2375,5,29,2219,"Agency 2"
"CA","B2",63.29,3491,3,30,3353,"Agency 2"
"CA","B2",23.98,1428,3,9,1422,"Agency 3"
"CA","B2",25.62,1099,0,11,1067,"Agency 3"
"CA","B2",64.41,2803,1,14,2663,"Agency 2"
"CA","B2",23.61,794,0,7,758,"Agency 3"
"CA","B2",15.64,649,0,5,609,"Agency 2"
"CA","B2",23.43,832,1,5,790,"Agency 3"
