,spend,Impressions,leads,link_clicks,reach,Agency Tiers
26564,36.41,1371,1,12,1273,
26565,38.85,1451,1,21,1358,
26566,51.63,1588,1,10,1497,
26567,22.88,873,0,4,795,
26568,1.98,821,0,1,803,
26569,14.89,442,0,3,422,
26570,23.13,950,1,8,870,
26571,1.99,133,0,0,128,
26572,14.3,664,1,9,636,
26573,54.45,1648,1,15,1527,
26574,32.93,1389,0,5,1278,
26575,40.3,1401,0,8,1362,
26576,31.78,1400,1,13,1294,
26577,32.05,1299,1,11,1174,
26578,16.39,655,1,8,601,
26579,34.02,1680,1,12,1558,
26580,5.96,210,0,3,203,
26581,16.37,799,1,13,784,
26582,53.56,2837,0,17,2730,
26583,7.22,445,0,4,437,
26584,35.08,2127,1,18,1984,
26585,2.04,182,0,2,178,
26586,0.0,0,0,0,0,
26587,4.18,184,0,1,166,
26588,15.6,647,1,5,607,
26589,47.06,2549,0,13,2334,
26590,51.51,3470,0,13,3331,
26591,15.29,1148,0,6,1106,
26592,10.24,305,1,6,302,
26593,3.06,919,0,0,873,
26594,14.21,298,1,4,284,
26595,2.01,346,0,1,333,
26596,17.67,945,0,0,913,
26597,3.09,198,1,2,193,
26598,33.72,963,0,12,939,
26599,25.2,963,1,18,936,
26600,32.05,1115,1,13,1087,
26601,34.33,1579,1,3,1518,
26602,32.12,1439,0,13,1358,
26603,104.31,3817,1,25,3640,
26604,51.98,1894,0,18,1792,
26605,24.29,654,1,2,635,
26606,10.97,510,0,3,490,
26607,29.41,1357,1,7,1322,
26608,11.87,501,1,5,464,
26609,54.12,3736,1,14,3281,
26610,0.0,0,0,0,0,
26611,1.97,253,0,0,240,
26612,43.33,1482,1,7,1379,
26613,61.64,2086,1,19,2006,
26614,12.28,474,0,3,444,
26615,45.49,2473,1,13,2206,
26616,33.97,1267,0,9,1231,
26617,15.56,679,0,7,637,
26618,11.79,544,0,5,531,
26619,33.41,1759,0,7,1668,
26620,15.01,646,0,6,626,
26621,5.07,1064,0,0,949,
26622,5.03,198,0,0,190,
26623,32.92,1167,1,10,1119,
26624,10.11,222,0,6,217,
26625,0.0,0,0,0,0,
26626,11.65,757,0,3,736,
26627,30.99,1196,0,5,1148,
26628,30.29,1082,1,7,1013,
26629,23.38,1389,0,5,1354,
26630,5.5,268,0,2,261,
26631,10.03,803,0,4,748,
26632,16.77,805,1,4,787,
26633,46.6,2856,1,21,2679,
26634,1.99,201,0,0,181,
26635,30.89,1229,1,7,1100,
26636,17.07,1209,0,4,1133,
26637,22.09,627,1,10,596,
26638,49.08,2218,1,7,2144,
26639,11.68,402,1,1,390,
26640,11.59,747,0,1,694,
26641,32.53,2327,1,17,2285,
26642,53.09,3665,1,24,3456,
26643,17.39,826,1,4,810,
26644,0.0,0,0,0,0,
26645,31.92,1478,1,40,1378,
26646,14.92,587,0,4,558,
26647,15.19,623,0,2,596,
26648,53.39,3904,1,36,3690,
26649,17.35,1455,1,13,1394,
26650,0.0,0,0,0,0,
26651,20.31,832,1,8,796,
26652,69.46,2738,1,11,2597,
26653,29.18,1143,1,12,1015,
26654,6.82,272,1,3,260,
26655,30.67,1913,1,8,1855,
26656,35.69,1732,0,15,1672,
26657,17.01,811,1,8,752,
26658,31.23,2067,0,10,2008,
26659,46.7,4413,1,22,4187,
26660,29.52,2494,1,13,2405,
26661,32.07,900,1,4,854,
26662,10.05,366,0,1,355,
26663,34.99,1270,1,8,1195,
26664,50.19,1978,0,10,1849,
26665,36.24,1593,0,10,1458,
26666,22.78,1003,1,7,972,
26667,25.79,743,0,3,689,
26668,34.66,2103,0,13,1962,
26669,1.99,221,0,0,211,
26670,64.64,3188,1,12,2797,
26671,30.09,1175,1,15,1128,
26672,26.95,657,1,13,627,
26673,2.01,362,0,0,358,
26674,25.57,1288,1,21,1221,
26675,16.65,693,0,7,670,
26676,38.71,2194,1,21,2099,
26677,2.01,333,0,0,322,
26678,1.99,265,0,0,255,
26679,29.67,1161,0,6,1144,
26680,20.72,1354,0,5,1311,
26681,22.45,918,0,4,874,
26682,23.27,1166,1,4,1126,
26683,35.96,3263,1,18,3137,
26684,11.02,260,0,2,249,
26685,49.43,2430,1,48,2317,
26686,46.89,2744,1,18,2652,
26687,2.0,442,0,0,428,
26688,32.81,1221,1,22,1138,
26689,34.35,1292,1,10,1221,
26690,16.54,1071,0,11,1045,
26691,22.7,1129,1,12,1068,
26692,2.01,249,0,1,242,
26693,25.32,1062,0,7,924,
26694,0.0,0,0,0,0,
26695,35.38,1903,1,16,1785,
26696,7.13,286,0,2,280,
26697,2.09,739,0,1,717,
26698,0.0,0,0,0,0,
26699,2.07,107,0,0,104,
26700,5.6,315,0,1,303,
26701,33.0,1609,1,5,1565,
26702,17.86,1006,1,16,964,
26703,32.9,1320,1,6,1284,
26704,26.51,1148,1,10,1132,
26705,8.71,738,0,5,713,
26706,34.1,647,0,3,439,
26707,10.51,517,1,8,500,
26708,25.01,935,1,8,888,
26709,23.23,948,1,5,889,
26710,15.63,772,1,4,750,
26711,47.07,1606,0,20,1553,
26712,23.79,1179,0,17,1107,
26713,0.0,0,0,0,0,
26714,17.37,1014,1,8,944,
26715,24.07,1887,1,9,1819,
26716,2.99,184,1,2,182,
26717,33.31,1145,1,14,1113,
26718,16.89,565,1,8,542,
26719,0.0,0,0,0,0,
26720,22.47,884,1,2,831,
26721,11.75,542,0,2,527,
26722,52.51,2565,1,12,2435,
26723,36.43,1307,1,4,1117,
26724,32.41,1964,1,19,1914,
26725,21.81,790,1,7,741,
26726,55.15,2816,1,18,2752,
26727,5.11,1940,0,0,1888,
26728,0.0,0,0,0,0,
26729,29.76,1655,1,6,1577,
26730,15.21,973,0,12,918,
26731,30.32,1137,0,5,1047,
26732,50.57,1408,1,14,1309,
26733,44.67,3134,0,6,2962,
26734,4.65,196,1,1,189,
26735,0.0,0,0,0,0,
26736,44.99,1592,1,21,1499,
26737,16.87,687,1,14,662,
26738,18.72,823,1,8,770,
26739,7.4,383,1,4,371,
26740,24.62,1422,0,8,1336,
26741,17.55,1272,1,6,1221,
26742,68.33,3545,0,12,3405,
26743,29.98,1566,1,15,1483,
26744,7.09,314,0,0,293,
26745,17.04,806,0,8,781,
26746,16.98,793,1,7,765,
26747,24.65,1140,1,4,1084,
26748,34.3,1515,1,7,1455,
26749,50.68,2871,1,7,2684,
26750,12.28,422,0,9,388,
26751,12.44,357,0,3,349,
26752,64.2,2499,1,12,2399,
26753,2.03,481,0,0,467,
26754,45.99,2062,1,9,1898,
26755,51.84,1882,1,21,1796,
26756,16.52,1039,0,8,999,
26757,24.64,1117,1,12,1089,
26758,0.0,0,0,0,0,
26759,34.82,1542,1,7,1431,
26760,30.93,1270,0,6,1200,
26761,34.69,1692,1,15,1558,
26762,22.07,996,1,6,967,
26763,36.14,1718,1,10,1607,
26764,39.33,2305,1,16,2112,
26765,12.05,747,0,6,722,
26766,1.99,249,0,0,242,
26767,16.96,954,1,15,910,
26768,28.2,1195,1,11,1094,
26769,34.62,1210,1,7,1079,
26770,22.96,684,0,3,665,
26771,41.56,1647,0,12,1567,
26772,38.78,2691,1,9,2626,
26773,50.24,3185,1,12,2921,
26774,52.34,2723,1,33,2515,
26775,35.3,1856,1,25,1779,
26776,2.05,209,0,0,199,
26777,71.66,4370,1,24,4233,
26778,1.89,74,0,0,70,
26779,21.94,1064,0,10,1017,
26780,23.64,766,1,5,740,
26781,18.41,611,0,4,593,
26782,1.99,346,0,0,333,
26783,18.84,1013,1,2,990,
26784,2.04,281,0,0,275,
26785,45.68,3476,1,25,3269,
26786,77.72,3882,1,21,3766,
26787,31.5,1333,1,5,1219,
26788,10.65,464,1,3,448,
26789,31.92,1499,1,14,1422,
26790,16.87,641,0,4,620,
26791,17.82,888,1,8,797,
26792,48.48,2139,1,12,2070,
26793,39.46,2220,1,13,2079,
26794,2.02,361,0,0,356,
26795,51.09,1963,1,25,1783,
26796,37.99,3393,1,12,3296,
26797,17.93,1081,1,19,1015,
26798,13.45,614,1,17,530,
26799,0.0,0,0,0,0,
26800,2.03,163,0,0,160,
26801,1.92,307,0,0,297,
26802,39.16,1612,1,19,1542,
26803,5.11,151,0,2,145,
26804,25.04,1210,1,9,1160,
26805,32.38,434,1,7,324,
26806,5.22,283,0,1,226,
26807,29.65,1422,1,4,1313,
26808,41.7,2140,1,4,2113,
26809,46.82,3844,1,22,3618,
26810,7.54,376,0,6,359,
26811,30.32,1610,0,7,1557,
26812,46.72,2693,1,19,2554,
26813,3.11,167,0,3,160,
26814,69.42,2366,1,20,2266,
26815,18.54,816,1,5,782,
26816,49.3,2232,1,13,2084,
26817,2.0,194,0,1,191,
26818,23.95,976,0,8,942,
26819,25.63,1034,1,12,931,
26820,29.69,1617,1,5,1556,
26821,2.01,505,0,0,493,
26822,38.25,1455,1,23,1356,
26823,13.3,745,1,7,716,
26824,48.32,2136,1,10,2073,
26825,30.01,1076,0,3,987,
26826,40.66,3198,1,22,3092,
26827,26.38,908,0,9,893,
26828,15.83,521,0,2,481,
26829,65.46,2517,0,12,2207,
26830,31.65,2698,1,9,2650,
26831,21.71,720,1,11,652,
26832,8.74,373,0,3,343,
26833,7.14,393,0,4,384,
26834,39.48,1938,1,11,1837,
26835,45.49,1708,0,9,1610,
26836,9.79,598,0,1,579,
26837,4.41,206,0,1,203,
26838,7.44,321,1,4,309,
26839,33.51,1125,1,8,1049,
26840,65.94,4759,1,21,4521,
26841,1.98,616,0,0,596,
26842,1.98,299,0,0,284,
26843,2.11,562,0,0,515,
26844,24.35,1640,1,4,1621,
26845,34.5,1200,1,7,1160,
26846,16.04,1054,0,12,1028,
26847,35.94,1416,1,9,1313,
26848,54.54,2592,1,6,2428,
26849,44.21,1448,1,14,1361,
26850,2.05,419,0,0,414,
26851,2.13,163,0,1,152,
26852,53.68,2811,1,32,2662,
26853,49.13,3061,1,30,2904,
26854,11.86,573,0,0,535,
26855,21.42,757,1,8,707,
26856,34.45,1303,1,8,1220,
26857,17.31,747,1,7,719,
26858,54.89,2706,1,13,2580,
26859,12.59,433,1,3,423,
26860,12.71,901,1,5,862,
26861,23.86,857,1,10,796,
26862,0.0,0,0,0,0,
26863,0.0,0,0,0,0,
26864,3.88,140,0,3,136,
26865,11.56,1067,0,3,1041,
26866,0.0,0,0,0,0,
26867,33.17,1425,1,9,1289,
26868,14.49,751,1,5,736,
26869,18.37,1491,1,11,1432,
26870,29.68,1944,1,16,1884,
26871,0.0,0,0,0,0,
26872,33.77,1824,0,9,1746,
26873,47.29,1952,1,23,1744,
26874,9.91,559,1,5,552,
26875,22.93,838,1,11,811,
26876,34.67,1759,0,13,1697,
26877,11.52,556,0,2,535,
26878,2.05,106,0,0,101,
26879,32.37,1838,1,14,1749,
26880,47.6,2007,1,15,1918,
26881,33.18,1527,1,11,1439,
26882,1.02,27,0,0,24,
26883,9.71,586,0,2,567,
26884,12.95,519,0,3,508,
26885,17.53,822,0,6,777,
26886,17.47,743,1,5,718,
26887,20.94,840,0,4,810,
26888,33.21,2265,1,16,2216,
26889,13.56,491,0,4,469,
26890,21.37,1323,1,17,1287,
26891,35.08,1514,1,10,1440,
26892,33.46,1558,1,12,1472,
26893,22.6,869,0,1,784,
26894,49.64,2906,1,10,2797,
26895,15.69,873,1,2,832,
26896,30.49,2249,1,9,2162,
26897,45.56,1834,1,24,1763,
26898,0.0,0,0,0,0,
26899,24.48,1466,0,7,1410,
26900,31.2,1960,0,14,1917,
26901,2.21,97,0,0,94,
26902,12.14,1029,0,4,990,
26903,52.32,2233,1,21,2007,
26904,26.36,1454,1,10,1358,
26905,42.53,1905,1,9,1849,
26906,49.32,2938,1,54,2785,
26907,15.36,781,0,9,751,
26908,16.14,868,0,11,823,
26909,33.77,1384,0,14,1337,
26910,55.1,2141,1,21,2049,
26911,23.01,1068,1,4,1001,
26912,7.47,208,1,1,187,
26913,28.23,1303,1,18,1246,
26914,13.66,519,1,16,511,
26915,1.98,437,0,1,405,
26916,2.01,1013,0,2,989,
26917,32.87,1085,0,6,1035,
26918,21.65,919,1,9,899,
26919,2.0,255,0,1,248,
26920,1.11,65,0,1,63,
26921,15.93,905,0,6,888,
26922,18.37,1349,1,7,1280,
26923,1.97,302,0,1,294,
26924,30.43,1450,1,7,1347,
26925,3.08,904,0,2,879,
26926,75.63,3566,1,22,3382,
26927,9.13,440,1,2,430,
26928,15.3,788,0,2,773,
26929,15.71,858,1,5,819,
26930,31.93,1780,1,10,1728,
26931,35.91,1920,1,8,1773,
26932,5.15,265,0,2,248,
26933,15.83,691,0,3,669,
26934,1.98,475,0,0,464,
26935,15.82,1030,0,3,1010,
26936,28.26,1648,1,42,1602,
26937,23.43,1005,1,14,982,
26938,66.66,2200,1,23,2077,
26939,2.05,159,0,0,157,
26940,27.28,1335,1,8,1318,
26941,32.41,1477,1,14,1431,
26942,0.0,0,0,0,0,
26943,25.28,1443,1,36,1361,
26944,31.34,2158,1,13,2066,
26945,0.0,0,0,0,0,
26946,44.85,1962,1,22,1851,
26947,0.0,0,0,0,0,
26948,40.76,1922,1,11,1826,
26949,11.53,504,1,6,486,
26950,17.14,1219,1,7,1131,
26951,26.17,1044,1,13,1019,
26952,24.94,1297,0,2,1247,
26953,1.94,155,0,1,147,
26954,69.23,3189,1,18,2993,
26955,0.0,0,0,0,0,
26956,30.98,1543,1,13,1464,
26957,16.32,806,0,8,764,
26958,5.72,117,0,4,115,
26959,13.99,490,1,3,478,
26960,53.08,2987,1,27,2830,
26961,35.37,1442,1,19,1362,
26962,1.99,287,0,0,273,
26963,51.7,2516,0,11,2234,
26964,17.09,614,0,8,565,
26965,0.3,13,0,0,13,
26966,25.37,1869,1,8,1829,
26967,35.77,1310,1,9,1194,
26968,0.0,0,0,0,0,
26969,23.22,696,1,13,626,
26970,0.0,0,0,0,0,
26971,8.7,937,0,1,747,
26972,32.34,1399,1,14,1269,
26973,29.98,1289,0,1,1247,
26974,32.4,1663,1,17,1542,
26975,29.64,1016,1,9,973,
26976,0.0,0,0,0,0,
26977,32.2,1736,1,6,1636,
26978,17.71,1201,1,6,1162,
26979,48.33,2313,1,12,2154,
26980,20.71,1204,1,17,1151,
26981,9.88,382,0,1,373,
26982,19.85,740,0,3,689,
26983,15.18,569,1,2,542,
26984,2.06,92,0,0,89,
26985,0.0,0,0,0,0,
26986,13.45,431,1,7,405,
26987,12.44,745,0,1,728,
26988,2.03,196,0,0,193,
26989,35.22,1184,0,8,1149,
26990,6.13,248,1,3,241,
26991,5.19,173,0,1,169,
26992,34.54,1788,1,9,1723,
26993,43.67,1635,1,13,1564,
26994,29.57,1160,1,5,1130,
26995,49.02,2360,1,12,2280,
26996,24.21,1070,0,3,986,
26997,23.92,1129,0,5,1100,
26998,29.6,1478,1,8,1400,
26999,48.76,6494,1,30,6057,
27000,31.84,1443,1,6,1400,
27001,2.05,374,0,0,358,
27002,47.65,2383,1,45,2229,
27003,38.39,1911,0,11,1821,
27004,35.74,1244,1,9,1210,
27005,15.01,717,0,6,704,
27006,17.08,856,1,5,786,
27007,16.03,872,1,6,781,
27008,38.6,1987,1,28,1933,
27009,34.4,1004,0,8,910,
27010,8.12,284,0,1,279,
27011,46.9,3248,1,13,3021,
27012,16.22,854,0,3,843,
27013,37.7,1510,0,12,1417,
27014,53.44,2939,1,32,2763,
27015,2.13,253,0,1,251,
27016,9.26,351,0,2,336,
27017,37.63,3880,1,21,3721,
27018,63.94,2393,1,18,2313,
27019,30.58,1947,1,11,1885,
27020,34.95,1045,0,5,992,
27021,3.28,154,1,2,151,
27022,35.76,1306,0,13,1218,
27023,52.33,1651,1,26,1606,
27024,12.77,721,1,7,610,
27025,73.41,3170,1,17,3063,
27026,10.02,2987,0,1,2611,
27027,37.7,2902,1,18,2842,
27028,16.92,1220,1,10,1143,
27029,27.47,1739,0,12,1688,
27030,68.63,3713,1,31,3461,
27031,0.0,0,0,0,0,
27032,34.17,1779,1,9,1694,
27033,29.64,2254,1,12,2120,
27034,42.71,2066,1,18,1995,
27035,77.27,3023,0,21,2851,
27036,14.99,1207,1,10,1136,
27037,15.82,514,0,1,503,
27038,15.04,2248,0,15,2133,
27039,24.0,1038,0,6,1006,
27040,61.34,2410,1,14,2183,
27041,33.49,1729,0,5,1630,
27042,35.89,1666,1,13,1599,
27043,36.18,3022,1,10,2971,
27044,22.84,506,0,3,475,
27045,9.16,229,0,0,220,
27046,1.95,213,0,0,207,
27047,34.14,1705,1,8,1644,
27048,15.49,673,1,10,662,
27049,33.96,1003,1,14,942,
27050,9.74,464,0,2,436,
27051,11.9,417,1,5,381,
27052,2.72,114,0,0,110,
27053,16.07,817,0,10,786,
27054,0.0,0,0,0,0,
27055,0.03,3,0,0,3,
27056,48.68,2431,1,12,2346,
27057,24.41,1244,1,6,1188,
27058,15.02,662,1,6,618,
27059,30.49,1564,1,6,1491,
27060,31.13,1629,0,11,1528,
27061,17.14,545,1,3,509,
27062,26.36,1676,1,20,1650,
27063,35.35,1800,1,17,1729,
27064,0.0,0,0,0,0,
27065,26.09,1009,1,6,960,
27066,45.48,2926,1,84,2745,
27067,30.99,2211,1,33,2039,
27068,37.64,2099,1,20,1967,
27069,2.04,465,0,1,455,
27070,0.0,0,0,0,0,
27071,15.77,762,1,6,715,
27072,36.79,1570,1,12,1416,
27073,31.28,860,1,11,822,
27074,29.05,1073,1,11,948,
27075,12.33,925,1,6,906,
27076,1.99,342,0,1,312,
27077,0.0,0,0,0,0,
27078,2.0,268,0,2,263,
27079,1.99,374,0,0,365,
27080,20.41,1095,1,14,1040,
27081,0.0,0,0,0,0,
27082,16.25,467,1,10,426,
27083,27.73,1271,1,10,1189,
27084,8.63,398,0,0,392,
27085,0.0,0,0,0,0,
27086,2.56,100,0,0,98,
27087,0.0,0,0,0,0,
27088,35.55,2314,1,18,2274,
27089,11.71,625,0,2,615,
27090,36.95,2555,0,12,2434,
27091,1.99,300,0,1,289,
27092,1.98,555,0,0,544,
27093,33.62,2074,1,11,2043,
27094,0.0,0,0,0,0,
27095,11.46,480,1,1,473,
27096,69.53,2637,1,19,2502,
27097,0.0,0,0,0,0,
27098,12.22,801,1,7,793,
27099,55.36,2887,1,11,2772,
27100,47.93,2929,1,19,2803,
27101,23.58,1075,1,10,1013,
27102,1.98,250,0,0,234,
27103,10.8,537,1,4,510,
27104,16.6,951,1,8,866,
27105,1.91,69,0,0,68,
27106,51.89,2924,1,17,2730,
27107,47.39,2514,1,10,2350,
27108,7.87,288,0,5,269,
27109,15.91,571,0,3,542,
27110,34.7,1241,1,9,1186,
27111,62.36,2679,1,23,2561,
27112,8.29,3336,0,2,3219,
27113,49.34,2465,1,16,2423,
27114,34.22,1904,1,16,1818,
27115,52.35,3466,0,15,3245,
27116,21.79,1096,0,12,1070,
27117,17.41,822,0,3,787,
27118,15.97,1442,0,8,1408,
27119,17.24,529,0,7,501,
27120,17.88,1045,0,3,1028,
27121,20.77,558,0,1,512,
27122,28.73,1134,0,3,1063,
27123,0.0,0,0,0,0,
27124,47.71,2680,1,11,2603,
27125,10.35,272,0,3,264,
27126,48.89,5291,1,27,5122,
27127,0.0,0,0,0,0,
27128,5.78,447,0,1,428,
27129,15.74,524,0,4,445,
27130,1.99,296,0,0,288,
27131,7.54,387,0,2,379,
27132,47.13,1840,1,17,1753,
27133,50.25,3675,1,17,3432,
27134,10.44,509,0,1,502,
27135,17.78,976,0,2,934,
27136,0.0,0,0,0,0,
27137,49.86,3185,1,16,3075,
27138,11.58,330,0,2,318,
27139,0.0,0,0,0,0,
27140,39.58,1470,1,28,1436,
27141,6.47,783,0,3,617,
27142,21.63,896,1,4,837,
27143,30.88,1843,0,7,1741,
27144,34.1,2074,1,22,1968,
27145,25.03,977,1,9,942,
27146,3.8,168,0,0,165,
27147,58.09,2471,1,11,2317,
27148,1.99,417,0,0,406,
27149,19.28,896,1,7,873,
27150,1.98,739,0,4,712,
27151,14.86,628,1,9,586,
27152,18.8,636,0,14,603,
27153,25.45,805,0,8,793,
27154,104.84,5357,1,21,5210,
27155,10.53,226,0,0,220,
27156,29.01,1456,1,38,1411,
27157,37.38,2164,1,29,2059,
27158,5.05,1173,0,2,1101,
27159,27.34,855,1,10,790,
27160,0.0,0,0,0,0,
27161,11.66,357,0,6,353,
27162,33.59,2038,0,8,1878,
27163,30.89,1270,1,5,1204,
27164,8.34,373,1,3,346,
27165,23.03,1053,1,13,1036,
27166,0.0,0,0,0,0,
27167,21.03,1468,1,12,1423,
27168,48.92,1744,1,19,1677,
27169,29.29,786,0,2,764,
27170,2.04,363,0,0,351,
27171,49.3,2074,1,4,2025,
27172,16.09,766,1,9,735,
27173,29.96,1935,0,7,1845,
27174,9.93,2970,0,1,2641,
27175,30.96,1234,1,12,1183,
27176,47.98,3037,1,29,2762,
27177,22.68,996,1,3,965,
27178,16.87,718,0,3,697,
27179,23.18,1029,0,6,978,
27180,36.57,2009,1,20,1846,
27181,46.99,1871,1,19,1810,
27182,50.54,3573,1,11,3314,
27183,19.63,746,0,6,732,
27184,40.97,2455,1,5,2423,
27185,15.56,1059,1,8,1027,
27186,32.82,1737,1,51,1541,
27187,75.77,3935,1,12,3859,
27188,20.93,1368,1,13,1322,
27189,31.22,1418,1,17,1375,
27190,0.0,0,0,0,0,
27191,18.9,819,1,8,795,
27192,26.36,969,1,14,935,
27193,16.08,688,0,12,636,
27194,12.24,297,1,4,284,
27195,41.01,1609,1,20,1501,
27196,22.25,546,1,6,498,
27197,14.69,399,1,2,377,
27198,37.86,2750,0,10,2637,
27199,50.02,2143,1,10,1960,
27200,20.75,633,1,10,603,
27201,2.04,142,0,1,130,
27202,16.62,968,0,5,879,
27203,12.09,864,1,3,845,
27204,30.91,2622,1,11,2568,
27205,1.99,203,0,0,199,
27206,52.69,3750,1,16,3304,
27207,51.13,1783,1,24,1736,
27208,0.0,0,0,0,0,
27209,10.4,501,0,7,461,
27210,30.51,1437,1,8,1406,
27211,8.45,468,0,3,464,
27212,4.89,281,0,2,279,
27213,51.42,2916,1,23,2842,
27214,34.88,1482,1,19,1357,
27215,34.21,1360,1,15,1322,
27216,2.0,725,0,2,698,
27217,19.7,841,1,4,747,
27218,34.48,1302,1,9,1269,
27219,32.66,1725,0,4,1666,
27220,8.18,512,1,3,494,
27221,5.69,420,0,2,412,
27222,10.22,335,1,2,316,
27223,2.11,249,0,0,242,
27224,16.96,1221,0,13,1143,
27225,33.17,1619,1,3,1473,
27226,13.52,841,1,7,822,
27227,12.12,513,0,2,496,
27228,11.42,500,0,2,462,
27229,34.87,2854,1,11,2776,
27230,39.72,1092,1,16,1022,
27231,22.14,949,1,7,865,
27232,30.13,1208,1,8,1141,
27233,24.76,988,1,3,957,
27234,2.96,620,0,2,573,
27235,62.34,4510,1,33,4346,
27236,10.99,451,0,3,440,
27237,30.9,1326,1,10,1272,
27238,26.2,1415,0,8,1334,
27239,65.49,2699,1,24,2543,
27240,4.23,212,1,6,199,
27241,31.04,1140,0,5,1016,
27242,1.93,268,0,1,265,
27243,3.28,183,0,0,181,
27244,31.66,1336,0,3,1296,
27245,5.14,240,1,1,237,
27246,2.06,158,0,0,151,
27247,28.67,1549,1,18,1475,
27248,31.6,1593,1,9,1563,
27249,24.49,1087,0,9,1026,
27250,64.48,2822,1,21,2731,
27251,0.0,0,0,0,0,
27252,36.86,2278,1,27,2098,
27253,36.42,1576,1,12,1500,
27254,1.98,168,0,1,151,
27255,32.44,1280,0,3,1240,
27256,0.0,0,0,0,0,
27257,8.9,444,0,1,438,
27258,46.76,2678,1,19,2569,
27259,37.4,1797,1,29,1679,
27260,10.41,546,0,1,534,
27261,0.0,0,0,0,0,
27262,44.14,2542,1,18,2509,
27263,9.67,322,1,2,311,
27264,0.0,0,0,0,0,
27265,24.38,1306,1,12,1279,
27266,15.73,800,0,4,756,
27267,23.7,1118,1,13,1054,
27268,0.0,0,0,0,0,
27269,1.98,163,0,1,143,
27270,0.0,0,0,0,0,
27271,2.03,155,0,0,145,
27272,25.81,1055,0,10,995,
27273,30.81,1735,1,3,1564,
27274,16.11,643,0,1,615,
27275,2.06,451,0,1,419,
27276,23.14,1019,1,14,882,
27277,0.0,0,0,0,0,
27278,31.17,1649,0,15,1557,
27279,14.74,826,0,10,786,
27280,16.66,626,0,5,583,
27281,38.33,2256,1,15,2193,
27282,8.52,347,1,3,334,
27283,46.44,2905,1,25,2705,
27284,0.0,0,0,0,0,
27285,40.91,3363,1,28,3233,
27286,19.41,822,0,11,752,
27287,16.21,890,0,2,863,
27288,45.5,2474,1,27,2338,
27289,34.9,1664,1,11,1630,
27290,1.97,682,0,0,672,
27291,45.97,2615,0,18,2434,
27292,0.0,0,0,0,0,
27293,17.5,798,1,3,784,
27294,24.78,783,1,13,729,
27295,9.7,878,0,2,867,
27296,0.0,0,0,0,0,
27297,52.27,1913,1,15,1805,
27298,30.95,2190,1,9,2111,
27299,2.9,187,0,0,187,
27300,29.27,1903,0,18,1830,
27301,1.2,78,0,0,78,
27302,4.89,1880,0,1,1813,
27303,8.76,398,0,1,395,
27304,33.27,759,0,12,707,
27305,27.92,1214,1,10,1190,
27306,39.45,1887,0,9,1824,
27307,8.88,204,0,2,198,
27308,27.01,1798,1,10,1712,
27309,16.53,579,0,1,496,
27310,26.12,1301,1,7,1254,
27311,23.2,1225,1,6,1147,
27312,15.95,859,1,5,814,
27313,31.98,1535,1,10,1490,
27314,23.58,990,1,9,942,
27315,32.15,1278,1,15,1244,
27316,10.86,258,0,0,252,
27317,33.25,1277,1,10,1244,
27318,70.36,3280,1,17,3001,
27319,2.99,721,0,3,677,
27320,62.25,2975,1,23,2818,
27321,14.61,899,0,3,891,
27322,11.71,528,0,7,513,
27323,30.85,1259,1,17,1199,
27324,21.66,661,0,2,639,
27325,1.99,153,0,1,141,
27326,11.3,439,0,0,389,
27327,11.41,4159,0,3,4001,
27328,64.77,5325,1,32,5038,
27329,1.93,843,0,1,816,
27330,50.72,2496,1,19,2372,
27331,18.89,646,1,7,620,
27332,47.39,1948,1,31,1689,
27333,8.45,493,0,2,475,
27334,30.74,2422,1,15,2289,
27335,31.06,2335,1,9,2290,
27336,6.6,234,0,2,225,
27337,13.53,432,1,3,408,
27338,31.22,1325,1,15,1264,
27339,49.7,2598,1,17,2403,
27340,17.37,850,0,5,801,
27341,12.04,530,1,7,496,
27342,2.02,208,0,1,203,
27343,2.03,351,0,0,338,
27344,0.0,0,0,0,0,
27345,33.0,1183,0,14,1129,
27346,0.0,0,0,0,0,
27347,16.67,963,1,9,900,
27348,1.99,312,0,1,311,
27349,47.55,2191,1,13,2103,
27350,47.44,2402,1,16,2372,
27351,1.18,47,0,2,33,
27352,32.71,1403,0,6,1375,
27353,48.4,2646,0,13,2519,
27354,8.08,357,0,2,348,
27355,16.99,933,1,6,874,
27356,19.5,651,0,7,629,
27357,46.45,3394,1,9,3290,
27358,11.77,365,0,8,331,
27359,40.31,2223,1,26,2159,
27360,14.37,614,0,9,600,
27361,21.28,658,1,5,643,
27362,34.0,1304,0,4,1238,
27363,10.86,547,1,6,537,
27364,47.17,2591,1,40,2473,
27365,49.88,2056,1,14,1937,
27366,0.0,0,0,0,0,
27367,0.0,0,0,0,0,
27368,2.01,263,0,0,251,
27369,15.08,603,1,7,586,
27370,23.4,990,1,9,959,
27371,21.94,1117,1,24,1007,
27372,0.0,0,0,0,0,
27373,22.66,1150,1,9,1092,
27374,27.07,1044,1,7,1013,
27375,31.32,2072,1,8,1990,
27376,0.0,0,0,0,0,
27377,24.21,1118,1,3,1085,
27378,0.0,0,0,0,0,
27379,28.99,1063,1,15,1029,
27380,25.24,854,0,4,819,
27381,31.26,1789,1,13,1671,
27382,27.23,1046,0,15,957,
27383,48.71,2732,1,34,2582,
27384,24.62,1011,1,10,973,
27385,13.46,696,1,4,658,
