,spend,Impressions,leads,link_clicks,reach,Agency Tiers
11084,46.95,2816,1,18,2639,
11085,39.88,2068,1,29,1958,
11086,49.82,1750,1,11,1603,
11087,64.51,3374,1,24,3247,
11088,62.94,3601,1,18,3430,
11089,7.37,173,0,4,162,
11090,40.52,1351,1,16,1301,
11091,16.39,1099,1,18,995,
11092,49.37,3926,0,9,3659,
11093,24.3,1108,1,9,1067,
11094,30.79,1819,0,22,1423,
11095,31.33,1600,1,10,1520,
11096,32.74,1203,1,16,1059,
11097,47.33,2026,1,9,1927,
11098,35.33,1268,1,11,1208,
11099,23.64,824,1,6,729,
11100,48.51,1553,0,7,1480,
11101,32.46,1315,0,15,1247,
11102,23.69,937,0,7,858,
11103,32.42,1317,0,7,1163,
11104,40.77,1380,0,4,1289,
11105,63.33,2591,1,10,2454,
11106,63.8,2484,1,22,2239,
11107,31.7,1221,0,5,1162,
11108,50.57,2189,1,19,1967,
11109,16.16,945,1,19,891,
11110,48.19,2504,1,12,2405,
11111,20.9,698,1,7,640,
11112,84.53,5209,1,35,4764,
11113,43.6,1921,1,8,1688,
11114,23.93,1251,1,15,1162,
11115,60.55,2923,1,31,2792,
11116,62.16,3750,1,30,3570,
11117,31.28,869,1,8,827,
11118,15.78,815,1,8,779,
11119,52.34,3117,1,18,2785,
11120,18.78,997,1,37,839,
11121,34.18,1945,1,10,1722,
11122,64.45,2408,1,10,2310,
11123,32.48,1283,0,4,1202,
11124,49.94,1879,1,11,1686,
11125,32.97,1201,0,3,1148,
11126,31.87,1570,1,16,1483,
11127,41.88,1930,1,20,1816,
11128,41.77,1758,1,10,1587,
11129,32.05,1943,0,12,1781,
11130,25.24,1534,1,21,1494,
11131,32.07,1288,0,6,1194,
11132,33.02,1610,1,11,1493,
11133,18.62,949,0,11,888,
11134,64.45,2427,0,12,2241,
11135,48.66,1558,1,11,1467,
11136,53.5,2765,1,17,2550,
11137,0.0,0,0,0,0,
11138,31.99,1444,1,16,1362,
11139,17.06,674,1,4,654,
11140,66.62,3443,1,23,3305,
11141,49.33,3048,0,30,2862,
11142,30.52,1274,1,12,1163,
11143,49.04,2096,1,31,1908,
11144,62.97,1936,1,14,1720,
11145,63.93,4378,1,21,3841,
11146,16.52,1094,1,10,1046,
11147,31.85,1457,1,29,1376,
11148,32.19,1427,1,13,1313,
11149,15.91,938,1,6,890,
11150,79.82,3784,1,34,3472,
11151,57.38,2501,1,13,2269,
11152,17.12,513,0,4,447,
11153,80.38,3685,1,32,3548,
11154,48.58,2069,1,10,1879,
11155,48.53,2782,1,11,2664,
11156,32.24,1286,1,12,1178,
11157,31.42,1621,1,14,1487,
11158,63.7,2043,1,16,1871,
11159,23.9,1376,1,6,1318,
11160,16.05,763,1,8,724,
11161,48.71,2013,1,28,1885,
11162,16.15,956,1,22,901,
11163,81.3,2714,1,31,2277,
11164,41.27,1263,1,12,1142,
11165,16.31,983,0,27,878,
11166,65.45,1977,1,14,1874,
11167,31.18,1436,1,12,1313,
11168,82.65,3145,1,18,2907,
11169,32.66,1204,0,7,1143,
11170,24.68,937,1,14,890,
11171,65.87,2683,1,37,2455,
11172,50.0,2360,1,35,2144,
11173,33.17,1620,0,2,1514,
11174,32.21,1568,1,12,1505,
11175,32.02,2966,1,18,2820,
11176,65.02,3016,1,16,2882,
11177,72.2,2960,1,30,2738,
11178,7.35,267,0,3,254,
11179,32.51,1376,1,16,1342,
11180,65.15,2630,1,12,2476,
11181,45.97,2067,1,20,1994,
11182,48.37,2685,1,12,2467,
11183,31.44,1610,0,9,1542,
11184,32.51,1860,1,14,1766,
11185,53.85,2936,1,20,2791,
11186,41.26,2217,1,27,2099,
11187,41.56,2651,1,23,2383,
11188,59.09,2906,1,16,2719,
11189,66.49,2615,0,14,2372,
11190,32.19,1286,1,21,1174,
11191,34.42,1635,1,16,1520,
11192,18.59,881,1,31,772,
11193,31.18,968,0,9,876,
11194,49.48,2384,1,18,2200,
11195,32.47,1775,1,14,1700,
11196,48.91,2807,1,20,2691,
11197,6.51,225,0,1,212,
11198,41.09,1552,0,7,1501,
11199,16.1,668,1,3,631,
11200,0.0,0,0,0,0,
11201,75.54,3404,1,15,3014,
11202,31.91,1232,1,8,1164,
11203,30.87,840,0,6,778,
11204,18.57,704,1,21,675,
11205,49.27,2414,1,13,2244,
11206,30.64,1889,1,18,1834,
11207,32.76,891,0,3,828,
11208,31.7,1367,1,11,1303,
11209,50.37,1905,1,5,1826,
11210,49.02,1942,0,8,1826,
11211,31.55,990,0,4,920,
11212,41.23,1440,1,12,1380,
11213,17.76,1015,1,7,957,
11214,61.09,2669,1,22,2525,
11215,31.95,1698,0,16,1529,
11216,18.84,1026,1,13,993,
11217,48.28,2824,1,17,2532,
11218,64.83,3836,1,18,3636,
11219,40.57,2972,1,32,2577,
11220,74.5,2957,1,43,2722,
11221,16.6,512,0,2,504,
11222,62.35,2068,1,9,1922,
11223,80.21,4386,1,37,4219,
11224,32.25,1668,1,14,1589,
11225,40.69,1730,1,8,1625,
11226,31.28,1154,1,12,1034,
11227,43.65,1720,0,13,1587,
11228,73.99,3527,1,27,3359,
11229,61.45,2260,1,17,2103,
11230,32.22,1220,1,7,1130,
11231,31.9,1787,1,29,1700,
11232,32.18,1778,0,10,1701,
11233,32.49,1526,0,8,1339,
11234,48.55,1783,1,12,1659,
11235,47.51,2376,1,12,2170,
11236,62.51,4880,1,40,4583,
11237,49.64,2413,1,38,2327,
11238,32.03,916,0,16,782,
11239,53.24,1911,1,11,1725,
11240,49.35,2994,1,51,2842,
11241,64.39,2777,1,29,2607,
11242,62.68,2769,1,12,2669,
11243,31.97,1292,1,10,1158,
11244,15.93,830,1,11,800,
11245,17.84,1118,1,4,1021,
11246,32.11,1369,1,10,1238,
11247,49.45,2450,1,26,2217,
11248,49.54,2330,1,23,2217,
11249,49.11,3190,1,33,3036,
11250,64.44,2671,0,18,2550,
11251,41.54,1358,1,8,1271,
11252,18.57,938,1,38,887,
11253,40.87,1745,1,20,1668,
11254,40.11,2199,1,55,2043,
11255,48.34,1852,1,11,1724,
11256,41.34,2258,1,31,1978,
11257,50.69,2793,1,22,2604,
11258,7.05,242,1,5,228,
11259,49.07,2171,1,14,2065,
11260,82.49,3044,1,27,2825,
11261,32.52,1847,1,20,1739,
11262,49.75,1466,1,15,1374,
11263,75.61,3466,1,14,3052,
11264,37.05,1730,0,14,1380,
11265,50.21,1967,1,18,1847,
11266,37.48,1649,1,21,1540,
11267,41.54,1318,0,7,1221,
11268,31.63,1205,1,17,1132,
11269,32.71,1725,1,17,1617,
11270,31.48,1621,1,14,1539,
11271,24.18,1504,0,18,1406,
11272,43.59,1310,1,8,1218,
11273,32.89,1083,1,6,1003,
11274,15.89,524,0,4,500,
11275,15.37,1051,0,4,969,
11276,40.93,1766,1,19,1688,
11277,38.7,2268,1,10,2016,
11278,31.63,1514,0,7,1441,
11279,32.38,1221,1,4,1153,
11280,32.22,1448,0,11,1371,
11281,33.35,1618,1,18,1542,
11282,16.18,974,1,22,922,
11283,40.9,1240,0,11,1149,
11284,72.43,2793,1,25,2590,
11285,48.68,2147,1,9,2013,
11286,32.89,1639,1,20,1516,
11287,32.1,1455,1,11,1386,
11288,48.49,2155,1,7,1999,
11289,44.05,1883,1,24,1750,
11290,18.34,1472,1,32,1363,
11291,41.11,2192,1,16,2100,
11292,31.97,1491,0,9,1357,
11293,83.88,2378,1,15,2201,
11294,40.67,1508,0,8,1406,
11295,7.2,324,1,4,315,
11296,64.79,2958,1,18,2794,
11297,34.0,2403,0,11,2182,
11298,65.35,3320,1,42,3208,
11299,68.26,2106,1,18,1972,
11300,33.14,1715,1,10,1621,
11301,47.48,2635,1,9,2392,
11302,6.91,207,0,4,195,
11303,49.07,2120,1,13,1876,
11304,33.43,1754,0,13,1693,
11305,51.43,2597,1,27,2413,
11306,31.58,1658,1,13,1511,
11307,104.08,4224,1,25,3843,
11308,15.73,576,1,6,539,
11309,15.72,1108,1,21,1035,
11310,31.47,1311,1,10,1225,
11311,31.09,1669,0,10,1547,
11312,30.95,1205,1,13,1037,
11313,32.45,1066,1,11,994,
11314,63.85,2595,0,14,2462,
11315,23.83,858,1,6,827,
11316,31.61,1063,1,6,1027,
11317,40.65,2325,1,23,2226,
11318,31.97,1878,1,20,1778,
11319,18.38,1157,1,6,1115,
11320,47.56,2081,0,15,1950,
11321,32.52,1635,1,21,1525,
11322,40.72,1610,1,11,1497,
11323,50.32,2476,1,15,2298,
11324,48.65,2427,1,30,2336,
11325,48.81,2357,1,13,2174,
11326,64.48,2631,1,18,2401,
11327,32.46,1282,0,10,1103,
11328,16.13,1024,1,20,944,
11329,63.99,2647,1,16,2452,
11330,32.0,1222,1,17,1185,
11331,62.86,2561,1,11,2408,
11332,48.52,1834,1,28,1688,
11333,52.17,1559,1,27,1473,
11334,48.21,2947,1,17,2792,
11335,94.03,3398,1,14,3149,
11336,49.65,2234,1,13,1942,
11337,65.96,4423,1,23,4323,
11338,49.51,2870,1,26,2768,
11339,15.94,678,0,4,650,
11340,24.11,1203,1,14,1137,
11341,6.82,231,1,3,218,
11342,42.77,2603,1,50,2398,
11343,32.32,1234,1,17,1095,
11344,16.2,1050,1,17,989,
11345,17.99,899,0,6,846,
11346,23.57,1486,1,9,1372,
11347,21.75,885,1,6,803,
11348,51.83,2802,1,41,2676,
11349,31.79,1657,1,35,1548,
11350,49.82,2681,1,16,2549,
11351,87.55,4091,1,36,3792,
11352,63.36,2821,1,9,2651,
11353,24.38,1449,1,6,1325,
11354,73.62,2399,1,13,2260,
11355,49.07,2027,1,12,1919,
11356,15.7,646,0,2,622,
11357,24.02,860,0,9,801,
11358,69.85,2637,1,25,2433,
11359,16.12,758,0,6,709,
11360,54.56,2353,1,60,1991,
11361,70.98,3004,1,23,2899,
11362,6.91,243,1,7,229,
11363,15.72,554,1,4,524,
11364,64.22,2088,1,13,1956,
11365,31.43,1777,1,17,1671,
11366,39.21,1222,1,10,1188,
11367,49.19,2300,1,13,1998,
11368,31.93,1610,0,7,1521,
11369,48.59,2320,1,17,2219,
11370,36.19,1015,0,17,983,
11371,64.2,2499,1,21,2302,
11372,32.18,1319,0,10,1209,
11373,33.15,1919,1,21,1774,
11374,64.38,3062,1,12,2974,
11375,16.24,830,0,9,777,
11376,31.16,1919,0,7,1827,
11377,31.85,1429,1,11,1349,
11378,6.94,234,1,8,208,
11379,48.15,2182,1,11,2012,
11380,64.94,3055,1,19,2835,
11381,65.54,3401,1,36,3222,
11382,31.88,1587,1,18,1428,
11383,49.76,1932,1,15,1667,
11384,49.52,2668,1,23,2478,
11385,63.05,2774,1,16,2644,
11386,49.08,2821,1,35,2571,
11387,30.98,1151,1,17,1101,
11388,65.22,4866,1,25,4723,
11389,41.65,1500,1,17,1342,
11390,32.0,1344,1,7,1282,
11391,74.58,3996,1,19,3695,
11392,49.09,2485,1,11,2301,
11393,32.14,1139,1,12,1052,
11394,30.18,1430,0,6,1293,
11395,31.17,1322,1,18,1233,
11396,24.38,746,1,7,701,
11397,6.87,215,1,5,207,
11398,48.79,2280,1,24,2227,
11399,6.87,336,0,6,319,
11400,15.88,532,1,6,492,
11401,99.41,4011,1,24,3624,
11402,31.89,1853,1,12,1781,
11403,66.09,3013,1,40,2859,
11404,42.38,1744,1,20,1553,
11405,6.91,301,0,2,283,
11406,41.62,1181,0,6,1100,
11407,32.48,1323,1,10,1192,
11408,47.75,2101,1,18,1926,
11409,28.23,1282,1,14,1203,
11410,6.46,283,1,3,270,
11411,50.59,2716,1,16,2261,
11412,41.35,1665,1,19,1576,
11413,40.71,1935,1,36,1858,
11414,32.69,1596,1,12,1506,
11415,52.13,2647,1,25,2421,
11416,38.95,1083,0,12,986,
11417,31.22,1504,1,5,1406,
11418,67.15,2363,1,14,2134,
11419,14.49,619,0,6,568,
11420,49.33,2132,1,28,1955,
11421,31.21,1857,1,35,1661,
11422,32.86,1431,1,11,1381,
11423,42.72,1323,1,9,1240,
11424,18.83,941,1,14,838,
11425,40.8,1817,1,32,1707,
11426,34.79,2622,1,19,2530,
11427,63.46,2161,1,26,1992,
11428,42.24,1573,0,9,1455,
11429,65.5,3704,1,45,3555,
11430,65.41,3115,1,25,2964,
11431,32.96,1548,1,12,1482,
11432,40.93,1453,1,17,1379,
11433,31.72,2006,1,16,1852,
11434,32.02,1640,1,6,1421,
11435,32.62,1591,1,13,1438,
11436,41.84,2299,1,48,2151,
11437,16.37,647,0,5,601,
11438,31.08,1620,0,8,1445,
11439,8.13,553,0,4,524,
11440,26.31,1110,1,9,1060,
11441,64.54,2893,1,19,2631,
11442,55.87,2094,0,10,1939,
11443,32.1,2237,0,6,1984,
11444,16.23,525,1,5,511,
11445,49.59,2106,1,12,1993,
11446,32.53,1736,1,10,1664,
11447,41.29,2035,1,14,1890,
11448,41.4,1438,1,15,1355,
11449,64.06,2282,1,20,2096,
11450,49.09,2096,1,23,1996,
11451,31.92,1721,1,18,1617,
11452,32.45,1311,1,12,1237,
11453,24.13,1174,1,10,1123,
11454,47.93,1687,1,13,1565,
11455,7.03,287,1,5,272,
11456,32.0,1666,0,6,1503,
11457,32.21,2019,1,28,1890,
11458,30.91,2502,0,11,2271,
11459,15.61,792,0,8,743,
11460,48.62,2565,0,16,2293,
11461,64.16,3710,1,33,3487,
11462,32.58,1338,0,6,1243,
11463,49.61,2568,1,18,2422,
11464,49.67,1896,1,23,1683,
11465,31.38,1806,1,21,1708,
11466,49.85,2285,1,15,2108,
11467,24.11,1144,1,8,1096,
11468,63.54,2701,1,20,2591,
11469,48.89,1854,1,11,1651,
11470,49.17,2023,1,19,1893,
11471,31.97,1700,1,10,1634,
11472,31.52,1581,0,11,1463,
11473,42.13,1365,0,9,1241,
11474,47.51,2884,1,25,2775,
11475,32.31,1422,1,10,1309,
11476,41.44,1857,1,23,1738,
11477,40.41,2668,1,38,2511,
11478,31.85,1110,0,6,1064,
11479,30.43,1409,1,13,1313,
11480,31.73,1307,1,9,1203,
11481,32.2,2366,1,16,2259,
11482,49.73,2686,1,12,2278,
11483,33.01,1563,1,20,1453,
11484,17.17,722,1,11,697,
11485,47.9,2565,1,12,2435,
11486,16.15,744,1,12,707,
11487,30.96,1155,1,15,1076,
11488,32.18,1556,1,15,1465,
11489,6.86,180,0,2,167,
11490,49.86,2319,1,15,2085,
11491,32.41,1520,1,23,1356,
11492,32.58,1332,0,6,1241,
11493,15.81,597,1,5,561,
11494,32.35,2275,1,31,2137,
11495,66.5,2089,1,12,1940,
11496,55.16,2653,1,24,2460,
11497,16.32,457,1,9,430,
11498,46.76,1721,1,18,1647,
11499,15.94,909,1,8,847,
11500,21.05,1046,1,7,963,
11501,48.53,1831,1,18,1739,
11502,30.99,1356,0,6,1231,
11503,34.0,1845,1,18,1763,
11504,64.91,1635,1,12,1533,
11505,31.58,1505,1,5,1435,
11506,31.68,1277,0,7,1213,
11507,31.43,2265,1,42,2206,
11508,81.34,3222,1,20,2831,
11509,41.07,1953,1,29,1825,
11510,32.05,1802,1,29,1525,
11511,32.52,1464,0,10,1346,
11512,15.54,907,1,9,825,
11513,41.44,2045,1,23,1892,
11514,41.85,1638,1,21,1569,
11515,49.39,2415,1,10,2296,
11516,47.55,1963,1,11,1648,
11517,24.57,1438,0,6,1393,
11518,65.21,2464,1,19,2256,
11519,48.71,3250,1,21,3116,
11520,98.09,4268,1,38,3795,
11521,41.97,2008,1,28,1831,
11522,23.46,1145,1,8,1056,
11523,32.19,1867,1,17,1761,
11524,96.95,3692,1,29,3363,
11525,16.37,600,0,1,581,
11526,62.91,3564,1,16,3365,
11527,24.84,961,1,7,915,
11528,23.23,1424,1,24,1240,
11529,7.17,390,0,3,377,
11530,49.02,2001,0,8,1855,
11531,48.71,3942,1,22,3733,
11532,51.31,2687,1,20,2411,
11533,31.48,845,0,6,813,
11534,6.84,195,0,2,179,
11535,80.7,4545,1,46,4291,
11536,34.1,1866,1,11,1633,
11537,27.0,1327,1,14,1137,
11538,47.17,1721,0,12,1565,
11539,16.85,631,0,3,599,
11540,49.23,1600,1,8,1487,
11541,35.3,2032,0,12,1861,
11542,48.83,2439,1,7,2244,
11543,59.17,2204,1,17,2131,
11544,48.41,2070,1,20,1774,
11545,16.04,792,0,6,748,
11546,48.9,3231,1,21,2933,
11547,16.29,557,1,6,534,
11548,105.65,6130,1,81,5699,
11549,15.83,679,0,5,628,
11550,17.02,864,0,8,837,
11551,36.67,1781,1,13,1651,
11552,32.81,1938,1,16,1772,
11553,49.08,2253,1,18,2156,
11554,65.96,3082,1,38,2917,
11555,49.92,2201,0,21,1983,
11556,48.66,2217,1,23,2052,
11557,33.6,1642,1,14,1531,
11558,24.29,874,1,11,820,
11559,31.24,1576,0,3,1490,
11560,34.57,1417,0,7,1253,
11561,48.94,2167,1,6,1852,
11562,32.27,1141,0,2,1060,
11563,33.7,1511,1,14,1401,
11564,32.73,1142,1,14,1055,
11565,63.82,3105,1,30,2834,
11566,24.57,1005,1,8,982,
11567,34.34,2574,1,19,2305,
11568,40.43,1270,1,8,1181,
11569,32.15,1604,1,13,1520,
11570,49.41,1531,0,6,1417,
11571,37.03,1558,1,17,1422,
11572,52.43,2661,1,31,2469,
11573,41.69,1908,0,16,1816,
11574,24.96,1371,1,8,1198,
11575,31.57,1570,1,15,1515,
11576,48.06,2329,1,12,2164,
11577,48.6,1445,0,3,1238,
11578,32.91,1019,0,6,931,
11579,31.97,1390,1,11,1225,
11580,31.65,1431,1,10,1356,
11581,32.08,1367,1,12,1244,
11582,16.99,660,0,2,600,
11583,18.89,1057,1,30,1003,
11584,62.22,2953,1,17,2714,
11585,15.71,660,0,3,628,
11586,51.37,2479,1,48,2234,
11587,62.81,1860,1,16,1749,
11588,28.67,979,0,9,914,
11589,51.22,2965,1,61,2653,
11590,32.21,2302,1,51,2188,
11591,32.73,1610,1,21,1447,
11592,31.18,761,0,8,687,
11593,64.1,2689,1,14,2488,
11594,22.78,856,1,12,780,
11595,24.09,1320,0,12,1257,
11596,80.51,3743,1,24,3549,
11597,49.52,2308,1,16,2025,
11598,15.46,590,0,9,569,
11599,15.56,965,1,14,881,
11600,30.55,1519,1,18,1377,
11601,18.42,712,1,5,682,
11602,32.53,909,0,5,860,
11603,15.7,542,0,8,509,
11604,49.47,1600,1,11,1500,
11605,47.89,1851,1,10,1747,
11606,17.46,386,1,2,348,
11607,16.53,728,0,6,708,
11608,47.76,1806,1,21,1602,
11609,32.73,956,1,11,875,
11610,32.87,1718,1,15,1638,
11611,48.38,1998,0,7,1829,
11612,40.53,1741,1,16,1637,
11613,39.75,1333,1,11,1284,
11614,32.21,1579,1,10,1527,
11615,50.5,2460,1,16,2223,
11616,15.18,613,0,5,558,
11617,31.99,2157,1,13,1998,
11618,32.18,904,0,7,848,
11619,57.98,2390,1,21,2232,
11620,7.08,234,0,0,222,
11621,0.0,0,0,0,0,
11622,64.39,3165,1,20,2979,
11623,31.41,2572,1,32,2389,
11624,64.19,3263,1,18,3096,
11625,32.42,1615,1,10,1565,
11626,48.47,1994,1,10,1799,
11627,32.22,1178,1,11,1117,
11628,16.59,748,1,17,689,
11629,48.58,2999,1,36,2653,
11630,24.04,1415,1,13,1319,
11631,47.08,2044,1,18,1926,
11632,31.97,1458,1,9,1341,
11633,31.6,1342,0,6,1193,
11634,48.45,2782,0,21,2606,
11635,18.79,908,1,4,861,
11636,49.43,2069,0,12,1919,
11637,71.44,4188,1,45,3821,
11638,47.52,2137,0,14,1980,
11639,31.86,2114,1,18,1924,
11640,32.33,1318,1,12,1207,
11641,41.38,1441,0,16,1345,
11642,48.84,1910,1,10,1735,
11643,64.66,2432,1,14,2240,
11644,7.03,240,1,3,230,
11645,65.89,2449,0,12,2324,
11646,29.28,1691,1,14,1600,
11647,32.1,1459,0,7,1356,
11648,48.93,2139,1,19,1999,
11649,63.96,2502,0,28,2286,
11650,16.48,853,0,5,804,
11651,18.59,888,1,6,835,
11652,32.12,980,1,10,859,
11653,15.91,734,0,6,700,
11654,31.42,1520,1,15,1309,
11655,41.49,1922,0,7,1782,
11656,45.88,2081,1,36,1956,
11657,15.79,602,0,3,581,
11658,31.3,1692,0,1,1581,
11659,49.05,3170,1,8,2983,
11660,33.52,1204,1,13,1076,
11661,32.48,1291,1,5,1219,
11662,19.03,761,0,3,720,
11663,39.59,1666,1,9,1535,
11664,42.03,2512,1,40,2308,
11665,50.22,2053,1,36,1888,
11666,31.45,1674,1,22,1622,
11667,29.49,1206,1,8,1071,
11668,49.11,2052,1,12,1917,
11669,32.32,1190,1,14,1094,
11670,41.22,1238,1,11,1128,
11671,41.92,1839,1,11,1716,
11672,32.08,2221,1,30,2161,
11673,32.61,1106,0,2,993,
11674,67.27,2604,1,23,2363,
11675,31.98,1001,1,8,936,
11676,65.31,2640,1,18,2498,
11677,99.65,4252,1,16,4089,
11678,48.58,2794,1,36,2582,
11679,49.32,2535,1,12,2349,
11680,16.06,743,1,7,721,
11681,32.02,1297,1,15,1169,
11682,23.99,1422,1,14,1383,
11683,16.42,688,0,4,663,
11684,43.39,1546,0,15,1360,
11685,62.92,2655,1,25,2498,
11686,16.18,643,1,6,616,
11687,49.25,2402,1,26,2295,
11688,41.44,2003,0,10,1887,
11689,16.23,830,1,8,780,
11690,63.67,3258,1,22,3097,
11691,0.0,0,0,0,0,
11692,34.18,1270,1,11,1152,
11693,32.6,2160,1,16,1929,
11694,51.02,1814,1,26,1692,
11695,15.73,824,1,5,788,
11696,81.5,3619,1,31,3441,
11697,40.69,2238,1,24,2005,
11698,48.24,2868,1,13,2748,
11699,56.74,2728,1,19,2530,
11700,32.58,1711,1,11,1584,
11701,49.55,2029,1,20,1830,
11702,6.96,322,0,4,265,
11703,16.14,765,1,5,700,
11704,32.1,1381,1,9,1309,
11705,32.09,1623,1,14,1534,
11706,50.34,2744,1,27,2575,
11707,81.16,2539,1,8,2289,
11708,56.04,2171,0,13,1952,
11709,31.4,979,0,6,941,
11710,94.19,4701,1,27,4183,
11711,31.31,1495,1,15,1459,
11712,15.98,744,1,9,700,
11713,32.47,1489,1,9,1417,
11714,32.59,1562,1,10,1380,
11715,37.9,2237,1,15,2028,
11716,16.07,658,1,3,632,
11717,15.24,808,0,18,721,
11718,67.41,3403,1,30,3172,
11719,37.87,1764,1,14,1559,
11720,16.33,993,0,24,894,
11721,31.13,815,0,0,700,
11722,48.5,2081,0,16,1999,
11723,25.0,1832,1,13,1741,
11724,15.61,860,1,4,813,
11725,32.15,1443,1,9,1348,
11726,48.99,1447,1,12,1296,
11727,41.87,1404,1,17,1327,
11728,25.13,1018,0,10,953,
11729,15.55,733,1,9,702,
11730,41.57,1595,1,14,1472,
11731,17.46,888,1,13,841,
11732,29.72,1280,1,4,1199,
11733,48.31,2030,0,11,1797,
11734,16.06,827,1,19,792,
11735,32.04,1850,0,26,1739,
11736,31.88,1940,1,14,1838,
11737,16.08,652,0,5,602,
11738,32.22,1392,1,7,1290,
11739,18.23,845,0,8,764,
11740,32.36,2258,1,28,2109,
11741,32.41,1485,1,8,1392,
11742,33.07,2366,1,25,2208,
11743,64.64,2927,1,23,2732,
11744,49.35,2708,1,20,2525,
11745,18.03,1159,1,12,1070,
11746,32.24,1486,1,13,1408,
11747,17.56,450,0,2,424,
11748,48.4,1511,0,7,1370,
11749,48.89,2446,1,15,2125,
11750,49.93,2528,1,20,2370,
11751,48.33,1863,1,22,1721,
11752,41.96,1562,0,3,1410,
11753,55.09,2611,1,13,2336,
11754,16.87,1051,1,8,1020,
11755,53.28,2181,1,10,2065,
11756,39.09,1035,1,12,906,
11757,49.81,2690,1,18,2433,
11758,64.18,5122,1,23,4710,
11759,31.88,1369,1,20,1298,
11760,30.77,1260,1,16,1187,
11761,49.48,2301,1,15,2080,
11762,63.65,2318,1,19,2182,
11763,49.83,2286,1,19,2212,
11764,33.24,1378,1,10,1285,
11765,32.71,2190,1,7,1992,
11766,31.76,1583,1,20,1437,
11767,49.95,2145,1,11,1943,
11768,74.93,2231,1,19,2073,
11769,33.04,2377,1,14,2250,
11770,24.74,1085,1,6,1004,
11771,41.08,2244,1,31,2054,
11772,49.78,2671,0,10,2557,
11773,49.16,1903,1,10,1799,
11774,16.16,654,1,8,621,
11775,62.64,3504,1,14,3333,
11776,30.99,837,0,5,785,
11777,41.99,1787,1,24,1649,
11778,32.65,2309,1,9,2057,
11779,32.41,1949,1,23,1831,
11780,47.73,2017,0,9,1909,
11781,32.11,1620,1,17,1562,
11782,80.8,4043,1,24,3811,
11783,48.57,1753,1,8,1632,
11784,65.28,2414,1,18,2262,
11785,32.17,1198,1,5,1128,
11786,47.72,2304,0,16,2174,
11787,16.4,715,1,6,663,
11788,38.34,1406,1,18,1258,
11789,31.34,1235,1,8,1138,
11790,49.53,1979,1,11,1862,
11791,50.53,2298,1,28,2159,
11792,15.8,541,0,5,520,
11793,31.72,1267,0,6,1186,
11794,7.04,167,0,1,153,
11795,83.95,3221,1,21,2926,
11796,47.86,2874,1,26,2681,
11797,65.43,2980,1,21,2841,
11798,48.85,2074,1,13,1927,
11799,24.18,1077,0,7,992,
11800,65.71,2255,1,24,2095,
11801,66.78,3658,1,21,3342,
11802,59.43,2598,1,17,2521,
11803,18.76,1174,1,7,1132,
11804,15.64,638,0,2,586,
11805,51.22,2589,1,23,2466,
11806,32.59,834,0,9,792,
11807,24.32,1190,1,8,1050,
11808,37.61,1481,1,11,1371,
11809,25.67,1478,1,26,1437,
11810,15.83,1001,1,24,890,
11811,49.91,2147,1,28,2065,
11812,48.84,2349,1,29,2136,
11813,32.14,1265,0,12,1185,
11814,31.92,2095,1,27,1960,
11815,56.84,2077,1,7,1892,
11816,40.61,2192,1,20,1911,
11817,31.38,1725,0,11,1617,
11818,32.49,1684,1,13,1570,
11819,54.46,2750,1,33,2483,
11820,39.86,1563,1,12,1510,
11821,17.78,699,1,6,648,
11822,44.01,2343,1,35,2128,
11823,63.16,2696,1,23,2575,
11824,32.36,992,1,15,907,
11825,41.92,1400,1,7,1313,
11826,6.71,228,0,2,212,
11827,65.59,2938,0,10,2730,
11828,65.47,2146,1,14,1982,
11829,39.72,2161,1,28,2043,
11830,6.83,224,0,1,209,
11831,32.55,1393,1,20,1294,
11832,16.18,780,1,10,723,
11833,64.3,3021,1,8,2837,
11834,32.4,2083,1,17,1942,
11835,40.09,1757,1,21,1641,
11836,31.26,1766,1,16,1676,
11837,82.98,3287,0,22,3134,
11838,66.19,2776,1,17,2659,
11839,6.86,288,0,4,272,
11840,30.61,1535,0,9,1459,
11841,15.84,1305,1,22,1250,
11842,32.12,1892,0,7,1772,
11843,49.43,2244,1,25,2138,
11844,30.65,1132,1,8,1101,
11845,18.13,1467,1,10,1351,
11846,32.85,1917,1,25,1755,
11847,48.03,1550,0,8,1412,
11848,63.8,3516,1,29,3356,
11849,16.24,781,1,4,761,
11850,15.81,669,1,9,643,
11851,47.46,3270,1,30,3023,
11852,48.93,2646,1,19,2421,
11853,31.78,1085,1,13,894,
11854,40.53,1148,1,14,1053,
11855,21.7,942,0,7,870,
11856,66.35,1899,1,25,1622,
11857,66.03,3640,1,51,3420,
11858,40.22,1894,1,9,1759,
11859,31.91,785,0,4,747,
11860,39.18,1868,1,18,1797,
11861,33.99,1749,1,47,1615,
11862,57.34,2180,1,26,1860,
11863,32.44,1401,1,13,1276,
11864,63.14,4707,1,17,4456,
11865,32.24,1963,1,11,1835,
11866,32.36,2812,0,14,2626,
11867,31.18,1323,0,3,1246,
11868,64.13,3551,1,25,3419,
11869,19.79,1059,1,14,1003,
11870,31.05,1102,1,8,992,
11871,34.17,2635,1,11,2283,
11872,32.75,1240,1,24,1188,
11873,31.68,1132,1,5,963,
11874,17.22,698,1,6,653,
11875,49.42,3280,1,18,3104,
11876,56.42,2247,1,34,2021,
