"state","brand","spend","impressions","leads","link_clicks","reach","agency"
"CA","B2",2,563,0,0,557,"Agency 3"
"CA","B2",11.49,213,0,0,202,"Agency 3"
"TX","B2",0,0,0,0,0,"Agency 3"
"NM","B2",88.13,3717,0,12,3280,"Agency 2"
"CA","B2",14.89,587,0,10,509,"Agency 2"
"FL","B2",22.16,1215,0,13,1159,"Agency 3"
"CA","B2",48.1,2479,1,15,2304,"Agency 2"
"TX","B2",11.68,549,0,2,518,"Agency 3"
"IN","B2",5.36,384,0,3,380,"Agency 3"
"CA","B2",9.07,595,0,10,559,"Agency 7"
"IL","B2",5.77,308,0,0,294,"Agency 3"
"MO","B2",17.05,1175,4,14,1086,"Agency 3"
"IN","B2",14.9,1248,0,9,1188,"Agency 3"
"UT","B2",19.07,664,0,3,638,"Agency 4"
"MO","B2",11.29,789,0,2,744,"Agency 3"
"AZ","B2",87,5656,1,19,5445,"Agency 3"
"TN","B2",32.13,1880,1,6,1756,"Agency 3"
"CA","B2",40.44,2116,3,12,1815,"Agency 2"
"TX","B2",76.66,2224,4,17,1924,"Agency 3"
"CA","B2",28.67,672,0,8,625,"Agency 3"
"MO","B2",20.17,1247,3,8,1197,"Agency 3"
"OH","B2",34.66,2277,8,27,2165,"Agency 3"
"CA","B2",36.41,1228,1,14,1083,"Agency 2"
"GA","B2",29.29,1813,2,6,1749,"Agency 9"
"TX","B2",39.28,1931,1,45,1806,"Agency 5"
"CA","B2",53.44,1733,2,17,1519,"Agency 7"
"IL","B2",54.65,1723,2,10,1455,"Agency 5"
"CA","B2",6.84,283,0,2,277,"Agency 2"
"UT","B2",0,0,0,0,0,"Agency 4"
"CA","B2",32.01,1326,0,7,1285,"Agency 3"
"CA","B2",37.33,3097,1,29,3016,"Agency 3"
"MN","B2",33.59,1993,2,12,1748,"Agency 9"
"UT","B2",21.1,1702,2,6,1616,"Agency 4"
"CA","B2",6.08,514,0,5,454,"Agency 7"
"CA","B2",1.95,430,0,1,424,"Agency 3"
"CA","B2",7.42,265,1,2,255,"Agency 2"
"TX","B2",4.99,1145,0,2,1019,"Agency 3"
"CA","B2",24.76,1530,3,12,1482,"Agency 2"
"TN","B2",2.01,154,0,0,142,"Agency 3"
"TX","B2",0,0,0,0,0,"Agency 2"
"IL","B2",49.22,2109,2,16,1923,"Agency 5"
"WA","B2",49.62,2706,1,22,2578,"Agency 2"
"NC","B2",48.86,2336,4,10,2165,"Agency 2"
"TN","B2",2.02,191,0,0,184,"Agency 3"
"CA","B2",36.67,1159,0,5,1129,"Agency 3"
"VA","B2",6.19,272,1,1,259,"Agency 4"
"NJ","B2",62,1628,4,10,1473,"Agency 2"
"FL","B2",64.78,3502,4,25,3386,"Agency 2"
"VA","B2",5.81,315,0,0,306,"Agency 4"
"NC","B2",47.8,1215,0,17,1012,"Agency 2"
"MD","B2",7.4,336,1,7,324,"Agency 3"
"CA","B2",24.11,1209,1,8,1140,"Agency 3"
"IL","B2",61.83,2093,3,6,1974,"Agency 2"
"IL","B2",32.76,1236,2,7,1151,"Agency 2"
"TX","B2",14.22,772,2,4,716,"Agency 3"
"MO","B2",0,0,0,0,0,"Agency 3"
"TX","B2",16.96,715,0,2,690,"Agency 3"
"MD","B2",49.9,2579,6,19,2489,"Agency 3"
"FL","B2",33.28,1511,1,9,1402,"Agency 3"
"CA","B2",50.29,1712,2,22,1638,"Agency 2"
"FL","B2",15.97,1026,1,11,985,"Agency 2"
"TX","B2",31.63,1406,0,7,1301,"Agency 3"
"IA","B2",48.74,2478,0,8,2288,"Agency 3"
"NM","B2",31.52,2014,2,10,1880,"Agency 2"
"MI","B2",0,0,0,0,0,"Agency 3"
"NJ","B2",36.04,2083,1,7,2021,"Agency 3"
"GA","B2",34.01,1645,1,6,1561,"Agency 3"
"CO","B2",15.81,608,1,2,578,"Agency 3"
"WA","B2",48.39,1657,1,11,1566,"Agency 2"
"TX","B2",0,0,0,0,0,"Agency 3"
"WI","B2",52.97,2535,1,7,2371,"Agency 9"
"CA","B2",14.47,506,2,8,494,"Agency 3"
"CO","B2",0,0,0,0,0,"Agency 3"
"CA","B2",64.58,1609,3,15,1409,"Agency 2"
"TX","B2",25.2,1435,0,2,1333,"Agency 3"
"NY","B2",37.42,1415,1,19,1278,"Agency 7"
"TX","B2",10.39,579,0,3,565,"Agency 3"
"CA","B2",7.69,207,0,1,202,"Agency 3"
"MO","B2",23.46,1075,0,4,1005,"Agency 3"
"NJ","B2",42.12,1574,0,12,1367,"Agency 7"
"CA","B2",34.78,1363,1,2,1284,"Agency 3"
"OR","B2",49.31,2089,1,14,1981,"Agency 2"
"NJ","B2",37.26,2512,3,24,2361,"Agency 3"
"CA","B2",32.47,2175,1,17,2086,"Agency 2"
"NC","B2",35.47,1897,4,24,1787,"Agency 3"
"IL","B2",31.87,1384,1,8,1249,"Agency 2"
"CA","B2",63.49,2995,1,13,2841,"Agency 2"
"FL","B2",15.65,810,1,11,774,"Agency 2"
"TX","B2",39.1,1969,1,16,1892,"Agency 5"
"IA","B2",48.23,3073,1,9,2898,"Agency 3"
"NC","B2",50.38,1861,0,10,1662,"Agency 2"
"PA","B2",40.85,1558,1,10,1474,"Agency 2"
"MD","B2",63.05,3690,3,31,3520,"Agency 3"
"MI","B2",38.81,2247,1,10,2090,"Agency 3"
"CA","B2",56.62,3240,7,30,2913,"Agency 2"
"TX","B2",32.27,1364,3,12,1257,"Agency 2"
"KS","B2",48.77,2209,2,10,2004,"Agency 2"
"CA","B2",6.82,612,0,5,492,"Agency 2"
"CA","B2",64.66,2645,2,49,2197,"Agency 2"
"IL","B2",40.61,1246,0,6,1115,"Agency 5"
"VA","B2",41.89,2035,5,29,1901,"Agency 2"
"CA","B2",25.59,958,0,11,892,"Agency 2"
"GA","B2",34.01,1037,0,5,996,"Agency 9"
"CA","B2",15.84,726,0,1,705,"Agency 3"
"TX","B2",9.9,315,0,2,301,"Agency 3"
"IL","B2",32.34,1651,4,22,1568,"Agency 2"
"CA","B2",2,742,0,4,715,"Agency 3"
"CA","B2",30.06,1158,0,7,1109,"Agency 3"
"OK","B2",48.71,2710,3,9,2473,"Agency 2"
"CO","B2",33.13,1359,3,17,1259,"Agency 3"
"NY","B2",36.63,1254,5,21,1143,"Agency 7"
"OH","B2",31.37,1773,3,24,1604,"Agency 2"
"CA","B2",25.44,981,0,12,906,"Agency 6"
"FL","B2",64.62,2396,0,8,2048,"Agency 5"
"FL","B2",16.36,926,2,4,885,"Agency 2"
"MA","B2",32.41,1543,1,24,1470,"Agency 3"
"UT","B2",18.1,624,0,4,572,"Agency 4"
"VA","B2",32.21,1454,3,9,1379,"Agency 2"
"MN","B2",37.5,3183,4,26,3052,"Agency 3"
"FL","B2",11.81,613,0,3,591,"Agency 3"
"PA","B2",39.65,1955,2,22,1782,"Agency 2"
"CA","B2",55.72,2411,1,10,2213,"Agency 2"
"CA","B2",11.43,527,1,3,510,"Agency 3"
"CA","B2",32.09,1334,1,8,1295,"Agency 3"
"TX","B2",0,0,0,0,0,"Agency 3"
"TX","B2",36.45,1826,1,12,1667,"Agency 2"
"OH","B2",15.91,1058,1,9,953,"Agency 3"
"UT","B2",20.82,659,0,9,641,"Agency 4"
"MI","B2",24.92,1216,4,15,1118,"Agency 2"
"CA","B2",33.06,2558,3,26,2460,"Agency 2"
"CA","B2",31.37,2332,2,6,2229,"Agency 2"
"WA","B2",50.51,1410,0,15,1322,"Agency 2"
"TN","B2",1.94,123,0,0,109,"Agency 3"
"IA","B2",50.34,3515,3,20,3270,"Agency 3"
"IL","B2",32.21,1468,0,7,1391,"Agency 5"
"MN","B2",7.7,388,0,1,384,"Agency 3"
"NJ","B2",48.44,1801,4,21,1567,"Agency 2"
"CA","B2",2.03,434,0,0,421,"Agency 3"
"OH","B2",31.69,2184,5,21,2047,"Agency 2"
"VA","B2",24.47,1386,4,11,1309,"Agency 2"
"VA","B2",40.32,2426,7,35,2138,"Agency 2"
"CA","B2",31.16,1420,0,5,1315,"Agency 5"
"CA","B2",69.73,4336,5,21,3851,"Agency 7"
"CA","B2",1.95,228,0,0,222,"Agency 3"
"PA","B2",40.74,2084,1,19,1973,"Agency 2"
"CA","B2",65.63,2773,4,23,2572,"Agency 2"
"IA","B2",31.85,2281,7,14,2064,"Agency 3"
"UT","B2",16.58,1185,0,3,1101,"Agency 4"
"CA","B2",57.01,2464,2,24,2256,"Agency 2"
"IL","B2",50.4,2206,1,14,1996,"Agency 5"
"NC","B2",17.05,1013,1,8,957,"Agency 2"
"MO","B2",29.16,761,1,18,717,"Agency 3"
"CA","B2",6.92,289,0,3,275,"Agency 2"
"KS","B2",32.73,1149,2,14,1090,"Agency 3"
"GA","B2",7.4,382,3,3,372,"Agency 9"
"VA","B2",31.61,1255,3,13,1203,"Agency 2"
"MA","B2",16.31,820,1,6,746,"Agency 2"
"CO","B2",18.02,771,0,6,740,"Agency 3"
"CA","B2",49.46,2110,0,13,1892,"Agency 2"
"UT","B2",12.06,820,0,3,763,"Agency 4"
"TX","B2",11.91,3725,0,0,3595,"Agency 3"
"OH","B2",34.59,1729,1,12,1609,"Agency 3"
"TX","B2",32.69,1535,1,6,1441,"Agency 2"
"UT","B2",36.57,2420,1,6,2270,"Agency 4"
"FL","B2",63.34,2489,1,20,2393,"Agency 2"
"IL","B2",8.47,1345,0,3,1206,"Agency 5"
"OR","B2",56.84,2199,0,3,1980,"Agency 2"
"FL","B2",6.63,306,0,0,301,"Agency 3"
"CA","B2",7.07,421,0,0,380,"Agency 2"
"GA","B2",33.37,1508,0,8,1474,"Agency 9"
"OH","B2",18.66,816,0,3,723,"Agency 2"
"CA","B2",65.53,3230,4,29,3063,"Agency 2"
"GA","B2",65.73,2652,2,22,2426,"Agency 3"
"CA","B2",51.85,2380,7,18,2101,"Agency 7"
"CA","B2",5.17,149,0,2,148,"Agency 3"
"IA","B2",23.98,821,0,0,761,"Agency 3"
"MO","B2",1.91,102,0,2,102,"Agency 3"
"UT","B2",0,0,0,0,0,"Agency 4"
"TX","B2",31.7,1572,1,14,1487,"Agency 2"
"NC","B2",48.72,2835,10,27,2720,"Agency 2"
"CA","B2",64.5,3379,7,31,2897,"Agency 2"
"NM","B2",67.61,3606,0,16,3351,"Agency 2"
"PA","B2",41.29,2317,1,39,2173,"Agency 2"
"TX","B2",15.59,881,3,16,831,"Agency 2"
"TX","B2",33.15,1377,2,21,1232,"Agency 2"
"TX","B2",8.64,530,0,1,490,"Agency 3"
"VA","B2",4.64,226,2,5,221,"Agency 4"
"CA","B2",12.76,683,1,6,662,"Agency 3"
"CA","B2",19.82,967,1,13,938,"Agency 3"
"CA","B2",24.58,2069,2,11,2010,"Agency 3"
"FL","B2",0,0,0,0,0,"Agency 3"
"CA","B2",66.65,3612,1,20,3474,"Agency 2"
"GA","B2",21.89,696,0,4,629,"Agency 9"
"CA","B2",2.02,205,0,0,196,"Agency 3"
"CA","B2",3.16,845,0,2,792,"Agency 3"
"GA","B2",8.43,504,0,0,489,"Agency 9"
"CA","B2",55.05,2066,2,15,1874,"Agency 2"
"CA","B2",49.35,2200,3,24,2087,"Agency 2"
"OR","B2",31.93,907,1,7,811,"Agency 5"
"IL","B2",54.76,2237,1,15,2128,"Agency 8"
"TX","B2",41.11,1760,3,13,1609,"Agency 9"
"CA","B2",11.8,757,0,8,730,"Agency 3"
"AZ","B2",25.91,1210,1,11,1180,"Agency 3"
"IN","B2",17.22,1270,1,12,1231,"Agency 3"
"IL","B2",39.7,1464,0,38,1262,"Agency 5"
"FL","B2",29.84,2085,2,20,1961,"Agency 3"
"NJ","B2",44.23,2487,5,8,2154,"Agency 7"
"CA","B2",10.79,423,3,4,414,"Agency 3"
"IA","B2",55.18,2211,2,42,2030,"Agency 3"
"CA","B2",11.14,483,0,5,463,"Agency 3"
"WA","B2",51.09,2368,1,12,2233,"Agency 2"
"TX","B2",38.4,1678,0,52,1543,"Agency 5"
"IL","B2",34.84,1465,3,19,1404,"Agency 2"
"IL","B2",48.83,2007,1,15,1620,"Agency 5"
"FL","B2",0,0,0,0,0,"Agency 3"
"CA","B2",11.33,445,0,1,416,"Agency 3"
"MI","B2",20.79,1054,0,3,1039,"Agency 3"
"GA","B2",33.06,1320,0,12,1225,"Agency 3"
"TX","B2",38.66,3111,2,15,2922,"Agency 5"
"GA","B2",46.38,1907,2,36,1731,"Agency 2"
"CA","B2",16.8,730,0,5,705,"Agency 3"
"NJ","B2",16.51,605,3,9,551,"Agency 7"
"KS","B2",33.1,1939,1,10,1844,"Agency 3"
"MO","B2",8.36,266,0,0,261,"Agency 3"
"IL","B2",48.84,1799,2,24,1632,"Agency 5"
"IL","B2",16.82,973,2,5,963,"Agency 9"
"NJ","B2",81.12,2918,4,29,2641,"Agency 2"
"CA","B2",21.46,894,1,8,853,"Agency 3"
"WA","B2",48.61,2133,0,14,1876,"Agency 2"
"CA","B2",32.17,1333,2,26,1269,"Agency 5"
"AZ","B2",17.34,986,0,7,963,"Agency 3"
"TN","B2",18.12,1059,1,12,1018,"Agency 3"
"FL","B2",41.35,1600,5,17,1491,"Agency 2"
"PA","B2",41.25,2468,4,47,2120,"Agency 2"
"IL","B2",48.84,1881,1,15,1521,"Agency 5"
"NC","B2",50.33,1852,3,26,1713,"Agency 2"
"CA","B2",33.77,2214,2,19,2118,"Agency 3"
"TX","B2",48.34,2622,5,24,2443,"Agency 2"
"TX","B2",23.95,1190,1,4,1115,"Agency 2"
"CO","B2",14.52,629,0,10,578,"Agency 3"
"CA","B2",35.07,1284,1,13,1242,"Agency 3"
"TX","B2",0,0,0,0,0,"Agency 3"
"TX","B2",15.26,834,1,8,776,"Agency 3"
"IN","B2",31.84,2217,2,12,2079,"Agency 2"
"CA","B2",24.92,1396,4,11,1354,"Agency 2"
"CA","B2",6.68,285,2,5,264,"Agency 2"
"AZ","B2",40.94,2599,9,33,2448,"Agency 2"
"CA","B2",32.64,1483,1,8,1428,"Agency 5"
"TX","B2",79.46,4386,7,26,4262,"Agency 3"
"FL","B2",31.28,1653,0,6,1610,"Agency 3"
"WA","B2",50.01,2142,0,7,1992,"Agency 2"
"TX","B2",15.87,648,0,2,622,"Agency 5"
"CA","B2",31.89,1087,1,8,1030,"Agency 3"
"AZ","B2",49.88,2303,5,23,2230,"Agency 2"
"CA","B2",12.49,1144,0,2,1126,"Agency 3"
"VA","B2",5.12,336,0,1,327,"Agency 4"
"FL","B2",16.04,404,0,7,374,"Agency 2"
"IL","B2",0.98,56,0,0,51,"Agency 5"
"CA","B2",22.91,909,1,5,885,"Agency 3"
"IL","B2",32.36,1300,2,7,1191,"Agency 2"
"WI","B2",0,0,0,0,0,"Agency 9"
"CA","B2",64.47,3923,1,17,3767,"Agency 2"
"TN","B2",111.1,3583,2,35,3366,"Agency 3"
"CA","B2",36.98,1190,0,10,1089,"Agency 2"
"CA","B2",32.12,1254,0,3,1224,"Agency 3"
"FL","B2",62.73,2899,1,19,2762,"Agency 3"
"OR","B2",8.37,1892,0,3,1639,"Agency 5"
"VT","B2",32.33,2854,3,22,2511,"Agency 5"
"NY","B2",35.95,1393,1,14,1299,"Agency 7"
"CA","B2",71.03,2554,3,16,2272,"Agency 7"
"CA","B2",45.54,1830,0,26,1562,"Agency 5"
"NC","B2",29.63,1318,1,14,1291,"Agency 3"
"MI","B2",72.22,2512,1,17,2288,"Agency 3"
"TX","B2",8.58,972,0,2,716,"Agency 3"
"IL","B2",51.93,3085,4,15,2962,"Agency 3"
"CA","B2",69.16,3132,4,31,2930,"Agency 2"
"TX","B2",31.7,1222,2,27,1145,"Agency 3"
"CA","B2",48.09,1521,1,15,1313,"Agency 2"
"IL","B2",31.11,1422,0,11,1322,"Agency 2"
"FL","B2",31.65,1511,3,12,1413,"Agency 3"
"VA","B2",31.68,1646,0,14,1559,"Agency 2"
"MO","B2",37.09,1762,1,12,1692,"Agency 3"
"FL","B2",63.18,2688,0,18,2504,"Agency 2"
"CA","B2",64.06,2638,2,14,2529,"Agency 2"
"CA","B2",24.25,1313,5,12,1259,"Agency 3"
"IL","B2",53.43,1867,2,9,1775,"Agency 8"
"ID","B2",32.58,2373,1,9,2173,"Agency 5"
"NV","B2",35.37,1452,2,15,1360,"Agency 2"
"CA","B2",32.37,1605,2,13,1534,"Agency 2"
"CA","B2",2.02,342,0,1,330,"Agency 3"
"CA","B2",1.98,230,0,0,228,"Agency 3"
"TX","B2",0,0,0,0,0,"Agency 3"
"CO","B2",32.03,1276,2,13,1233,"Agency 3"
"UT","B2",28.97,1132,1,11,1100,"Agency 4"
"CA","B2",47.18,2807,1,12,2538,"Agency 4"
"CO","B2",4.68,222,1,1,218,"Agency 3"
"UT","B2",10.67,644,0,4,618,"Agency 4"
"IL","B2",31,1246,1,8,1094,"Agency 2"
"UT","B2",20.11,1616,0,5,1540,"Agency 4"
"UT","B2",7.23,846,0,0,827,"Agency 4"
"CA","B2",2.04,157,0,0,153,"Agency 3"
"TN","B2",24.88,934,0,6,912,"Agency 3"
"CA","B2",65.44,2615,4,22,2406,"Agency 2"
"MO","B2",19.75,1160,1,7,1126,"Agency 3"
"MD","B2",29.23,1850,11,32,1785,"Agency 3"
"TX","B2",32.02,1473,1,14,1390,"Agency 2"
"CA","B2",12.2,799,0,0,776,"Agency 3"
"CA","B2",50.14,2839,0,8,2699,"Agency 2"
"TX","B2",32.83,1555,8,24,1429,"Agency 2"
"MN","B2",0,0,0,0,0,"Agency 3"
"TX","B2",38.97,2184,4,23,2049,"Agency 5"
"IL","B2",0,0,0,0,0,"Agency 3"
"CA","B2",32.18,1379,0,6,1302,"Agency 3"
"OH","B2",17.63,854,1,8,795,"Agency 3"
"CA","B2",24.67,935,0,8,898,"Agency 3"
"CA","B2",12.16,541,0,3,519,"Agency 3"
"NJ","B2",43.12,1456,4,17,1258,"Agency 7"
"CA","B2",23.34,854,1,6,833,"Agency 3"
"CA","B2",6.95,170,1,1,157,"Agency 2"
"CA","B2",32.06,881,4,14,767,"Agency 3"
"CA","B2",2.04,1013,0,0,1000,"Agency 3"
"CA","B2",32.79,1883,1,14,1699,"Agency 2"
"VA","B2",5.44,249,0,2,246,"Agency 4"
"WI","B2",33.22,2058,2,14,1928,"Agency 9"
"VA","B2",4.69,210,1,1,206,"Agency 4"
"TN","B2",33.09,1662,1,15,1567,"Agency 3"
"NM","B2",40.24,2418,3,13,2288,"Agency 9"
"CA","B2",72.03,4371,6,31,4066,"Agency 2"
"CA","B2",2.04,214,0,0,212,"Agency 3"
"NC","B2",48.08,1666,0,5,1569,"Agency 2"
"TX","B2",30.17,1027,2,4,974,"Agency 3"
"FL","B2",38.99,1595,3,16,1496,"Agency 2"
"IN","B2",17.83,975,1,7,889,"Agency 5"
"CA","B2",63.16,3203,5,17,2994,"Agency 7"
"FL","B2",52.69,2569,6,11,2369,"Agency 2"
"KS","B2",49.6,1746,1,10,1646,"Agency 2"
"NY","B2",34.73,1677,2,16,1480,"Agency 7"
"FL","B2",11.22,719,0,3,702,"Agency 3"
"OH","B2",16.02,789,0,5,689,"Agency 2"
"CA","B2",1.94,222,0,0,212,"Agency 3"
"OR","B2",32.27,1332,0,4,1266,"Agency 5"
"AZ","B2",0,0,0,0,0,"Agency 3"
"CA","B2",35.78,1737,1,17,1684,"Agency 3"
"WI","B2",50.62,2340,2,5,2252,"Agency 9"
"CA","B2",50.21,2271,4,29,2210,"Agency 2"
"CA","B2",35.86,1717,5,21,1472,"Agency 7"
"MN","B2",17.32,670,1,5,651,"Agency 3"
"UT","B2",3.49,142,0,2,140,"Agency 4"
"TX","B2",67.16,1972,2,21,1839,"Agency 3"
"VA","B2",5.12,200,0,2,197,"Agency 4"
"CA","B2",6.93,218,0,4,209,"Agency 2"
"AZ","B2",17.1,711,1,4,699,"Agency 3"
"TX","B2",39.34,1378,4,59,1228,"Agency 5"
"MI","B2",41,1924,2,18,1571,"Agency 2"
"OH","B2",32.04,1820,2,10,1713,"Agency 2"
"FL","B2",39.92,1142,0,19,1032,"Agency 2"
"UT","B2",25.43,1078,0,6,971,"Agency 4"
"CA","B2",20.46,827,1,2,808,"Agency 3"
"TN","B2",15.63,569,0,9,544,"Agency 3"
"CA","B2",64.09,3125,4,19,2934,"Agency 2"
"VA","B2",7.02,398,1,2,390,"Agency 4"
"TN","B2",113.5,4094,3,47,3913,"Agency 3"
"TX","B2",32.72,2234,3,52,2094,"Agency 5"
"TN","B2",62.55,2174,3,12,2102,"Agency 3"
"PA","B2",41.92,2229,1,16,2013,"Agency 2"
"FL","B2",0,0,0,0,0,"Agency 3"
"AZ","B2",57.22,2174,10,44,1866,"Agency 3"
"PA","B2",33,2200,4,40,2115,"Agency 2"
"MD","B2",34.04,1674,4,15,1620,"Agency 3"
"TX","B2",6.48,923,0,5,687,"Agency 3"
"IL","B2",84.5,1967,1,21,1512,"Agency 5"
"CA","B2",7.86,435,0,2,383,"Agency 2"
"OH","B2",15.95,760,2,10,697,"Agency 2"
"TX","B2",17.42,784,3,13,742,"Agency 3"
"FL","B2",25.53,1046,1,19,996,"Agency 3"
"IL","B2",56.13,1877,0,11,1720,"Agency 5"
"FL","B2",31.84,1324,1,13,1238,"Agency 2"
"CA","B2",50.62,1812,3,13,1634,"Agency 7"
"CA","B2",33.03,1165,2,7,1075,"Agency 5"
"WA","B2",27.15,619,0,1,469,"Agency 5"
"TX","B2","17.79","959","1","4","937","Agency 3"
"FL","B2","16.69","741","1","11","689","Agency 3"
"MD","B2","26.03","1368","3","10","1337","Agency 3"
"CA","B2","10.53","423","0","2","414","Agency 3"
"CA","B2","18.05","1222","2","5","1155","Agency 3"
"CA","B2","67.19","2986","6","17","2796","Agency 2"
"IA","B2","47.14","4107","10","25","3690","Agency 3"
"CA","B2","32.15","1427","1","10","1340","Agency 2"
"CA","B2","62.69","1671","0","23","1482","Agency 2"
"KS","B2","0","0","0","0","0","Agency 3"
"WA","B2","48.39","1766","1","17","1591","Agency 2"
"CA","B2","16.29","608","1","1","593","Agency 3"
"CA","B2","48.24","2315","4","22","2172","Agency 2"
"WA","B2","49.37","1932","0","14","1706","Agency 2"
"GA","B2","33.02","1400","3","6","1347","Agency 9"
"OH","B2","31.07","1249","0","10","1175","Agency 2"
"CA","B2","49.91","2153","4","28","2078","Agency 2"
"IN","B2","35.91","2450","2","26","2344","Agency 3"
"VA","B2","6.8","356","0","2","338","Agency 4"
"MO","B2","21.35","1010","0","3","967","Agency 3"
"IA","B2","51.68","3212","0","7","3036","Agency 3"
"MI","B2","25.93","1087","0","8","1020","Agency 3"
"OH","B2","32.74","1724","0","10","1620","Agency 3"
"CA","B2","1.37","271","0","0","247","Agency 3"
"MO","B2","17.97","540","0","3","525","Agency 3"
"TX","B2","32.34","1625","1","6","1546","Agency 2"
"TX","B2","16.13","1706","1","7","1680","Agency 3"
"CA","B2","35.33","2525","1","28","2448","Agency 3"
"TX","B2","43.35","1566","1","9","1453","Agency 9"
"MO","B2","23.29","1547","0","12","1455","Agency 3"
"CA","B2","31","1606","3","21","1569","Agency 2"
"NC","B2","49.62","1953","0","11","1773","Agency 2"
"CA","B2","13.66","779","0","5","739","Agency 3"
"TX","B2","32.14","1828","9","27","1679","Agency 2"
"TX","B2","51.64","2401","3","15","2239","Agency 2"
"IL","B2","27.83","952","1","20","884","Agency 5"
"CA","B2","17.37","586","0","6","578","Agency 3"
"MO","B2","32.33","1716","4","14","1602","Agency 3"
"IN","B2","31.46","1314","0","7","1257","Agency 2"
"CA","B2","10.17","332","0","7","315","Agency 3"
"VA","B2","5.06","270","1","4","264","Agency 4"
"IN","B2","30.94","1654","0","9","1551","Agency 2"
"IL","B2","32.1","1769","2","17","1655","Agency 2"
"OR","B2","47.49","2055","0","7","1944","Agency 5"
"TX","B2","77.25","3603","6","18","3318","Agency 3"
"NJ","B2","63.43","1974","7","22","1805","Agency 2"
"WA","B2","50.02","1889","0","10","1788","Agency 2"
"CA","B2","29.61","1793","1","16","1710","Agency 2"
"FL","B2","18.52","771","0","6","739","Agency 3"
"TX","B2","5.91","295","0","1","288","Agency 2"
"OH","B2","44.62","2096","2","28","1860","Agency 3"
"FL","B2","48.65","3051","2","10","2844","Agency 3"
"CA","B2","64.41","3034","4","13","2796","Agency 2"
"UT","B2","44.95","2517","1","13","2428","Agency 2"
"NC","B2","55.31","2426","2","22","2088","Agency 2"
"TX","B2","22.59","1190","0","18","1157","Agency 3"
"IL","B2","52.46","1653","2","25","1601","Agency 3"
"CA","B2","29.8","2506","1","10","2390","Agency 3"
"CA","B2","18.73","680","0","7","640","Agency 3"
"CA","B2","66.03","2797","1","22","2667","Agency 2"
"PA","B2","41.29","2505","3","23","2278","Agency 2"
"CA","B2","53.41","1285","0","4","1237","Agency 5"
"TX","B2","15.91","922","0","2","901","Agency 3"
"CA","B2","39.73","2258","6","20","2018","Agency 2"
"CA","B2","16.17","818","4","19","777","Agency 2"
"CA","B2","16.54","683","2","8","652","Agency 3"
"CA","B2","15.87","628","1","6","591","Agency 2"
"WA","B2","64.73","2252","0","9","1905","Agency 2"
"OK","B2","50.19","2663","3","12","2445","Agency 2"
"MD","B2","34.61","1375","0","15","1322","Agency 3"
"WA","B2","71.22","2622","2","28","2241","Agency 2"
"IL","B2","62.07","1376","3","17","1273","Agency 5"
"CA","B2","35.24","1588","5","14","1508","Agency 7"
"CO","B2","37.47","1497","2","16","1448","Agency 3"
"CA","B2","65.28","2829","4","36","2551","Agency 2"
"CA","B2","2.74","313","0","0","312","Agency 3"
"CA","B2","30.62","1312","1","16","1222","Agency 5"
"TX","B2","32.63","1319","1","10","1243","Agency 2"
"TX","B2","0","0","0","0","0","Agency 3"
"PA","B2","18.75","503","1","6","463","Agency 7"
"NM","B2","31.43","927","1","4","858","Agency 2"
"OH","B2","17.99","796","0","2","726","Agency 2"
"CA","B2","54.2","2041","2","12","1776","Agency 7"
"UT","B2","40.17","1332","1","12","1246","Agency 2"
"TX","B2","17.67","874","0","6","832","Agency 3"
"FL","B2","63.03","2980","4","27","2802","Agency 3"
"FL","B2","34.56","1755","0","4","1620","Agency 3"
"IL","B2","33.4","1390","0","8","1328","Agency 8"
"CA","B2","48.93","2656","0","12","2506","Agency 2"
"TX","B2","70.23","2099","4","25","2007","Agency 3"
"MI","B2","67.6","4032","7","26","3924","Agency 3"
"MN","B2","0","0","0","0","0","Agency 9"
"TX","B2","16.15","987","2","15","941","Agency 2"
"WA","B2","49.67","2768","3","32","2409","Agency 2"
"OH","B2","35.48","1521","2","15","1413","Agency 3"
"CO","B2","15.6","930","0","3","886","Agency 3"
"MO","B2","10.12","628","1","2","590","Agency 3"
"TX","B2","41.81","1219","0","3","1113","Agency 3"
"CA","B2","7.42","1107","0","2","947","Agency 5"
"IL","B2","33.25","1867","5","12","1703","Agency 2"
"UT","B2","17.43","552","0","1","532","Agency 4"
"TX","B2","31.52","1657","1","11","1551","Agency 2"
"CA","B2","32.49","1780","0","7","1675","Agency 5"
"IL","B2","48.74","1507","0","11","1334","Agency 5"
"NJ","B2","63.66","2546","0","15","2328","Agency 2"
"GA","B2","48.52","2284","2","67","2076","Agency 2"
"FL","B2","47.41","2059","1","11","1976","Agency 3"
"TX","B2","24","921","2","5","848","Agency 2"
"MN","B2","18.17","739","1","9","687","Agency 3"
"TN","B2","23.97","934","1","9","913","Agency 3"
"KS","B2","35.31","1692","1","7","1596","Agency 3"
"MA","B2","0","0","0","0","0","Agency 3"
"TX","B2","30.46","1636","0","11","1523","Agency 3"
"CA","B2","41.1","1203","2","7","1085","Agency 2"
"FL","B2","41.15","1706","2","18","1540","Agency 2"
"FL","B2","42.01","2038","0","8","1958","Agency 3"
"MD","B2","10.99","544","2","7","508","Agency 3"
"WA","B2","0","0","0","0","0","Agency 5"
"CA","B2","65.63","3575","1","34","3386","Agency 2"
