"state","brand","spend","impressions","leads","link_clicks","reach","agency"
"CA","B2","37.21","2512","3","13","2381","Agency 3"
"OR","B2","55.92","2011","2","10","1885","Agency 2"
"IL","B2","32.36","2355","2","18","2121","Agency 5"
"CA","B2","34.4","1548","5","11","1451","Agency 7"
"FL","B2","23.08","944","1","3","896","Agency 3"
"CA","B2","3.95","81","0","0","80","Agency 3"
"CA","B2","31.43","1415","0","10","1296","Agency 2"
"FL","B2","62.91","2657","7","18","2516","Agency 2"
"PA","B2","26.84","1684","0","11","1416","Agency 2"
"CA","B2","18.66","1284","1","7","1235","Agency 3"
"MI","B2","63.06","3669","4","30","3482","Agency 3"
"WA","B2","50.15","1991","2","13","1794","Agency 2"
"MI","B2","41.96","1713","0","7","1615","Agency 3"
"CA","B2","2.04","303","0","1","288","Agency 3"
"OR","B2","49.68","2900","2","24","2745","Agency 2"
"CA","B2","37.26","3119","2","20","3017","Agency 3"
"CA","B2","32.05","1442","1","9","1366","Agency 5"
"OR","B2","49.72","2331","0","10","2206","Agency 2"
"CA","B2","51.34","2683","6","28","2524","Agency 2"
"CA","B2","32.64","1449","2","11","1340","Agency 2"
"IA","B2","52.59","2024","3","52","1836","Agency 3"
"VA","B2","31.52","1345","4","22","1253","Agency 2"
"IN","B2","31.62","1658","2","13","1526","Agency 2"
"OH","B2","32.62","1587","1","11","1494","Agency 2"
"FL","B2","18.12","747","0","5","713","Agency 3"
"CA","B2","32.34","1674","2","10","1564","Agency 2"
"CA","B2","15.17","856","0","2","828","Agency 3"
"TX","B2","32.68","1306","2","6","1126","Agency 2"
"TX","B2","27.8","1824","3","14","1730","Agency 2"
"CA","B2","33.33","2248","6","20","2155","Agency 3"
"UT","B2","31.52","1025","1","7","956","Agency 2"
"KS","B2","48.48","1977","0","18","1912","Agency 3"
"FL","B2","41.1","1123","1","14","1090","Agency 2"
"GA","B2","32","1667","0","12","1617","Agency 3"
"VA","B2","31.77","1126","0","16","1029","Agency 2"
"AZ","B2","56.51","2213","3","22","1972","Agency 3"
"MA","B2","33.01","1701","1","17","1553","Agency 3"
"IL","B2","46.16","2673","3","26","2587","Agency 8"
"IN","B2","16.94","708","0","4","623","Agency 5"
"MD","B2","20.89","1198","10","32","1159","Agency 3"
"CA","B2","32.34","1424","1","8","1319","Agency 2"
"NC","B2","49.83","2376","0","19","2192","Agency 2"
"IL","B2","32.25","1855","0","8","1667","Agency 2"
"WA","B2","49.16","2314","4","16","2078","Agency 2"
"CA","B2","66.43","2088","1","27","1947","Agency 2"
"MA","B2","21.66","830","0","14","773","Agency 3"
"TX","B2","5.08","1679","0","5","1605","Agency 3"
"FL","B2","0","0","0","0","0","Agency 3"
"CA","B2","35.2","1776","1","12","1725","Agency 3"
"TX","B2","47.34","2601","2","16","2353","Agency 2"
"OH","B2","19.35","833","3","14","797","Agency 2"
"CA","B2","18.49","1014","1","5","983","Agency 3"
"NM","B2","2.16","91","0","2","87","Agency 2"
"TX","B2","38.74","2242","2","19","2110","Agency 5"
"NC","B2","32.64","1449","0","4","1395","Agency 3"
"CA","B2","2.04","141","0","0","136","Agency 3"
"MD","B2","31.44","2185","7","27","2124","Agency 3"
"NJ","B2","62.2","2269","0","15","1957","Agency 2"
"MN","B2","19.35","789","2","13","770","Agency 3"
"CA","B2","15.62","529","1","5","517","Agency 2"
"OH","B2","18.24","982","2","6","911","Agency 2"
"CO","B2","48","1890","0","14","1804","Agency 3"
"IL","B2","31.63","1741","2","27","1670","Agency 8"
"CA","B2","33.11","1540","2","25","1452","Agency 2"
"FL","B2","13.47","615","0","7","593","Agency 3"
"CA","B2","62.09","2683","1","8","2587","Agency 2"
"CA","B2","49.66","2066","10","29","1970","Agency 2"
"CA","B2","31.73","1175","1","23","1120","Agency 2"
"FL","B2","11.8","703","0","3","667","Agency 3"
"FL","B2","41.48","1732","10","35","1646","Agency 2"
"TX","B2","32.17","1467","1","7","1378","Agency 2"
"CA","B2","6.76","433","1","2","420","Agency 3"
"CA","B2","2","388","0","2","370","Agency 3"
"TX","B2","32.34","2208","4","22","2076","Agency 2"
"TX","B2","0","0","0","0","0","Agency 3"
"CA","B2","30.3","953","2","9","850","Agency 5"
"NC","B2","30.95","1620","0","7","1505","Agency 3"
"AZ","B2","50.08","2278","5","26","2133","Agency 2"
"CA","B2","31.94","1550","2","16","1511","Agency 2"
"TX","B2","23.48","829","0","2","783","Agency 2"
"TX","B2","15.59","979","0","5","894","Agency 2"
"MD","B2","61.86","4132","9","30","3840","Agency 3"
"CA","B2","24.58","918","1","6","868","Agency 3"
"VA","B2","6.39","369","0","6","362","Agency 4"
"CA","B2","1.99","527","0","0","517","Agency 3"
"TX","B2","33.06","1599","0","13","1436","Agency 2"
"OH","B2","32.41","1693","4","18","1624","Agency 2"
"MO","B2","6.66","440","0","1","433","Agency 3"
"OR","B2","38.95","1302","3","8","1152","Agency 2"
"PA","B2","24.86","1001","9","30","933","Agency 2"
"MN","B2","32.36","4248","2","21","4149","Agency 3"
"UT","B2","8.56","370","1","2","360","Agency 4"
"FL","B2","11.61","489","1","4","480","Agency 3"
"CA","B2","16.43","591","2","12","571","Agency 2"
"NC","B2","49.01","1726","1","14","1578","Agency 2"
"MO","B2","32.73","1690","2","16","1577","Agency 3"
"TN","B2","1.94","190","0","0","178","Agency 3"
"CA","B2","34.75","1621","0","13","1481","Agency 6"
"MO","B2","41.05","2017","2","16","1871","Agency 3"
"CA","B2","14.92","604","3","18","579","Agency 3"
"TN","B2","17.28","853","0","3","822","Agency 3"
"IA","B2","54.26","2806","10","21","2646","Agency 3"
"IL","B2","51.43","1818","2","22","1753","Agency 3"
"IL","B2","79.33","1916","2","18","1579","Agency 5"
"AZ","B2","15.19","828","1","4","809","Agency 3"
"VA","B2","9.1","356","0","3","340","Agency 4"
"NC","B2","48.27","2522","0","17","2385","Agency 2"
"TX","B2","38.72","2169","1","21","2020","Agency 5"
"IN","B2","31.3","1695","1","8","1628","Agency 3"
"PA","B2","41.12","2745","3","19","2543","Agency 2"
"CA","B2","53.78","1772","2","12","1601","Agency 2"
"NC","B2","30.6","1540","2","8","1501","Agency 3"
"TX","B2","49.74","2151","3","15","1975","Agency 2"
"UT","B2","18.75","1298","0","7","1235","Agency 4"
"OK","B2","50.07","3225","1","16","3029","Agency 2"
"CA","B2","65.08","3143","3","15","2981","Agency 2"
"CA","B2","31.84","1429","2","10","1365","Agency 2"
"OK","B2","48.5","2727","2","64","2234","Agency 2"
"CO","B2","50","2158","2","6","2030","Agency 2"
"MI","B2","34.53","1735","2","17","1681","Agency 3"
"TX","B2","39.82","2037","3","10","1923","Agency 5"
"WA","B2","65.74","1850","0","15","1627","Agency 2"
"MN","B2","0","0","0","0","0","Agency 3"
"CA","B2","26.72","956","1","6","931","Agency 3"
"ID","B2","48.6","2418","2","5","2307","Agency 5"
"CA","B2","26.02","1378","2","14","1361","Agency 3"
"IL","B2","46.87","2882","1","14","2718","Agency 3"
"AZ","B2","36.17","1955","1","11","1916","Agency 3"
"TX","B2","38.49","1657","2","12","1582","Agency 5"
"CA","B2","32.04","2076","0","11","2031","Agency 3"
"WA","B2","48.57","1473","1","8","1367","Agency 2"
"MO","B2","12.32","773","1","29","733","Agency 3"
"CA","B2","34.59","1908","3","16","1739","Agency 2"
"TX","B2","38.44","1835","0","22","1754","Agency 5"
"CA","B2","3.03","602","0","0","555","Agency 3"
"IL","B2","48.93","1443","1","11","1330","Agency 5"
"FL","B2","26.89","1170","0","9","1105","Agency 3"
"TX","B2","31.98","1643","4","18","1584","Agency 2"
"WA","B2","48.01","2370","4","33","2265","Agency 2"
"NJ","B2","53.45","2632","2","14","2309","Agency 7"
"KS","B2","49.73","2461","1","9","2273","Agency 2"
"OH","B2","3.64","157","0","0","150","Agency 3"
"TX","B2","53.13","1624","0","3","1564","Agency 3"
"IN","B2","32.51","1262","0","7","1177","Agency 2"
"TX","B2","7.77","2380","0","3","2298","Agency 3"
"CA","B2","32.13","1214","3","12","1168","Agency 2"
"TX","B2","29.56","1187","2","8","1085","Agency 3"
"NJ","B2","41.85","2270","0","16","1880","Agency 7"
"OR","B2","48.85","2535","0","11","2324","Agency 5"
"TX","B2","32.44","2393","12","21","2140","Agency 2"
"MO","B2","35.46","2210","3","17","2094","Agency 3"
"CA","B2","15.29","786","0","4","758","Agency 3"
"CA","B2","1.99","187","0","0","180","Agency 3"
"PA","B2","41.79","2575","3","25","2401","Agency 2"
"PA","B2","40.74","2308","6","17","2184","Agency 2"
"TX","B2","15.89","638","0","5","616","Agency 2"
"CA","B2","36.66","2115","6","21","2000","Agency 3"
"OK","B2","49.02","2473","1","10","2290","Agency 2"
"CA","B2","37.81","2011","2","18","1923","Agency 2"
"MI","B2","45.26","2818","1","16","2692","Agency 3"
"MO","B2","22","1005","1","10","967","Agency 3"
"CO","B2","31.93","1055","2","12","1006","Agency 3"
"CA","B2","37.46","1800","1","20","1564","Agency 2"
"IN","B2","32.54","1957","1","14","1819","Agency 2"
"IL","B2","32.03","1844","4","21","1748","Agency 2"
"CO","B2","0","0","0","0","0","Agency 3"
"CA","B2","2.09","413","0","0","407","Agency 3"
"NC","B2","16.42","573","0","2","533","Agency 2"
"MN","B2","29.45","1137","1","8","1009","Agency 9"
"TX","B2","15.58","823","2","7","800","Agency 3"
"VA","B2","32.78","1203","8","27","1148","Agency 2"
"CA","B2","26.5","2430","2","14","2370","Agency 3"
"VA","B2","43.38","1447","2","15","1241","Agency 2"
"FL","B2","41.21","1647","2","12","1512","Agency 2"
"CA","B2","14.94","715","0","3","656","Agency 3"
"TN","B2","0","0","0","0","0","Agency 3"
"NM","B2","2.14","98","0","0","94","Agency 2"
"IL","B2","52.95","2024","3","17","1935","Agency 8"
"TX","B2","11.34","3294","0","9","2627","Agency 3"
"CA","B2","35.35","1505","1","15","1402","Agency 7"
"CA","B2","48.8","1786","0","22","1674","Agency 2"
"MO","B2","33.89","1432","2","9","1377","Agency 3"
"CA","B2","15.65","607","1","6","588","Agency 3"
"PA","B2","41.07","1864","1","17","1701","Agency 2"
"CA","B2","17.18","523","1","5","492","Agency 3"
"WA","B2","83.77","2922","2","19","2705","Agency 2"
"NJ","B2","50.36","2522","7","36","1965","Agency 7"
"CA","B2","2.01","477","0","0","437","Agency 3"
"CA","B2","23.27","1002","0","5","971","Agency 3"
"CA","B2","32.73","1713","1","7","1483","Agency 2"
"IL","B2","31.53","1441","1","13","1341","Agency 5"
"TX","B2","19.74","1083","4","8","1048","Agency 3"
"CA","B2","35.98","1351","3","13","1237","Agency 7"
"NY","B2","32.98","1324","4","11","1191","Agency 7"
"GA","B2","30.99","953","0","2","890","Agency 9"
"CA","B2","30.57","851","0","7","827","Agency 3"
"OH","B2","31.87","1510","2","5","1394","Agency 2"
"GA","B2","62.14","2178","2","13","2007","Agency 3"
"IL","B2","32.35","1259","1","9","1206","Agency 2"
"CA","B2","31.65","1397","3","12","1287","Agency 2"
"CA","B2","7.1","208","2","7","195","Agency 2"
"PA","B2","39.61","1342","1","9","1255","Agency 2"
"CO","B2","0","0","0","0","0","Agency 3"
"CA","B2","15.88","607","0","6","566","Agency 2"
"WA","B2","97.78","3988","3","23","3606","Agency 5"
"CA","B2","15.69","1019","0","4","950","Agency 3"
"AZ","B2","30.48","1715","2","8","1649","Agency 3"
"VT","B2","32.27","1092","3","13","882","Agency 5"
"OH","B2","24.1","1082","2","11","1038","Agency 2"
"TX","B2","30.78","1441","4","14","1327","Agency 2"
"FL","B2","27.95","1413","5","17","1381","Agency 3"
"CA","B2","23.74","834","0","10","761","Agency 2"
"CA","B2","9.81","937","0","6","919","Agency 3"
"AZ","B2","23.7","1106","0","3","1085","Agency 3"
"IN","B2","31.26","1415","2","6","1356","Agency 2"
"FL","B2","48.57","2159","0","5","1932","Agency 5"
"TX","B2","33.36","1329","1","6","1240","Agency 2"
"VA","B2","32.39","1879","3","13","1793","Agency 2"
"CA","B2","61.16","2519","1","24","2298","Agency 2"
"CO","B2","9.86","322","0","2","306","Agency 3"
"CA","B2","15.57","667","3","5","644","Agency 3"
"VA","B2","32.04","1137","0","9","1096","Agency 2"
"IL","B2","53.59","2126","5","22","2043","Agency 8"
"FL","B2","16.2","930","1","7","895","Agency 3"
"UT","B2","13.91","306","0","3","287","Agency 4"
"CA","B2","50.55","2541","5","27","2417","Agency 2"
"NC","B2","49.36","2332","4","15","2188","Agency 2"
"NY","B2","35.9","2021","2","25","1741","Agency 7"
"OH","B2","32.29","1876","3","18","1755","Agency 2"
"WA","B2","48.84","1706","0","7","1554","Agency 2"
"OK","B2","47.12","2790","3","6","2466","Agency 2"
"CA","B2","45.06","1833","2","23","1720","Agency 7"
"CA","B2","14.11","756","0","4","723","Agency 3"
"CA","B2","24.01","1060","3","14","1007","Agency 2"
"CA","B2","11.73","660","1","3","642","Agency 3"
"FL","B2","48.23","3257","5","16","3010","Agency 5"
"CA","B2","6.76","254","1","3","234","Agency 2"
"CA","B2","63.13","2402","1","17","2255","Agency 5"
"CA","B2","31.64","1351","0","12","1287","Agency 5"
"NV","B2","57.89","3383","4","26","3240","Agency 2"
"PA","B2","41.67","1942","1","15","1815","Agency 2"
"CA","B2","22.67","818","4","7","784","Agency 3"
"CA","B2","52.54","1497","1","7","1061","Agency 7"
"UT","B2","16.5","1366","1","6","1351","Agency 4"
"CA","B2","9.65","1155","1","3","1140","Agency 3"
"TN","B2","34.01","1260","0","10","1209","Agency 3"
"UT","B2","17.17","685","0","0","664","Agency 4"
"CA","B2","49.89","2286","5","22","2159","Agency 2"
"IL","B2","32.47","1200","5","13","1143","Agency 2"
"MD","B2","0","0","0","0","0","Agency 3"
"CA","B2","64.87","4166","4","23","4003","Agency 2"
"FL","B2","16.11","687","1","5","639","Agency 2"
"CO","B2","15.94","841","2","6","821","Agency 3"
"OH","B2","57.06","2732","1","15","2442","Agency 9"
"MO","B2","16.26","663","2","9","604","Agency 3"
"CA","B2","29.91","1427","1","8","1360","Agency 2"
"CA","B2","60.02","2987","2","13","2872","Agency 2"
"IL","B2","45.08","1762","2","15","1618","Agency 8"
"CA","B2","31.55","1609","1","17","1519","Agency 2"
"IN","B2","32.6","1919","3","9","1799","Agency 2"
"CA","B2","13.15","729","0","7","699","Agency 3"
"MO","B2","40.01","2091","2","6","2057","Agency 3"
"TX","B2","37.61","1547","3","29","1463","Agency 5"
"CA","B2","21.18","941","0","14","899","Agency 3"
"CA","B2","18.85","633","3","10","561","Agency 3"
"TX","B2","32.1","1309","1","9","1163","Agency 2"
"CA","B2","30.14","1478","0","17","1317","Agency 2"
"VA","B2","32.38","1550","2","13","1468","Agency 2"
"CA","B2","15.28","825","0","6","818","Agency 3"
"MI","B2","42.3","1426","0","0","1337","Agency 2"
"MN","B2","33.52","1798","1","6","1671","Agency 3"
"CA","B2","34.15","1416","1","10","1386","Agency 3"
"CA","B2","36.84","1847","0","14","1736","Agency 7"
"AZ","B2","40.64","2128","1","13","2025","Agency 2"
"UT","B2","49.2","2832","1","16","2690","Agency 2"
"IL","B2","48.09","1610","0","14","1329","Agency 5"
"TX","B2","38.39","2511","2","29","2382","Agency 5"
"OR","B2","109.64","4746","4","20","4496","Agency 5"
"CA","B2","6.53","254","0","0","241","Agency 2"
"NM","B2","65.77","2960","2","30","2688","Agency 2"
"NM","B2","34.6","1059","0","6","972","Agency 9"
"FL","B2","15.93","810","1","4","797","Agency 2"
"CA","B2","1.97","181","0","0","177","Agency 3"
"VT","B2","31.66","1458","0","4","1177","Agency 5"
"IN","B2","32.11","1563","4","7","1464","Agency 2"
"OH","B2","35.05","1736","1","11","1571","Agency 2"
"IN","B2","32.46","1328","5","16","1216","Agency 2"
"UT","B2","49.68","3330","8","23","3179","Agency 2"
"CA","B2","20.27","1068","0","5","1005","Agency 3"
"IL","B2","8.54","1453","0","3","1272","Agency 5"
"CA","B2","16.03","1037","5","12","985","Agency 2"
"FL","B2","24.01","822","1","4","779","Agency 3"
"CA","B2","67.49","2783","1","16","2645","Agency 2"
"CA","B2","54.5","2052","5","21","1758","Agency 7"
"FL","B2","30.95","2221","1","15","2146","Agency 3"
"FL","B2","15.51","538","1","3","518","Agency 2"
"WI","B2","33.86","2355","3","13","2222","Agency 9"
"CA","B2","63.64","3696","2","61","3202","Agency 2"
"TN","B2","1.73","79","0","0","72","Agency 3"
"CA","B2","51.92","2504","9","39","2219","Agency 2"
"TN","B2","2","146","0","0","138","Agency 3"
"VT","B2","31.63","1471","0","16","1327","Agency 5"
"AZ","B2","41.17","1966","1","11","1881","Agency 2"
"FL","B2","52.78","2790","2","16","2499","Agency 6"
"PA","B2","72.27","2732","9","18","2408","Agency 2"
"CA","B2","7.36","201","0","5","196","Agency 3"
"TX","B2","47.7","3412","1","15","3022","Agency 2"
"FL","B2","63.13","4321","5","24","4136","Agency 2"
"TX","B2","38.39","1795","0","7","1685","Agency 5"
"NV","B2","48.04","2691","6","27","2524","Agency 2"
"CO","B2","57.81","2406","4","20","2157","Agency 2"
"IL","B2","70.61","2012","2","11","1857","Agency 2"
"FL","B2","40.48","1269","1","4","1187","Agency 2"
"OK","B2","48.31","2803","1","15","2565","Agency 2"
"UT","B2","15.15","804","0","10","744","Agency 2"
"CA","B2","50.81","2293","0","19","1976","Agency 2"
"IL","B2","48.98","2304","1","22","2198","Agency 3"
"TX","B2","41.75","1630","1","6","1504","Agency 9"
"OK","B2","48.83","2309","3","16","2122","Agency 2"
"IN","B2","32.26","2388","3","14","2275","Agency 2"
"FL","B2","11.64","622","1","4","596","Agency 3"
"OH","B2","51.79","3349","6","11","3199","Agency 9"
"IA","B2","49.46","3913","2","17","3715","Agency 3"
"IL","B2","5.76","386","0","1","372","Agency 3"
"MA","B2","16.14","1268","1","14","1213","Agency 2"
"UT","B2","0","0","0","0","0","Agency 4"
"PA","B2","46.47","2667","3","24","2533","Agency 2"
"MO","B2","14.83","634","1","8","593","Agency 3"
"AZ","B2","0","0","0","0","0","Agency 3"
"CO","B2","11.98","431","0","3","418","Agency 3"
"UT","B2","17.58","1429","0","1","1375","Agency 4"
"TX","B2","0","0","0","0","0","Agency 3"
"IA","B2","48.29","1956","1","7","1824","Agency 3"
"ID","B2","96.1","3702","1","8","3513","Agency 5"
"WA","B2","48.69","1979","3","17","1822","Agency 2"
"FL","B2","64.12","2631","5","19","2339","Agency 3"
"UT","B2","15.48","806","0","0","745","Agency 4"
"MN","B2","19.06","917","2","12","844","Agency 3"
"FL","B2","48.65","2870","3","12","2656","Agency 3"
"TX","B2","61.05","3409","1","26","3324","Agency 3"
"CA","B2","70.65","3123","2","14","2717","Agency 7"
"TX","B2","11.88","746","0","2","699","Agency 3"
"CA","B2","31.86","2084","3","8","2009","Agency 2"
"IL","B2","39.34","1690","1","35","1563","Agency 5"
"CA","B2","41.67","1644","0","15","1548","Agency 2"
"CA","B2","2.08","341","0","1","330","Agency 3"
"GA","B2","32.34","1079","0","4","1043","Agency 9"
"TX","B2","41.58","1668","2","9","1556","Agency 9"
"UT","B2","49.14","2336","1","25","2220","Agency 2"
"FL","B2","16.22","640","0","7","601","Agency 2"
"NY","B2","35.86","2107","2","22","1926","Agency 7"
"FL","B2","44.2","1522","1","9","1463","Agency 2"
"PA","B2","40.72","1842","3","21","1729","Agency 2"
"TX","B2","23.92","1326","1","16","1224","Agency 2"
"NC","B2","46.88","1799","0","9","1721","Agency 2"
"CA","B2","2.08","356","0","0","344","Agency 3"
"CA","B2","0","0","0","0","0","Agency 7"
"NM","B2","31.68","1555","1","11","1448","Agency 2"
"FL","B2","48.49","2091","2","22","1903","Agency 3"
"CA","B2","0","0","0","0","0","Agency 3"
"KS","B2","31.45","1540","2","15","1489","Agency 3"
"UT","B2","19.58","1053","3","8","957","Agency 4"
"PA","B2","105.74","4155","5","26","3805","Agency 2"
"CA","B2","35.05","3261","2","20","3181","Agency 3"
"CA","B2","31.75","1197","3","18","1146","Agency 2"
"CA","B2","7.53","398","0","2","382","Agency 2"
"TX","B2","49.15","1753","1","6","1630","Agency 3"
"TX","B2","24.54","760","0","10","740","Agency 3"
"CA","B2","49.06","2123","6","29","2013","Agency 2"
"VA","B2","33.88","1206","3","7","1096","Agency 2"
"TX","B2","31.48","2566","4","21","2430","Agency 2"
"CA","B2","64.33","2417","2","12","2322","Agency 2"
"NC","B2","31.27","1596","1","16","1543","Agency 2"
"CA","B2","31.23","1463","4","17","1374","Agency 2"
"CA","B2","6.83","236","0","4","220","Agency 2"
"CA","B2","24.97","1120","3","11","1091","Agency 3"
"TX","B2","19.32","1152","6","17","1119","Agency 2"
"CA","B2","32.96","1038","1","9","1009","Agency 3"
"FL","B2","29.4","1368","0","18","1303","Agency 3"
"CA","B2","62.52","3692","4","32","3528","Agency 2"
"IL","B2","32.26","2194","4","26","2044","Agency 2"
"CA","B2","32.3","1037","0","11","973","Agency 2"
"IN","B2","16.79","1302","0","11","1231","Agency 3"
"CA","B2","14.04","767","0","3","739","Agency 3"
"NJ","B2","17.14","1039","1","7","959","Agency 7"
"WA","B2","48.26","1302","2","7","1205","Agency 2"
"NJ","B2","34.18","1531","2","8","1495","Agency 3"
"FL","B2","33.65","1781","4","18","1702","Agency 3"
"CO","B2","31.24","1553","1","11","1516","Agency 3"
"CA","B2","15.3","669","0","3","646","Agency 2"
"FL","B2","63.92","2325","0","7","1967","Agency 5"
"FL","B2","40.56","1932","3","28","1823","Agency 2"
"VA","B2","32.43","934","1","9","873","Agency 2"
"MO","B2","34.17","1186","1","16","1091","Agency 3"
"NM","B2","60.75","2789","2","20","2527","Agency 2"
"KS","B2","49.27","2913","1","9","2688","Agency 2"
"FL","B2","48.45","2476","0","8","2354","Agency 3"
"IL","B2","8.2","1714","0","2","1513","Agency 5"
"CA","B2","52.85","1360","1","12","1264","Agency 2"
"TX","B2","4.73","1566","0","2","1452","Agency 3"
"CA","B2","1.97","277","0","0","258","Agency 3"
"IL","B2","32.01","2111","7","25","1941","Agency 2"
"CA","B2","4.84","167","0","1","165","Agency 3"
"AZ","B2","20.98","1016","0","3","989","Agency 3"
"UT","B2","32.87","1216","1","10","1137","Agency 2"
"IL","B2","48.21","1829","3","23","1599","Agency 5"
"WA","B2","47.84","1592","2","12","1516","Agency 2"
"NJ","B2","64.96","2455","8","26","2133","Agency 7"
"PA","B2","41.13","1806","0","35","1699","Agency 2"
"CA","B2","18.36","895","0","7","848","Agency 3"
"WA","B2","79.01","2404","1","7","2268","Agency 2"
"CA","B2","23.63","846","1","5","839","Agency 3"
"TN","B2","34.37","1330","0","9","1251","Agency 3"
"CA","B2","41.6","1830","1","32","1647","Agency 2"
"GA","B2","33.96","1104","3","6","1032","Agency 3"
"OK","B2","50.15","3029","4","31","2789","Agency 2"
"OR","B2","30.7","1112","0","7","1016","Agency 5"
"TX","B2","35.01","1173","3","11","1132","Agency 3"
"IL","B2","56.35","2076","1","9","1795","Agency 5"
"OH","B2","17.63","929","0","2","858","Agency 2"
"FL","B2","15.87","687","0","2","654","Agency 2"
"TX","B2","15.56","639","4","10","605","Agency 3"
"CA","B2","60.16","2014","2","21","1633","Agency 7"
"CO","B2","48.8","2167","2","14","1992","Agency 2"
"CA","B2","31.85","2440","3","26","2300","Agency 3"
"NJ","B2","63.58","1623","1","9","1458","Agency 2"
"TX","B2","35.76","1989","1","20","1812","Agency 2"
"TX","B2","37.31","2404","3","24","2275","Agency 5"
"MO","B2","31.59","1203","5","10","1086","Agency 3"
"UT","B2","7.22","253","0","10","235","Agency 4"
"MO","B2","21.9","1461","1","5","1387","Agency 3"
"NC","B2","49.39","2546","3","9","2133","Agency 2"
"CA","B2","33.1","1582","1","9","1501","Agency 3"
"CA","B2","26.85","1060","1","9","1045","Agency 3"
"MO","B2","33.61","1799","0","15","1695","Agency 3"
"MO","B2","11.51","966","0","0","906","Agency 3"
"CA","B2","32.08","1388","4","16","1328","Agency 2"
"OK","B2","32.2","1490","1","5","1339","Agency 2"
"CO","B2","17.55","512","0","1","479","Agency 3"
"OR","B2","49.86","1737","2","8","1530","Agency 2"
"WA","B2","49.7","2564","3","17","2450","Agency 2"
"OH","B2","17.96","994","1","12","918","Agency 2"
"CA","B2","37.61","2577","0","20","2462","Agency 3"
"FL","B2","63.67","4074","1","21","4002","Agency 2"
"NM","B2","33.29","1295","1","8","1166","Agency 2"
"MN","B2","33.36","1700","0","4","1613","Agency 9"
"IL","B2","48.13","1676","1","9","1486","Agency 5"
"OR","B2","23.52","760","0","2","679","Agency 5"
"IA","B2","9.41","787","0","4","747","Agency 3"
"VT","B2","2.08","257","0","7","242","Agency 5"
"IL","B2","31.32","1036","3","16","865","Agency 2"
"MI","B2","57.03","1909","1","11","1730","Agency 3"
"NC","B2","15.81","415","0","6","407","Agency 3"
"IL","B2","33.11","1023","1","7","880","Agency 2"
"IL","B2","17.17","848","4","5","774","Agency 9"
"IN","B2","17.84","699","0","4","632","Agency 5"
"KS","B2","35.18","1216","0","11","1155","Agency 3"
"VA","B2","32.3","1319","2","8","1170","Agency 2"
"IL","B2","60.83","1590","1","20","1439","Agency 5"
"WA","B2","50.24","2415","5","13","2073","Agency 2"
"NC","B2","16.37","736","0","5","676","Agency 2"
"TN","B2","1.98","67","0","0","63","Agency 3"
"GA","B2","16.63","891","2","10","876","Agency 3"
"MI","B2","0","0","0","0","0","Agency 3"
"ID","B2","31.8","1787","1","5","1589","Agency 5"
"TN","B2","2.09","156","0","2","147","Agency 3"
"FL","B2","0","0","0","0","0","Agency 3"
"IL","B2","46.61","1343","2","11","1282","Agency 5"
"OH","B2","32.49","1382","3","20","1327","Agency 2"
"CA","B2","1.91","759","0","0","731","Agency 3"
"IA","B2","53","2423","1","10","2316","Agency 3"
"VT","B2","2.57","203","0","3","145","Agency 5"
"TX","B2","32.59","2000","2","17","1847","Agency 5"
"CA","B2","36.31","1689","2","21","1622","Agency 3"
"CA","B2","30.5","1211","1","7","1128","Agency 5"
"CO","B2","57.78","2604","0","8","2369","Agency 2"
"MN","B2","7.23","444","0","3","425","Agency 3"
"UT","B2","41.24","1613","0","9","1528","Agency 2"
"TX","B2","16.09","685","1","6","653","Agency 3"
"CA","B2","23.52","1506","0","7","1468","Agency 3"
"FL","B2","10.77","593","1","5","572","Agency 3"
"MO","B2","54.39","2418","0","11","2240","Agency 3"
"FL","B2","33.51","1465","6","16","1327","Agency 5"
"OH","B2","36","1866","0","17","1765","Agency 3"
"TX","B2","15.33","621","1","10","600","Agency 3"
"IL","B2","3.22","609","0","0","540","Agency 5"
"CO","B2","4.97","168","0","1","160","Agency 3"
"FL","B2","90.72","2967","5","18","2688","Agency 3"
"NY","B2","32.56","1694","6","19","1501","Agency 7"
"IL","B2","52.3","1916","0","9","1675","Agency 5"
"UT","B2","50.46","3668","5","15","3441","Agency 4"
"NV","B2","32.29","1381","1","20","1304","Agency 2"
"CA","B2","15.58","594","1","8","568","Agency 3"
"CA","B2","49.27","3084","3","25","2919","Agency 2"
"CA","B2","4.49","194","0","4","193","Agency 3"
"CA","B2","25.06","867","2","5","768","Agency 5"
"MI","B2","50.01","1478","2","7","1400","Agency 2"
"CA","B2","57.17","2610","0","11","2421","Agency 2"
"GA","B2","32.22","2252","4","11","2194","Agency 9"
"PA","B2","40.46","1715","3","19","1601","Agency 2"
"CA","B2","42.66","1147","1","19","1068","Agency 2"
"FL","B2","15.78","546","0","4","512","Agency 3"
"TX","B2","31.89","2288","3","65","2177","Agency 5"
"MI","B2","47.19","2484","4","15","2384","Agency 3"
"TX","B2","24.16","1410","0","11","1328","Agency 2"
"CA","B2","96.42","3797","4","22","3603","Agency 2"
"IA","B2","46.75","2756","2","5","2384","Agency 3"
"MN","B2","25.62","1084","0","1","997","Agency 3"
"MO","B2","0","0","0","0","0","Agency 3"
"TX","B2","10.51","1638","0","1","1421","Agency 3"
