,state,spend,Impressions,leads,link_clicks,reach,Agency Tiers
0,IL,47.33,1780,0,7,1689,4
1,NY,63.65,1857,1,10,1737,4
2,OK,32.53,1718,0,7,1527,4
3,SC,32.31,1725,1,14,1645,4
4,CA,101.13,3745,1,28,3513,4
5,CA,31.4,1764,1,30,1641,4
6,TX,39.94,1355,0,14,1321,4
7,NJ,39.25,1723,1,9,1656,4
8,OK,30.51,1289,1,7,1188,4
9,SC,15.98,1084,1,5,1030,4
10,CA,40.95,2263,1,16,2107,4
11,NY,39.64,1900,1,19,1875,4
12,OK,32.43,1553,1,18,1426,4
13,NJ,37.52,1516,1,3,1413,4
14,IL,17.79,828,1,5,702,4
15,NJ,18.3,644,0,0,601,4
16,NY,65.51,2061,1,7,1927,4
17,CA,48.71,2400,1,21,2152,4
18,IL,48.43,2131,1,11,2041,4
19,CA,18.52,705,1,14,672,4
20,NJ,18.73,520,0,3,473,4
21,TX,20.33,842,1,5,819,4
22,IL,18.19,713,0,5,612,4
23,IL,49.34,1497,1,8,1422,4
24,CA,49.41,2278,1,17,2158,4
25,OK,31.49,1908,1,9,1745,4
26,TX,25.86,929,0,5,881,4
27,CA,23.2,945,1,19,886,4
28,IL,152.9,6986,1,39,6390,4
29,CA,80.73,2068,1,29,1854,4
30,CA,18.28,923,0,9,907,4
31,NY,31.98,1566,1,8,1497,4
32,OH,23.71,1299,1,6,1221,4
33,CO,32.69,1119,1,11,981,4
34,CA,23.44,703,0,3,648,4
35,SC,16.26,661,0,1,628,4
36,IL,47.78,1869,1,13,1768,4
37,CA,15.42,647,1,10,635,4
38,NY,31.84,1290,0,5,1232,4
39,CO,31.72,1298,1,9,1258,4
40,TX,51.14,2323,1,23,2171,4
41,IL,143.82,6009,1,24,5641,4
42,OH,37.43,1681,1,12,1532,4
43,OK,31.98,2277,1,11,2069,4
44,IL,23.65,960,0,3,795,4
45,OH,64.31,3595,1,24,3350,4
46,OH,24.0,934,0,6,869,4
47,OH,0.0,0,0,0,0,4
48,TN,51.39,1823,0,20,1705,4
49,OK,36.37,1907,1,13,1759,4
50,CA,47.85,1601,0,10,1445,4
51,CA,70.43,2946,1,18,2619,4
52,CO,32.19,2235,1,15,2149,4
53,NY,64.32,3061,1,9,2862,4
54,CA,45.84,2723,1,25,2568,4
55,CA,27.81,1079,1,8,1045,4
56,CA,24.34,767,1,6,702,4
57,CO,33.55,974,0,2,922,4
58,CA,47.53,1286,1,7,1143,4
59,NE,77.23,3900,1,42,3689,4
60,CA,47.59,2198,0,11,2073,4
61,OH,30.24,1426,1,16,1355,4
62,IL,20.65,735,0,5,631,4
63,OH,23.41,1182,1,5,1018,4
64,TX,19.52,896,0,13,854,4
65,NJ,42.25,1626,1,12,1463,4
66,NE,57.38,2311,0,22,2032,4
67,NY,64.24,2544,1,10,2441,4
68,TX,20.1,975,1,7,905,4
69,CA,19.18,900,1,14,891,4
70,CO,30.76,1327,1,14,1283,4
71,CA,19.22,853,1,12,820,4
72,OH,21.61,858,1,4,776,4
73,CA,32.43,1668,1,6,1511,4
74,CA,23.73,1069,1,13,1016,4
75,TN,49.15,2542,1,39,2207,4
76,OK,32.13,1651,1,11,1537,4
77,CA,61.13,2348,1,20,2173,4
78,NJ,39.11,1828,1,8,1698,4
79,OH,24.12,1568,1,3,1442,4
80,CA,49.47,2133,1,18,2027,4
81,NE,76.52,4841,1,54,4494,4
82,TX,27.57,1428,1,25,1373,4
83,CA,48.94,2222,1,22,1996,4
84,IL,21.61,673,0,8,603,4
85,NY,63.14,2415,1,10,2347,4
86,CA,16.11,551,0,7,541,4
87,TN,98.32,4704,1,20,4287,4
88,NE,62.31,1927,0,5,1786,4
89,CA,72.36,1984,1,20,1805,4
90,NY,31.89,981,0,7,926,4
91,OH,25.83,1310,0,8,1249,4
92,SC,29.49,1075,1,17,958,4
93,CA,48.36,2273,1,9,2171,4
94,OH,24.43,1274,0,3,1227,4
95,NY,31.98,1540,1,4,1456,4
96,TN,51.62,1778,1,29,1606,4
97,CA,48.7,2106,1,18,1824,4
98,OH,30.86,1405,0,6,1335,4
99,NY,65.24,3569,1,40,3207,4
100,CA,15.64,697,1,5,680,4
101,CA,48.97,2155,1,24,2054,4
102,NY,39.46,1968,1,16,1931,4
103,NJ,37.82,1742,1,7,1626,4
104,NE,72.62,4384,1,26,4109,4
105,OH,24.04,1755,1,6,1630,4
106,CA,29.79,1200,1,22,1137,4
107,CA,48.46,2589,1,24,2415,4
108,CA,48.18,1868,0,12,1757,4
109,FL,15.67,852,1,18,815,4
110,IL,154.65,7802,1,38,7333,4
111,TX,20.25,1019,0,11,976,4
112,OK,32.0,1709,1,21,1621,4
113,GA,24.37,1110,0,11,1037,4
114,TN,46.89,1771,0,16,1667,4
115,OH,31.57,1794,0,17,1674,4
116,CA,16.11,636,0,9,581,4
117,NY,43.11,1701,1,42,1651,4
118,NY,66.14,3399,1,23,3031,4
119,SC,31.69,1253,0,20,1202,4
120,TX,34.47,1975,1,6,1779,4
121,TX,32.12,2307,1,18,2148,4
122,OH,24.21,1162,0,5,1087,4
123,CA,32.28,1351,1,13,1261,4
124,CA,50.14,2122,1,17,2011,4
125,TX,31.94,1817,0,7,1652,4
126,OH,31.76,1475,0,8,1378,4
127,NY,65.25,3101,1,26,2575,4
128,OK,31.25,1353,1,14,1215,4
129,OK,31.97,2004,0,15,1828,4
130,TX,34.41,2129,1,9,1814,4
131,IL,47.72,1971,0,5,1867,4
132,CO,30.73,1130,0,6,1026,4
133,TX,63.71,2682,1,34,2406,4
134,CA,32.1,1493,1,14,1448,4
135,CA,19.87,1191,1,12,1181,4
136,SC,16.23,1023,1,6,959,4
137,SC,31.93,1776,0,36,1662,4
138,CA,50.74,1703,0,7,1571,4
139,CO,30.98,1106,1,8,1049,4
140,IL,98.32,4392,1,26,4093,4
141,GA,24.28,1164,1,21,1100,4
142,TX,32.31,1711,1,28,1541,4
143,CA,15.95,671,1,8,640,4
144,OH,24.57,1035,0,7,993,4
145,CO,40.03,1611,0,19,1525,4
146,NY,63.79,3270,1,37,2809,4
147,CA,16.56,728,1,4,669,4
148,OH,23.69,1274,1,9,1161,4
149,OH,23.41,1183,1,4,1055,4
150,CA,46.89,2464,1,18,2204,4
151,GA,24.13,1345,0,18,1254,4
152,OH,32.58,1777,1,34,1676,4
153,CA,49.22,2034,0,7,1895,4
154,OH,31.67,1403,1,11,1330,4
155,SC,16.09,803,0,6,745,4
156,CA,24.06,1241,1,12,1206,4
157,SC,29.91,1461,1,6,1282,4
158,CA,49.46,2044,1,13,1995,4
159,IL,152.23,8258,1,33,7316,4
160,CA,16.06,838,1,19,775,4
161,CA,15.73,555,1,7,546,4
162,IL,35.46,1424,0,12,1302,4
163,CA,49.87,2648,1,30,2473,4
164,CA,31.84,1274,1,6,1190,4
165,OH,24.28,1111,0,5,1021,4
166,CO,32.06,1443,1,14,1403,4
167,OK,32.91,1819,1,17,1677,4
168,CO,53.89,1237,0,6,1143,4
169,TX,69.91,3974,1,45,3718,4
170,CA,31.67,1068,0,4,977,4
171,IL,21.46,819,0,9,727,4
172,TX,31.6,1375,1,5,1232,4
173,NY,64.85,3286,1,45,2941,4
174,OH,32.56,1890,0,7,1780,4
175,SC,16.0,690,1,6,652,4
176,CA,20.47,722,1,13,706,4
177,CA,31.97,1278,0,9,1185,4
178,TN,48.69,1805,1,27,1605,4
179,NY,29.17,1174,1,4,1139,4
180,OK,31.64,1483,1,5,1327,4
181,OK,32.2,1708,1,9,1622,4
182,CA,18.21,791,1,18,776,4
183,CA,16.02,958,0,6,860,4
184,TX,48.53,3169,1,18,2748,4
185,TX,48.71,1788,1,8,1610,4
186,IL,51.94,2452,1,25,2302,4
187,NY,31.48,1792,1,10,1752,4
188,CA,24.08,739,1,12,709,4
189,FL,16.21,855,0,28,814,4
190,CA,49.45,2341,1,27,2210,4
191,OK,31.88,1364,0,13,1278,4
192,IL,48.95,2023,1,3,1889,4
193,CA,16.39,718,0,8,699,4
194,VA,32.18,1156,1,5,1073,4
195,VA,32.3,1809,1,16,1658,4
196,OH,32.29,1884,1,18,1811,4
197,SC,15.77,987,1,6,924,4
198,TX,20.51,902,1,9,864,4
199,CA,15.51,582,0,2,555,4
200,SC,32.28,1319,0,10,1203,4
201,CA,41.34,2522,1,14,2350,4
202,IL,34.33,1835,1,18,1756,4
203,CA,16.0,626,0,0,582,4
204,GA,37.74,1714,1,9,1551,4
205,NJ,39.42,1498,1,8,1290,4
206,OH,33.0,1795,1,15,1725,4
207,OK,32.47,1349,1,3,1222,4
208,CA,31.89,1265,0,4,1177,4
209,TX,52.54,2248,1,23,2121,4
210,CA,2.58,55,1,3,53,4
211,CA,57.07,2903,1,17,2792,4
212,GA,37.05,2042,1,19,1929,4
213,GA,32.59,1975,1,32,1883,4
214,TX,47.79,2106,1,7,1839,4
215,IL,25.83,789,1,6,748,4
216,IL,171.35,5610,1,20,5407,4
217,CA,70.07,2787,1,15,2553,4
218,CA,49.15,1654,0,4,1397,4
219,CA,32.83,1454,1,21,1363,4
220,OK,32.06,1248,1,8,1162,4
221,SC,32.32,1633,0,5,1532,4
222,CA,32.36,1389,1,10,1274,4
223,TX,68.81,2989,1,67,2744,4
224,TX,40.41,1691,1,18,1644,4
225,NJ,38.66,1678,0,14,1578,4
226,NJ,39.93,1568,1,11,1481,4
227,NE,73.26,3412,1,32,3206,4
228,NY,62.77,1535,1,11,1405,4
229,IL,150.37,3884,1,14,3721,4
230,NY,63.19,2809,1,36,2544,4
231,FL,46.14,1489,1,17,1342,4
232,TX,34.54,1664,1,8,1406,4
233,OK,31.4,1356,0,6,1233,4
234,OH,26.85,1338,1,11,1263,4
235,TX,19.59,704,0,5,665,4
236,CA,50.1,2025,0,42,1941,4
237,SC,16.1,1106,0,5,1039,4
238,TX,31.68,1724,1,12,1592,4
239,CA,48.93,1483,0,4,1395,4
240,CO,31.21,1340,0,6,1306,4
241,CA,23.64,890,0,7,867,4
242,OK,32.66,1212,1,8,1042,4
243,CO,32.54,1643,1,20,1568,4
244,GA,83.16,3926,1,41,3671,4
245,IL,37.67,1376,1,11,1260,4
246,GA,24.58,1301,0,19,1254,4
247,CA,40.49,2249,1,8,2114,4
248,IL,23.99,827,1,6,662,4
249,NY,32.17,1689,1,10,1633,4
250,TX,25.48,955,0,12,902,4
251,NY,63.18,3748,1,40,3367,4
252,NY,65.15,3522,1,28,3076,4
253,CA,16.23,903,1,6,879,4
254,TN,50.15,2471,1,44,2156,4
255,OH,32.02,1295,0,7,1239,4
256,IL,149.69,8916,1,59,8605,4
257,TX,27.53,831,0,13,721,4
258,CA,16.1,673,0,5,644,4
259,CO,32.12,1201,1,7,1147,4
260,NY,64.06,2225,1,15,2146,4
261,IL,17.55,751,1,11,588,4
262,GA,48.4,2704,1,40,2438,4
263,IL,145.29,6232,1,44,5880,4
264,GA,73.89,3825,1,45,3710,4
265,CA,48.29,2300,1,13,2202,4
266,OK,31.3,1527,0,5,1363,4
267,CA,46.6,1815,1,8,1685,4
268,NY,32.19,1429,0,6,1385,4
269,TN,48.45,1589,0,15,1469,4
270,IL,150.86,5073,1,35,4709,4
271,NJ,39.83,1558,1,13,1489,4
272,OH,40.57,1902,1,18,1830,4
273,OH,22.97,1175,0,4,1057,4
274,NJ,37.03,954,1,8,891,4
275,CA,48.63,1867,0,17,1646,4
276,TX,38.51,1533,1,7,1479,4
277,CA,48.26,1893,1,22,1745,4
278,IL,35.51,1398,1,24,1311,4
279,CO,32.15,1365,1,19,1273,4
280,OH,24.24,1417,1,5,1361,4
281,TX,25.53,943,1,5,915,4
282,NY,63.77,2879,1,18,2562,4
283,TX,40.83,1892,1,24,1799,4
284,CO,56.81,1776,0,8,1573,4
285,TX,64.53,2233,1,35,2040,4
286,TX,26.62,1532,0,32,1484,4
287,OH,0.0,0,0,0,0,4
288,CA,49.4,1997,1,13,1723,4
289,CA,48.98,1917,0,4,1670,4
290,CA,16.2,853,1,14,827,4
291,NY,64.16,2746,1,18,2491,4
292,NY,39.74,1841,1,12,1760,4
293,CA,49.83,1236,1,5,1062,4
294,CA,49.34,1813,1,16,1637,4
295,SC,16.2,734,0,9,673,4
296,CA,26.25,1137,0,11,1060,4
297,CA,78.94,2733,1,28,2575,4
298,CA,8.29,222,0,3,218,4
299,CA,56.77,3005,1,13,2956,4
300,CA,49.67,1679,1,8,1553,4
301,CA,16.31,881,1,9,867,4
302,IL,145.01,6380,1,29,6045,4
303,IL,150.26,6729,1,40,6543,4
304,CA,96.89,2634,1,24,2264,4
305,CO,53.97,1485,0,7,1398,4
306,CA,49.7,1901,1,15,1701,4
307,TX,32.15,1377,0,6,1166,4
308,NJ,37.95,1866,1,8,1668,4
309,NE,74.68,5684,1,44,5385,4
310,CA,24.25,1069,1,7,1037,4
311,TX,31.68,2055,1,13,1849,4
312,OH,24.02,1385,0,6,1302,4
313,OK,32.43,1763,1,12,1721,4
314,FL,15.85,798,1,16,733,4
315,NY,29.21,1209,1,14,1144,4
316,CA,40.61,2391,1,14,2213,4
317,CO,32.22,772,1,5,706,4
318,CA,41.76,2013,1,13,1887,4
319,CA,18.84,887,1,17,796,4
320,NJ,38.31,1529,1,19,1466,4
321,CA,24.15,1126,1,20,1100,4
322,IL,152.14,4932,1,27,4697,4
323,IL,24.64,1068,0,7,975,4
324,CA,49.28,1767,1,25,1630,4
325,OH,32.79,1844,1,24,1769,4
326,NE,75.83,3665,1,34,3315,4
327,CO,11.83,598,0,4,579,4
328,OH,23.42,1182,1,7,1098,4
329,TN,24.57,1155,0,13,1099,4
330,FL,16.37,1208,1,25,1159,4
331,IL,40.21,1649,1,22,1445,4
332,CA,84.03,2571,1,25,2337,4
333,SC,31.31,978,0,6,902,4
334,NY,62.86,2259,0,9,2125,4
335,CA,24.2,881,0,6,852,4
336,TN,49.96,2428,1,17,2240,4
337,NE,73.65,3111,1,16,2899,4
338,CA,49.97,2412,1,25,2303,4
339,CA,40.49,1953,1,11,1885,4
340,TX,39.11,1988,1,17,1877,4
341,CO,32.04,1211,1,6,1160,4
342,CA,46.5,2381,1,30,2203,4
343,OH,24.12,1678,1,9,1530,4
344,IL,37.49,1223,1,19,1162,4
345,OH,33.29,1849,1,19,1746,4
346,CA,49.93,1966,1,6,1873,4
347,TX,40.43,1634,1,15,1584,4
348,CA,48.26,1644,1,16,1368,4
349,NE,56.78,2381,1,17,2142,4
350,CO,40.06,1759,1,18,1684,4
351,NY,86.25,3470,1,25,3336,4
352,OH,56.57,2387,0,11,2269,4
353,TN,49.06,2718,1,31,2540,4
354,SC,32.91,1325,0,8,1234,4
355,NJ,38.53,1844,1,6,1770,4
356,CO,31.39,1635,0,5,1580,4
357,NJ,39.13,1198,1,4,1138,4
358,OK,32.34,1774,1,11,1696,4
359,OK,32.56,2024,1,16,1935,4
360,CA,48.99,1754,0,10,1655,4
361,TX,39.78,1626,1,18,1573,4
362,NJ,39.11,1686,1,10,1599,4
363,CO,31.95,1500,0,6,1453,4
364,IL,20.87,782,0,6,704,4
365,OH,32.02,1479,1,4,1413,4
366,OH,32.38,1729,1,16,1653,4
367,NY,62.42,2010,1,18,1862,4
368,CA,48.15,1706,1,7,1545,4
369,CA,31.99,1593,1,16,1555,4
370,OH,33.24,1313,0,15,1192,4
371,CA,15.59,513,1,8,503,4
372,CO,30.93,889,1,14,817,4
373,IL,150.06,6991,1,138,6433,4
374,CA,23.89,1253,1,15,1214,4
375,CA,23.02,664,0,1,650,4
376,CA,81.42,2177,1,28,1959,4
377,OH,32.32,1064,0,8,996,4
378,TX,20.28,798,1,9,761,4
379,NY,32.32,1721,1,12,1694,4
380,SC,32.32,1559,1,25,1438,4
381,NY,31.76,1446,1,8,1427,4
382,CA,49.64,1971,1,15,1840,4
383,OH,32.08,1253,0,5,1218,4
384,SC,30.87,1447,1,9,1319,4
385,SC,28.94,1444,0,10,1241,4
386,TX,66.88,2869,1,45,2715,4
387,CA,15.88,630,0,5,612,4
388,CO,30.16,1505,1,14,1422,4
389,CA,40.88,2671,1,17,2498,4
390,NJ,39.4,2055,1,12,1947,4
391,GA,32.37,2294,1,35,2149,4
392,CA,48.49,2384,0,33,2161,4
393,NY,28.99,1417,0,9,1388,4
394,TX,47.52,2226,1,15,2104,4
395,CO,32.12,1981,1,12,1926,4
396,TX,31.29,1478,1,15,1328,4
397,CA,32.92,1302,1,11,1222,4
398,CO,31.83,1199,1,10,1153,4
399,CA,46.93,2241,1,21,2003,4
400,CO,40.97,1789,1,23,1712,4
401,CA,16.25,692,1,18,677,4
402,SC,32.58,1778,1,21,1670,4
403,VA,0.0,0,0,0,0,4
404,IL,145.36,6493,1,32,5922,4
405,OK,31.75,1559,1,11,1489,4
406,IL,47.38,1972,1,10,1844,4
407,IL,20.88,673,1,6,595,4
408,IL,23.45,1007,0,4,907,4
409,NY,67.79,3160,1,32,2814,4
410,OK,26.18,1151,0,11,1085,4
411,OK,32.19,1559,1,9,1496,4
412,NY,56.78,2424,1,16,2257,4
413,NY,38.84,1832,0,18,1759,4
414,NJ,40.17,1351,1,13,1252,4
415,SC,15.9,910,0,3,858,4
416,VA,30.78,889,0,9,787,4
417,IL,24.34,1248,0,8,1163,4
418,CA,49.33,1864,1,9,1752,4
419,OH,32.27,1968,0,15,1878,4
420,NJ,39.09,1613,1,6,1535,4
421,NE,75.22,8486,1,84,8227,4
422,FL,24.49,858,1,8,784,4
423,NY,32.41,1066,0,10,969,4
424,IL,94.98,3651,1,19,3485,4
425,OH,31.29,1599,1,10,1524,4
426,CA,31.75,1153,1,8,1044,4
427,SC,31.64,1483,1,7,1316,4
428,TX,63.88,2755,1,30,2570,4
429,FL,25.37,956,0,9,853,4
430,TX,19.41,721,0,5,703,4
431,SC,16.12,973,1,7,917,4
432,TX,28.29,894,1,8,864,4
433,GA,24.6,1037,0,9,985,4
434,CA,32.13,1361,1,13,1223,4
435,CA,46.94,2015,1,19,1807,4
436,CO,40.65,1524,0,14,1460,4
437,CA,41.88,2751,1,17,2591,4
438,CA,15.96,751,1,4,718,4
439,CO,33.04,1292,1,18,1187,4
440,CA,49.49,2065,1,18,1971,4
441,CA,24.18,540,1,6,512,4
442,CA,15.99,747,0,1,680,4
443,CO,56.76,1290,0,3,1171,4
444,NE,54.68,2726,1,56,2480,4
445,SC,16.3,801,0,6,760,4
446,NY,62.37,3411,1,35,2979,4
447,OH,31.98,941,0,8,867,4
448,NY,31.76,1023,0,4,952,4
449,CA,32.27,1674,1,13,1618,4
450,CA,31.7,1138,1,16,1031,4
451,CA,16.04,803,1,6,758,4
452,CA,52.32,1919,1,16,1800,4
453,NJ,39.59,1606,1,14,1545,4
454,IL,49.2,2534,1,17,2361,4
455,TX,39.33,1626,1,17,1572,4
456,CA,47.85,1366,0,5,1228,4
457,IL,146.39,5948,1,35,5503,4
458,CO,32.5,1582,0,5,1434,4
459,SC,32.37,1943,1,41,1800,4
460,CA,16.05,784,1,6,744,4
461,TX,66.61,3241,1,54,3040,4
462,CA,49.48,1337,0,8,1205,4
463,TX,20.77,818,0,4,721,4
464,IL,145.1,6940,1,69,6701,4
465,OK,24.2,1246,0,7,1189,4
466,CA,51.71,2622,1,25,2485,4
467,CO,26.14,1880,1,24,1827,4
468,NY,32.35,1704,1,7,1663,4
469,IL,34.48,1555,0,11,1364,4
470,CA,100.31,2785,1,32,2652,4
471,OH,53.46,2707,1,13,2505,4
472,OH,23.94,1113,1,10,1068,4
473,IL,24.02,1475,1,11,1332,4
474,OK,31.56,1567,1,21,1483,4
475,CA,23.84,675,1,17,634,4
476,TX,39.75,2486,0,19,2336,4
477,CA,47.17,1720,0,11,1482,4
478,GA,45.42,2878,1,17,2619,4
479,OK,33.54,1301,0,8,1195,4
480,GA,23.96,930,0,3,864,4
481,CA,109.75,2724,1,44,2484,4
482,CA,49.04,1391,1,5,1279,4
483,CA,49.01,2032,1,17,1914,4
484,TX,31.66,2410,1,22,2136,4
485,OH,54.99,2291,0,17,2174,4
486,TX,20.25,923,1,10,894,4
487,NY,55.72,2987,1,32,2731,4
488,CA,49.24,2234,1,41,1952,4
489,CO,32.5,1374,0,8,1219,4
490,TX,25.95,1217,0,4,1156,4
491,NY,63.16,3704,1,43,3288,4
492,TX,34.17,1981,1,11,1825,4
493,NY,63.0,1991,1,16,1854,4
494,NE,74.88,5118,1,26,4781,4
495,CA,57.5,2510,0,15,2439,4
496,TX,53.11,1718,1,29,1664,4
497,IL,148.18,5806,1,26,5487,4
498,NY,70.38,3691,1,51,3305,4
499,TN,49.75,1693,1,9,1583,4
500,SC,28.72,1196,1,11,1110,4
501,NY,32.02,1174,0,5,1110,4
502,NY,63.2,3462,1,26,3089,4
503,NY,64.61,2643,1,10,2535,4
504,CA,49.63,1880,1,13,1654,4
505,OK,31.15,1678,0,13,1552,4
506,SC,15.9,720,0,6,675,4
507,TX,40.85,2226,1,15,1967,4
508,TX,63.93,3139,1,50,2951,4
509,CA,54.89,2727,1,21,2493,4
510,CA,31.45,1476,1,16,1405,4
511,OH,42.39,1713,0,9,1590,4
512,IL,34.52,1435,0,16,1384,4
513,SC,15.86,905,1,6,854,4
514,IL,145.43,4191,1,12,3880,4
515,CA,49.64,2424,0,15,2337,4
516,TX,17.24,644,1,5,603,4
517,CA,25.11,989,0,13,951,4
518,TX,32.35,2875,1,21,2515,4
519,CA,49.37,2798,1,26,2670,4
520,CO,33.0,1437,0,8,1370,4
521,NY,32.41,1411,0,4,1371,4
522,OH,32.41,1450,0,13,1383,4
523,IL,143.92,4278,1,28,3987,4
524,TX,27.66,1155,0,12,1097,4
525,CA,50.4,978,1,24,927,4
526,TX,32.91,2353,1,5,2142,4
527,IL,34.48,1100,0,5,992,4
528,VA,30.72,1913,1,7,1802,4
529,CA,19.01,696,1,8,668,4
530,NY,30.15,1196,1,9,1173,4
531,CO,39.85,1401,0,12,1255,4
532,NY,40.12,1770,1,16,1690,4
533,OH,24.33,1390,1,8,1309,4
534,GA,23.43,1321,1,16,1280,4
535,CA,16.06,561,1,9,525,4
536,OH,24.24,1280,1,5,1152,4
537,CA,24.42,824,1,5,770,4
538,CA,49.84,2133,1,15,2078,4
539,OH,31.58,1196,1,12,1125,4
540,OH,23.83,1839,1,5,1730,4
541,IL,143.7,5588,1,34,5260,4
542,NJ,19.27,521,0,3,472,4
543,OH,31.67,1527,0,7,1421,4
544,CA,49.33,2617,1,31,2554,4
545,TX,49.96,2805,1,28,2642,4
546,CA,41.25,2676,1,16,2486,4
547,IL,26.47,1177,0,12,1090,4
548,OK,33.01,1220,1,12,1098,4
549,IL,18.16,803,0,6,706,4
550,IL,37.08,1671,0,38,1563,4
551,CO,40.29,1755,0,17,1674,4
552,TX,32.74,1920,1,22,1770,4
553,OH,23.44,1630,0,5,1469,4
554,IL,146.84,7214,1,19,6884,4
555,OH,46.3,2367,1,25,2154,4
556,TX,32.79,1863,0,12,1667,4
557,CA,83.13,2762,1,29,2562,4
558,IL,23.92,794,1,7,528,4
559,IL,145.36,4570,1,38,4245,4
560,CO,32.3,1767,1,26,1699,4
561,TN,48.42,1857,1,18,1749,4
562,CA,24.53,1070,0,5,1050,4
563,CA,31.76,1629,0,14,1571,4
564,CA,47.92,2501,1,13,2426,4
565,SC,44.02,2087,1,19,1943,4
566,TX,49.24,2057,1,20,1891,4
567,OH,31.96,1774,1,5,1692,4
568,TN,82.01,3807,1,19,3582,4
569,IL,24.14,1263,0,14,1118,4
570,CA,99.23,2968,1,42,2658,4
571,NE,75.97,5383,1,50,5178,4
572,NJ,43.62,1521,1,11,1245,4
573,TX,39.54,2082,1,14,2032,4
574,OH,65.58,2901,1,24,2697,4
575,NJ,38.63,1743,1,14,1589,4
576,TX,20.16,586,1,4,540,4
577,GA,24.53,1272,1,34,1182,4
578,IL,151.14,4304,1,32,3832,4
579,IL,152.78,7261,1,38,6894,4
580,CO,31.71,2185,0,11,2093,4
581,CA,48.29,1460,0,5,1295,4
582,CA,45.93,2414,1,21,2177,4
583,IL,34.7,1549,1,13,1393,4
584,TX,40.75,1150,1,10,1060,4
585,NY,32.03,1829,1,10,1777,4
586,CA,16.05,599,1,8,580,4
587,CA,33.4,1104,1,13,1054,4
588,IL,152.54,6673,1,23,6478,4
589,CA,81.25,3089,1,20,2829,4
590,TX,32.2,1904,1,9,1710,4
591,CA,51.62,2016,1,37,1798,4
592,TN,50.11,1844,1,21,1700,4
593,TX,19.84,652,0,9,621,4
594,IL,34.25,1340,1,11,1165,4
595,NY,62.8,2284,1,12,2206,4
596,NY,31.86,1097,1,5,1047,4
597,IL,24.25,1017,1,10,931,4
598,CA,49.27,2019,1,10,1881,4
599,OH,24.48,1413,0,10,1290,4
600,IL,149.15,6235,1,41,5566,4
601,GA,80.78,3942,1,18,3748,4
602,NY,32.19,1469,0,5,1389,4
603,CA,52.13,1897,1,8,1750,4
604,CA,97.62,3074,1,34,2875,4
605,CA,49.62,1994,1,28,1898,4
606,GA,85.07,3350,1,25,3232,4
607,CA,49.14,2374,1,31,2256,4
608,CO,31.4,1374,1,7,1333,4
609,OK,31.47,1352,0,6,1264,4
610,CO,31.34,1834,1,22,1724,4
611,NJ,39.35,1470,1,11,1402,4
612,CA,16.3,635,1,18,628,4
613,TX,69.91,2988,1,61,2804,4
614,IL,31.75,1229,1,23,1143,4
615,CA,41.59,1930,1,15,1771,4
616,CA,48.0,1339,1,13,1183,4
617,OH,24.28,1395,1,7,1256,4
618,CA,16.23,596,1,8,589,4
619,CA,70.5,2588,1,19,2360,4
620,CA,48.5,2156,1,25,1979,4
621,CA,32.02,1503,1,9,1459,4
622,OH,31.35,2192,1,34,2108,4
623,IL,143.76,6243,1,32,5940,4
624,IL,148.22,8301,1,61,7935,4
625,TX,32.49,1680,1,11,1498,4
626,OK,33.43,1340,1,10,1233,4
627,TX,48.23,2262,1,17,2074,4
628,CO,32.14,1274,1,9,1208,4
629,TX,67.25,3262,1,37,3125,4
630,OH,31.5,1320,1,4,1166,4
631,CO,41.07,1513,1,12,1446,4
632,SC,32.35,1694,1,9,1586,4
633,TN,49.52,2037,1,8,1837,4
634,NY,63.99,3384,1,65,2984,4
635,NY,63.95,2536,1,18,2419,4
636,CA,49.02,2228,1,21,2085,4
637,CA,45.39,1811,1,16,1640,4
638,NE,74.97,5327,1,28,4889,4
639,SC,16.5,705,1,4,683,4
640,CA,48.71,2122,1,19,2031,4
641,IL,143.54,4187,1,25,3804,4
642,CA,53.11,1821,1,21,1705,4
643,CA,47.77,1620,1,6,1445,4
644,IL,171.61,5258,1,23,4827,4
645,NY,29.98,1196,1,11,1152,4
646,NY,32.41,1062,1,6,1013,4
647,OH,21.92,1315,0,22,1185,4
648,CO,31.79,1645,1,5,1521,4
649,NY,64.49,3394,0,29,2951,4
650,TX,64.0,3048,1,51,2877,4
651,CA,24.2,821,0,10,782,4
652,NY,61.46,2495,1,13,2362,4
653,TX,26.05,1508,0,11,1452,4
654,CO,32.17,1077,1,5,1029,4
655,OK,32.82,1352,1,14,1225,4
656,TN,48.13,2694,1,31,2564,4
657,CA,18.59,596,1,9,584,4
658,TX,30.58,1452,1,7,1356,4
659,VA,32.04,1781,0,16,1643,4
660,CA,48.52,2139,0,27,1865,4
661,CA,56.98,2806,1,17,2736,4
662,NE,75.72,4118,1,45,3936,4
663,OH,31.7,1551,1,9,1438,4
664,CO,32.39,1092,1,13,1043,4
665,NY,61.78,2820,1,24,2740,4
666,TX,19.42,894,1,6,845,4
667,TX,38.98,1507,1,9,1348,4
668,IL,149.64,6701,1,74,6209,4
669,TX,19.74,736,1,10,695,4
670,OH,32.03,1365,1,12,1265,4
671,CA,48.94,1486,1,11,1302,4
672,CO,31.3,1457,0,13,1375,4
673,CA,15.95,739,1,8,728,4
674,CA,32.36,1409,1,21,1310,4
675,SC,16.06,948,0,5,898,4
