,state,spend,Impressions,leads,link_clicks,reach,Agency Tiers
27861,RI,7.9,676,1,3,649,
27862,TX,13.38,650,0,2,617,
27863,NJ,15.04,911,1,3,881,
27864,TN,7.67,528,1,2,512,
27865,MI,32.96,2400,1,7,2284,
27866,CT,14.99,1037,1,2,948,
27867,NC,15.17,1604,1,3,1512,
27868,CA,39.65,2627,1,11,2475,
27869,NJ,16.04,698,0,6,673,
27870,TX,17.11,582,0,4,556,
27871,TX,10.43,794,0,2,746,
27872,LA,24.25,1641,1,3,1573,
27873,MS,14.12,1260,0,4,1166,
27874,TX,10.95,1003,0,2,923,
27875,CO,14.92,931,0,1,892,
27876,TX,15.62,483,0,2,454,
27877,TX,5.29,476,0,2,463,
27878,TX,16.11,1160,1,4,1065,
27879,GA,6.46,517,0,1,474,
27880,TN,7.91,593,1,2,573,
27881,TN,12.35,1051,1,1,989,
27882,IA,16.68,1943,1,5,1732,
27883,NC,9.26,788,1,1,726,
27884,CO,11.74,1108,0,1,1040,
27885,CA,33.29,1941,1,7,1877,
27886,NC,0.0,0,0,0,0,
27887,PA,15.83,776,1,2,720,
27888,PA,7.62,620,0,2,590,
27889,MN,0.0,0,0,0,0,
27890,CA,15.67,1256,0,1,1234,
27891,NC,0.0,0,0,0,0,
27892,TX,9.65,907,1,2,865,
27893,TN,0.0,0,0,0,0,
27894,CO,39.46,2681,0,5,2502,
27895,LA,30.41,2982,1,10,2763,
27896,PA,8.19,505,0,2,459,
27897,ME,4.47,274,0,1,268,
27898,NJ,15.08,696,1,8,671,
27899,CT,14.99,624,0,5,580,
27900,MO,10.46,985,1,2,900,
27901,CO,33.24,2786,1,8,2514,
27902,TN,19.54,1268,1,2,1218,
27903,PA,21.5,1923,1,2,1837,
27904,TX,6.03,461,0,4,432,
27905,TX,14.73,1034,1,2,1005,
27906,GA,10.26,720,1,2,685,
27907,MI,16.63,836,1,4,783,
27908,NC,32.66,1853,1,8,1690,
27909,TX,12.18,907,1,7,864,
27910,SC,20.41,1249,0,9,1168,
27911,MO,11.12,780,1,1,696,
27912,MA,10.52,946,1,3,896,
27913,TN,2.0,77,0,0,77,
27914,RI,13.35,1113,1,3,1079,
27915,NC,26.08,1871,1,5,1676,
27916,TN,33.1,3039,0,10,2698,
27917,MO,6.49,461,0,0,438,
27918,NC,11.28,994,1,4,955,
27919,TN,48.28,3732,0,13,3526,
27920,TX,21.26,1235,1,5,1160,
27921,TX,15.92,1103,1,7,1051,
27922,NJ,0.0,0,0,0,0,
27923,NJ,15.24,1157,1,3,1107,
27924,LA,8.49,681,0,4,621,
27925,TX,8.56,756,1,6,708,
27926,PA,5.31,289,0,3,262,
27927,MA,10.35,435,1,2,391,
27928,OH,0.92,38,0,0,36,
27929,NC,36.88,3017,0,9,2867,
27930,TX,11.32,611,1,4,582,
27931,MS,12.54,729,1,3,668,
27932,MO,6.04,276,0,1,273,
27933,WI,47.75,4475,1,10,4084,
27934,GA,10.36,818,0,2,796,
27935,LA,48.5,3111,0,15,2920,
27936,CA,0.0,0,0,0,0,
27937,NJ,12.54,591,0,4,566,
27938,CO,11.73,782,0,1,767,
27939,MS,12.28,725,0,4,650,
27940,NC,35.13,864,0,4,771,
27941,CA,42.64,2849,1,9,2710,
27942,CO,0.0,0,0,0,0,
27943,MS,11.51,774,0,3,702,
27944,TX,15.59,1192,1,7,1104,
27945,MS,11.09,685,0,5,592,
27946,TX,16.45,608,1,4,570,
27947,PA,10.5,747,1,4,659,
27948,TN,27.24,2097,1,8,2023,
27949,CA,10.84,712,1,5,697,
27950,CO,12.84,828,0,2,725,
27951,NC,9.87,888,0,3,794,
27952,CA,16.58,1736,1,12,1603,
27953,TN,33.13,2071,0,2,2002,
27954,IA,16.22,1190,1,3,1138,
27955,VA,17.32,1287,0,3,1223,
27956,NJ,14.75,1164,1,3,1138,
27957,CA,16.55,596,0,3,540,
27958,GA,13.98,1093,1,3,1062,
27959,PA,6.43,343,0,0,317,
27960,MN,4.84,305,0,0,299,
27961,CA,0.0,0,0,0,0,
27962,TN,17.29,1344,0,1,1278,
27963,TN,2.71,142,0,2,131,
27964,CO,15.89,969,0,3,915,
27965,NC,10.29,726,1,1,679,
27966,GA,0.0,0,0,0,0,
27967,MS,15.61,775,1,7,692,
27968,CA,0.0,0,0,0,0,
27969,PA,0.0,0,0,0,0,
27970,SC,14.23,1570,0,2,1392,
27971,CA,2.01,65,0,0,65,
27972,MN,0.0,0,0,0,0,
27973,CA,21.44,1088,1,7,1038,
27974,TX,5.62,364,0,2,348,
27975,NC,13.97,824,1,2,787,
27976,MN,0.0,0,0,0,0,
27977,GA,13.35,1056,1,4,1006,
27978,LA,14.87,1296,0,4,1252,
27979,MO,6.71,459,0,1,444,
27980,PA,3.83,360,0,1,335,
27981,CA,25.47,2516,0,7,2423,
27982,GA,20.21,1109,0,3,1007,
27983,TX,13.02,753,1,2,721,
27984,CA,0.0,0,0,0,0,
27985,ME,9.71,663,0,2,638,
27986,NJ,0.0,0,0,0,0,
27987,NJ,17.28,630,1,2,591,
27988,MO,8.12,669,1,1,645,
27989,MN,23.68,1625,1,2,1480,
27990,TX,8.24,478,0,2,456,
27991,GA,13.63,742,1,5,699,
27992,LA,47.55,5613,1,13,4982,
27993,NC,9.2,837,1,7,783,
27994,NJ,15.38,612,0,2,581,
27995,ME,13.6,1252,1,6,1206,
27996,CA,9.63,299,0,2,291,
27997,SC,10.4,1050,1,8,1024,
27998,TN,12.12,598,1,1,553,
27999,MO,12.53,590,0,0,566,
28000,TX,14.24,992,1,4,859,
28001,MO,11.5,668,0,2,643,
28002,CA,5.89,525,0,5,503,
28003,TX,9.26,779,0,3,749,
28004,NJ,16.35,633,0,3,591,
28005,CA,10.43,692,1,4,675,
28006,CA,12.82,999,1,1,918,
28007,LA,29.9,3230,1,11,2891,
28008,PA,28.44,1945,1,6,1807,
28009,MO,9.12,780,0,2,751,
28010,PA,8.0,534,0,1,508,
28011,CA,18.62,1118,1,5,1073,
28012,MS,14.95,1223,1,5,1109,
28013,SC,7.1,357,0,2,321,
28014,MO,12.89,1042,1,3,957,
28015,TX,0.0,0,0,0,0,
28016,NJ,14.91,957,0,1,926,
28017,TX,15.14,614,0,3,568,
28018,TX,14.86,679,0,7,639,
28019,NC,17.18,1179,0,5,1099,
28020,CT,14.05,759,1,2,720,
28021,SC,10.78,775,0,0,701,
28022,CT,15.71,721,1,2,662,
28023,MO,0.0,0,0,0,0,
28024,NC,8.87,734,0,0,705,
28025,CA,17.75,632,0,1,601,
28026,TX,8.41,972,0,1,940,
28027,TN,8.37,464,1,3,457,
28028,NJ,15.0,877,0,2,837,
28029,CA,12.44,568,1,4,529,
28030,CT,16.27,698,0,1,654,
28031,TN,31.55,1450,1,5,1384,
28032,MI,3.7,65,0,1,64,
28033,TX,10.35,435,1,3,397,
28034,GA,10.56,958,1,2,819,
28035,MI,6.96,487,0,3,450,
28036,MI,16.77,1543,0,2,1463,
28037,NC,33.08,1903,1,7,1740,
28038,PA,14.67,1052,0,2,1015,
28039,CO,30.11,1109,1,22,1007,
28040,PA,0.0,0,0,0,0,
28041,PA,7.87,517,1,2,480,
28042,SC,9.99,586,0,2,527,
28043,NJ,14.98,742,1,7,708,
28044,CO,16.27,1014,0,2,931,
28045,NM,17.85,1212,1,5,1137,
28046,SC,19.87,1544,1,8,1481,
28047,TX,25.15,1299,0,7,1149,
28048,CA,7.81,493,0,1,462,
28049,MS,12.52,749,0,0,675,
28050,MA,20.21,1777,0,2,1689,
28051,TX,15.95,1341,1,4,1249,
28052,VA,16.41,1495,0,2,1389,
28053,NC,17.7,1084,0,6,974,
28054,MS,15.66,1092,0,6,1036,
28055,MI,16.9,1195,1,8,1097,
28056,TN,0.0,0,0,0,0,
28057,RI,4.16,399,0,1,386,
28058,TN,25.25,1549,0,5,1409,
28059,GA,11.52,841,0,2,804,
28060,CA,24.93,1513,1,7,1424,
28061,OH,24.19,2156,1,2,1967,
28062,PA,20.91,1514,1,2,1400,
28063,TX,7.52,624,1,2,610,
28064,ME,14.1,1113,0,5,931,
28065,TN,0.0,0,0,0,0,
28066,CA,10.2,694,0,2,668,
28067,CA,0.0,0,0,0,0,
28068,CA,19.34,1519,1,6,1462,
28069,FL,25.05,2272,0,15,2151,
28070,TN,13.47,720,0,1,689,
28071,IA,0.0,0,0,0,0,
28072,RI,18.28,1850,1,9,1772,
28073,TX,14.51,688,1,4,644,
28074,MS,15.36,800,1,5,720,
28075,MO,7.97,644,0,1,626,
28076,TX,0.0,0,0,0,0,
28077,NC,0.0,0,0,0,0,
28078,NC,16.5,871,1,8,766,
28079,MN,5.28,244,1,1,232,
28080,NC,16.42,2083,0,6,1901,
28081,GA,8.88,720,0,0,687,
28082,GA,10.08,487,1,1,467,
28083,PA,15.66,1043,0,2,944,
28084,CA,0.0,0,0,0,0,
28085,MO,0.0,0,0,0,0,
28086,MI,8.78,498,0,2,468,
28087,MI,10.6,746,1,4,671,
28088,PA,21.73,1859,0,2,1766,
28089,TX,32.88,2672,1,10,2454,
28090,PA,6.15,382,1,2,361,
28091,CO,17.59,1277,0,3,1186,
28092,NC,32.91,1768,0,4,1654,
28093,CO,8.57,630,0,2,610,
28094,PA,22.44,1763,0,2,1657,
28095,SC,3.79,396,0,1,343,
28096,TN,8.44,618,1,2,591,
28097,TX,14.63,854,1,3,828,
28098,IA,0.0,0,0,0,0,
28099,PA,6.03,334,0,1,311,
28100,MO,6.44,491,0,0,473,
28101,PA,16.07,755,0,2,702,
28102,NC,12.69,759,1,3,700,
28103,OH,11.06,1441,0,1,1343,
28104,MO,36.94,2470,1,12,2254,
28105,TX,11.14,864,0,2,795,
28106,MN,11.19,643,1,2,583,
28107,MO,12.32,801,1,2,767,
28108,NJ,15.08,638,0,2,595,
28109,SC,20.86,1579,1,4,1508,
28110,CA,41.54,2106,0,12,2018,
28111,PA,17.4,709,0,4,668,
28112,TX,15.57,749,0,4,687,
28113,TX,0.0,0,0,0,0,
28114,CA,10.38,464,1,4,425,
28115,NC,19.37,1392,1,5,1286,
28116,CT,15.26,636,0,3,597,
28117,TN,21.42,1628,1,3,1536,
28118,GA,24.17,1046,1,3,982,
28119,ME,50.04,3579,1,14,3059,
28120,MO,8.16,618,0,1,594,
28121,TX,15.76,577,0,1,549,
28122,IA,13.89,822,1,6,735,
28123,GA,16.47,1020,0,1,941,
28124,TN,3.06,177,0,0,174,
28125,MS,15.97,734,0,2,666,
28126,TX,33.53,1742,1,13,1621,
28127,CT,64.51,2421,1,17,2167,
28128,CO,7.92,293,1,3,251,
28129,CA,17.42,1395,1,6,1306,
28130,MN,4.43,361,1,4,344,
28131,TN,23.91,1570,0,3,1424,
28132,GA,15.38,328,1,3,224,
28133,NC,0.0,0,0,0,0,
28134,NC,18.56,1134,0,2,1040,
28135,TX,4.98,345,0,0,323,
28136,PA,8.18,1116,1,4,1027,
28137,TX,12.85,796,1,4,755,
28138,NJ,15.47,817,1,3,735,
28139,NJ,0.0,0,0,0,0,
28140,MO,8.07,459,1,2,444,
28141,PA,18.55,763,0,2,693,
28142,NC,28.09,3737,1,6,3483,
28143,TN,5.97,372,0,1,359,
28144,CA,37.93,2552,1,13,2430,
28145,MS,14.3,967,0,7,831,
28146,TX,17.81,1021,0,1,964,
28147,MN,5.46,267,0,0,253,
28148,NJ,15.23,778,1,4,770,
28149,NJ,16.02,709,0,4,683,
28150,NC,18.28,796,1,4,749,
28151,RI,21.0,1413,1,3,1260,
28152,TX,16.26,927,0,4,871,
28153,NM,18.05,1356,1,3,1259,
28154,LA,0.0,0,0,0,0,
28155,GA,23.42,1230,1,5,1146,
28156,LA,0.0,0,0,0,0,
28157,MO,6.39,412,0,1,401,
28158,GA,12.18,729,1,7,678,
28159,NJ,14.46,709,0,1,630,
28160,NC,24.2,1782,0,5,1678,
28161,RI,11.69,864,0,3,775,
28162,TN,18.09,1732,1,6,1661,
28163,TX,13.21,302,0,3,278,
28164,LA,9.37,837,0,3,730,
28165,TX,8.2,736,0,2,703,
28166,MI,0.0,0,0,0,0,
28167,TX,13.68,565,1,4,546,
28168,CA,7.16,349,0,0,330,
28169,TN,22.12,1471,1,7,1398,
28170,CO,5.15,404,0,1,379,
28171,MO,6.22,333,0,0,311,
28172,CO,13.95,1125,0,5,984,
28173,CA,4.35,297,0,3,288,
28174,CA,10.0,481,1,4,449,
28175,IA,0.0,0,0,0,0,
28176,CO,38.82,2561,0,4,2278,
28177,TX,13.23,969,0,0,912,
28178,RI,6.24,493,0,3,471,
28179,TX,14.06,803,0,4,668,
28180,GA,9.46,545,0,0,488,
28181,LA,9.34,785,1,3,670,
28182,NC,0.0,0,0,0,0,
28183,GA,16.19,864,1,8,835,
28184,NJ,12.75,610,0,6,548,
28185,CA,16.54,1310,1,6,1203,
28186,TN,13.47,903,1,3,846,
28187,MS,12.66,558,0,3,514,
28188,LA,13.64,1059,1,7,992,
28189,CO,20.92,788,0,1,765,
28190,GA,5.97,405,0,2,387,
28191,NC,0.0,0,0,0,0,
28192,PA,14.82,1178,1,5,1136,
28193,NJ,16.49,1018,0,2,967,
28194,NC,10.35,735,1,5,688,
28195,MO,7.34,352,0,0,330,
28196,TN,0.0,0,0,0,0,
28197,WI,0.0,0,0,0,0,
28198,CA,24.14,2226,1,5,2004,
28199,NC,14.99,1349,1,5,1141,
28200,NC,4.95,289,0,1,285,
28201,NC,10.15,937,0,1,882,
28202,CA,12.98,895,0,2,837,
28203,CA,17.86,1199,1,6,1105,
28204,TX,0.0,0,0,0,0,
28205,MA,33.68,3127,1,10,2887,
28206,LA,5.11,340,0,1,307,
28207,NC,0.0,0,0,0,0,
28208,TX,14.61,488,0,2,456,
28209,MI,5.99,264,0,1,238,
28210,CT,15.78,679,0,1,636,
28211,CO,15.29,1324,0,4,1261,
28212,GA,35.36,2671,0,7,2424,
28213,NJ,18.74,528,0,2,465,
28214,PA,0.0,0,0,0,0,
28215,TX,14.92,545,0,0,522,
28216,TN,3.07,186,0,1,182,
28217,TX,10.4,662,0,1,617,
28218,NC,0.0,0,0,0,0,
28219,NC,31.59,1464,0,4,1314,
28220,GA,10.8,1028,0,2,923,
28221,TX,16.02,821,1,2,773,
28222,SC,20.5,1743,0,7,1560,
28223,IA,12.03,1131,0,1,1017,
28224,MO,0.0,0,0,0,0,
28225,CA,18.61,1098,1,2,1066,
28226,TX,14.74,999,1,5,966,
28227,LA,15.27,1567,1,5,1510,
28228,TN,23.98,1643,0,7,1515,
28229,MO,6.19,373,0,0,367,
28230,PA,6.71,329,0,0,304,
28231,SC,10.28,1024,1,10,962,
28232,CO,10.33,592,0,0,571,
28233,NJ,14.61,773,0,4,666,
28234,TN,9.57,579,1,0,573,
28235,MO,3.11,154,1,1,148,
28236,NJ,12.86,584,0,6,525,
28237,NC,35.62,3172,1,11,2930,
28238,PA,3.33,148,0,0,141,
28239,TN,11.31,525,0,4,483,
28240,VA,16.19,1462,1,5,1364,
28241,MO,8.12,579,1,1,556,
28242,LA,50.55,4165,1,13,3920,
28243,TN,14.22,1443,1,2,1390,
28244,TN,12.96,400,0,3,366,
28245,LA,0.0,0,0,0,0,
28246,MO,9.61,849,1,2,821,
28247,MI,8.65,528,1,3,488,
28248,CA,11.35,620,0,5,563,
28249,MN,7.81,471,0,2,441,
28250,MS,12.11,775,0,4,717,
28251,CA,15.22,1283,1,1,1233,
28252,TX,13.3,752,1,4,725,
28253,CO,11.02,534,0,2,504,
28254,CA,11.7,372,0,1,351,
28255,TX,13.06,964,0,4,900,
28256,TN,13.97,812,1,6,770,
28257,CA,5.72,446,0,1,437,
28258,CA,17.34,582,0,6,553,
28259,PA,16.39,729,0,3,672,
28260,MI,11.51,575,0,1,525,
28261,PA,6.29,397,0,1,371,
28262,MS,15.47,884,0,4,806,
28263,TX,19.01,973,1,7,934,
28264,NC,15.97,521,1,2,500,
28265,TX,18.36,1000,1,3,954,
28266,PA,15.16,580,0,10,533,
28267,MI,24.05,1545,1,11,1389,
28268,GA,6.33,290,1,1,283,
28269,NC,31.39,2018,0,6,1809,
28270,NC,12.65,1011,1,3,963,
28271,GA,18.48,494,0,1,329,
28272,CA,14.13,1029,0,3,978,
28273,CO,5.14,351,0,2,343,
28274,TN,0.0,0,0,0,0,
28275,TX,13.94,868,0,0,833,
28276,NC,12.7,813,0,2,774,
28277,MN,11.78,758,1,1,732,
28278,NJ,0.0,0,0,0,0,
28279,GA,19.79,1249,0,4,1169,
28280,CA,8.21,382,1,1,367,
28281,NC,19.75,1158,0,5,1093,
28282,CA,0.0,0,0,0,0,
28283,LA,8.32,830,0,2,761,
28284,MO,13.25,996,1,10,971,
28285,CA,0.0,0,0,0,0,
28286,MS,13.45,552,1,3,485,
28287,PA,13.69,1091,1,3,970,
28288,MS,14.67,1307,1,5,1247,
28289,GA,15.2,1141,0,4,1073,
28290,PA,19.3,615,0,4,561,
28291,IA,12.05,877,0,7,806,
28292,CO,15.7,831,0,4,785,
28293,PA,0.0,0,0,0,0,
28294,NJ,14.27,722,1,4,688,
28295,NC,18.1,1269,0,2,1191,
28296,TX,6.0,437,0,1,417,
28297,CA,10.94,648,0,1,598,
28298,GA,22.36,1929,0,4,1816,
28299,TX,15.59,671,1,2,618,
28300,MO,8.24,683,0,2,657,
28301,MS,14.25,1296,1,6,1184,
28302,RI,31.62,3033,1,6,2912,
28303,MI,8.78,540,0,1,509,
28304,TX,18.37,847,1,6,814,
28305,CA,42.12,3127,1,5,2949,
28306,TN,8.55,695,0,1,666,
28307,GA,26.66,1791,1,3,1571,
28308,GA,0.0,0,0,0,0,
28309,NJ,14.64,701,0,2,664,
28310,TX,19.82,1096,1,8,1030,
28311,IA,23.32,1682,1,7,1468,
28312,TX,11.33,987,1,5,943,
28313,TX,12.18,904,0,4,762,
28314,NC,6.76,348,0,0,326,
28315,CA,52.34,3490,1,14,3320,
28316,TX,15.53,648,1,3,621,
28317,NJ,15.34,1037,1,4,1000,
28318,LA,47.45,3884,1,13,3604,
28319,WI,0.0,0,0,0,0,
28320,MI,16.56,1172,1,2,1005,
28321,NJ,0.0,0,0,0,0,
28322,TN,43.36,2257,0,7,2091,
28323,NC,11.27,937,1,2,846,
28324,MO,5.96,409,0,0,387,
28325,MA,12.51,1141,0,4,1097,
28326,NC,4.39,349,0,2,318,
28327,CO,15.51,830,1,3,796,
28328,CA,7.9,838,0,0,801,
28329,MO,9.19,375,1,2,353,
28330,MN,5.68,385,0,1,362,
28331,TX,15.46,807,1,2,744,
28332,WI,0.0,0,0,0,0,
28333,WI,0.0,0,0,0,0,
28334,PA,28.41,1898,0,7,1750,
28335,OH,26.4,1529,0,5,1383,
28336,CA,32.72,1792,0,12,1698,
28337,NC,12.03,987,0,3,870,
28338,RI,16.84,1531,1,7,1409,
28339,CO,16.18,987,1,5,951,
28340,GA,23.25,2373,1,7,2227,
28341,LA,33.77,4091,1,9,3219,
28342,MN,8.53,797,1,3,759,
28343,LA,15.48,1018,0,6,973,
28344,CA,21.47,1176,1,5,979,
28345,NC,7.59,475,0,0,426,
28346,NJ,15.78,908,1,3,885,
28347,MO,8.1,574,0,2,541,
28348,MN,0.0,0,0,0,0,
28349,CA,13.61,873,0,0,838,
28350,MA,15.77,858,1,5,776,
28351,NC,12.58,854,0,1,819,
28352,TX,33.86,1679,0,11,1426,
28353,MO,9.15,676,1,2,640,
28354,MI,14.85,1444,1,4,1357,
28355,MO,9.15,747,0,1,726,
28356,NJ,0.0,0,0,0,0,
28357,CA,6.57,560,1,2,535,
28358,MS,18.57,1011,0,3,953,
28359,RI,0.0,0,0,0,0,
28360,MI,3.86,269,0,1,257,
28361,TN,7.81,510,0,0,486,
28362,GA,19.35,1294,1,2,1217,
28363,MS,15.84,777,0,5,676,
28364,TN,8.1,644,0,3,628,
28365,RI,0.0,0,0,0,0,
28366,CA,87.03,5403,1,19,4995,
28367,NC,43.74,2857,1,12,2595,
28368,MN,8.15,699,1,2,669,
28369,MN,7.91,684,0,2,653,
28370,PA,18.34,977,1,3,896,
28371,CO,29.59,1218,0,20,1129,
28372,MI,8.44,812,0,2,772,
28373,TX,23.72,579,0,4,516,
28374,MO,0.0,0,0,0,0,
28375,GA,13.73,697,1,1,667,
28376,MI,16.32,1401,1,8,1330,
28377,GA,0.0,0,0,0,0,
28378,NJ,17.1,660,1,4,593,
28379,TX,10.27,1025,1,4,918,
28380,MI,10.83,667,1,2,640,
28381,TX,17.22,1109,0,1,1069,
28382,NC,0.0,0,0,0,0,
28383,TX,16.12,1284,1,7,1234,
28384,MS,13.21,663,0,3,609,
28385,TX,7.01,658,0,0,619,
28386,NJ,17.25,1362,1,4,1308,
28387,TX,16.38,565,0,2,531,
28388,NC,15.48,1310,1,10,1134,
28389,TN,10.61,1135,1,4,1115,
28390,NC,54.72,3357,1,15,2967,
28391,NC,17.42,1651,1,4,1489,
28392,TN,10.76,656,1,2,630,
28393,TX,8.03,1016,1,5,922,
28394,MI,10.71,484,0,0,464,
28395,NM,8.37,521,0,1,488,
28396,TX,0.0,0,0,0,0,
28397,TN,0.0,0,0,0,0,
28398,CA,24.92,2206,1,12,2076,
28399,MS,0.0,0,0,0,0,
28400,MS,15.95,789,1,5,702,
28401,MI,14.3,652,0,2,608,
28402,MN,10.91,1041,0,1,913,
28403,LA,49.31,5035,1,13,4767,
28404,MS,13.3,1258,0,5,1178,
28405,CO,23.35,1782,1,9,1612,
28406,CA,8.64,335,1,1,322,
28407,NJ,13.11,500,1,2,444,
28408,GA,5.62,361,0,0,347,
28409,GA,10.3,686,0,2,596,
28410,NJ,15.77,576,0,3,535,
28411,TX,16.36,796,0,1,750,
28412,PA,28.98,2251,1,14,2102,
28413,NC,10.72,759,0,1,698,
28414,NC,9.68,776,0,0,680,
28415,MI,16.89,1333,1,6,1265,
28416,CA,0.0,0,0,0,0,
28417,MN,11.71,654,0,2,621,
28418,TX,10.78,820,1,3,788,
28419,NC,19.5,1203,0,2,1144,
28420,PA,6.43,805,0,0,731,
28421,TX,15.91,826,1,3,779,
28422,TX,11.95,627,0,4,595,
28423,MN,5.73,610,0,2,597,
28424,TX,14.75,828,0,0,769,
28425,NC,16.17,1256,0,3,1157,
28426,MO,4.6,273,0,0,265,
28427,TX,9.53,839,0,2,794,
28428,CO,20.82,1861,1,3,1804,
28429,MO,17.49,1217,1,5,1182,
28430,TX,15.73,840,1,6,717,
28431,TX,15.87,1368,0,5,1229,
28432,TN,13.46,537,0,2,507,
28433,RI,10.3,1213,0,4,1178,
28434,CA,16.07,765,0,3,716,
28435,TX,7.49,433,1,1,390,
28436,NJ,14.37,725,1,2,696,
28437,NC,6.51,364,1,1,334,
28438,LA,5.06,390,0,2,340,
28439,MN,0.21,18,0,0,18,
28440,CA,3.21,198,0,2,195,
28441,CA,7.01,366,0,0,330,
28442,MO,7.3,615,1,1,591,
28443,RI,16.83,1376,0,3,1127,
28444,CO,21.51,1638,0,1,1542,
28445,GA,11.5,711,1,6,673,
28446,CA,23.72,1870,1,7,1808,
28447,CA,18.36,1496,1,14,1442,
28448,NJ,14.96,1065,1,5,1017,
28449,NJ,14.36,460,0,0,421,
28450,MN,8.2,771,0,2,734,
28451,MS,14.18,1058,0,5,923,
28452,TX,0.0,0,0,0,0,
28453,PA,5.66,322,1,5,312,
28454,TX,15.44,791,0,2,768,
28455,CT,14.76,1170,1,12,1024,
28456,NC,24.17,1901,0,4,1804,
28457,MN,46.84,5667,1,9,5259,
28458,MO,5.74,371,0,2,363,
28459,TX,15.92,808,1,3,782,
28460,TN,7.98,696,1,2,688,
28461,NC,10.03,953,1,3,873,
28462,NJ,14.37,901,0,1,868,
28463,CA,9.86,386,0,0,373,
28464,NC,11.99,860,1,2,829,
28465,NC,10.44,824,1,1,712,
28466,CO,8.98,751,1,6,726,
28467,NC,55.31,4479,1,20,3899,
28468,GA,5.1,455,1,4,436,
28469,NC,10.48,1084,0,2,980,
28470,TX,16.08,1935,1,5,1717,
28471,CO,0.0,0,0,0,0,
28472,TX,9.07,781,1,4,712,
28473,NJ,14.8,906,0,5,886,
28474,MA,10.66,707,0,3,647,
28475,MS,12.82,708,0,0,658,
28476,NC,10.14,547,0,2,503,
28477,NC,10.94,721,1,1,655,
28478,MN,11.76,1351,1,1,1311,
28479,TN,8.48,818,0,2,802,
28480,PA,11.8,852,1,6,803,
28481,CT,17.67,1120,1,2,1061,
28482,CA,16.73,1476,0,6,1429,
28483,CA,14.69,404,0,5,368,
28484,NJ,15.58,718,0,3,694,
28485,CA,15.01,981,0,1,924,
28486,MN,19.5,1591,0,3,1496,
28487,MO,0.0,0,0,0,0,
28488,LA,7.5,454,0,6,425,
28489,CA,16.64,1263,1,3,1202,
28490,CA,25.39,3196,1,11,2869,
28491,MO,10.35,808,0,1,779,
28492,CO,14.71,729,1,5,639,
28493,GA,12.11,776,1,3,707,
28494,RI,14.73,1374,1,4,1234,
28495,PA,0.0,0,0,0,0,
28496,TX,10.76,1234,0,4,1147,
28497,GA,36.79,2410,1,7,2273,
28498,MN,8.1,491,0,1,475,
28499,CT,15.09,1177,1,3,1128,
28500,TN,14.22,1123,1,8,1058,
28501,MO,5.87,499,1,2,485,
28502,MO,6.64,334,0,0,315,
28503,TX,13.29,425,0,1,375,
28504,RI,20.96,1935,1,8,1733,
28505,MI,8.78,504,0,0,473,
28506,GA,14.67,828,0,3,802,
28507,CA,7.95,553,0,1,543,
28508,TX,0.0,0,0,0,0,
28509,NM,26.42,1985,0,7,1876,
28510,TX,17.88,1046,0,0,918,
28511,MS,10.92,607,1,4,544,
28512,TX,10.58,669,1,4,649,
28513,CA,41.41,3345,0,7,3071,
28514,CT,14.93,1198,1,8,1165,
28515,MN,5.34,287,1,2,273,
28516,TN,8.0,1157,0,4,1142,
28517,MS,12.47,530,0,2,493,
28518,MI,8.7,561,1,6,525,
28519,NC,31.99,1832,0,4,1678,
28520,TX,17.15,851,0,1,802,
28521,PA,15.46,1192,1,5,1122,
28522,TX,16.04,1073,1,2,1020,
28523,TX,7.58,579,0,1,554,
28524,ME,12.27,1060,0,3,1010,
28525,TX,18.29,728,0,2,663,
28526,PA,17.57,841,1,4,794,
28527,NC,60.72,3613,1,9,3266,
28528,MO,27.24,1762,0,2,1620,
28529,TX,16.99,1329,0,6,1229,
28530,TN,5.04,439,1,1,428,
28531,PA,30.62,2153,1,8,1983,
28532,PA,15.34,837,0,1,779,
28533,CA,22.85,2093,1,3,2047,
28534,PA,13.4,629,1,3,602,
28535,CO,16.4,918,1,2,844,
28536,GA,21.39,1937,0,7,1826,
28537,IA,0.0,0,0,0,0,
28538,NJ,15.51,872,1,5,822,
28539,MO,14.13,966,0,2,949,
28540,CA,16.62,421,0,4,396,
28541,TN,3.63,56,0,0,49,
28542,TX,13.59,1858,1,1,1627,
28543,TX,16.85,739,0,2,693,
28544,NJ,0.06,8,0,0,8,
28545,MN,21.95,1856,1,4,1737,
28546,TN,12.32,751,1,1,726,
28547,LA,11.01,491,0,4,442,
28548,LA,32.64,3016,1,9,2805,
28549,CA,0.0,0,0,0,0,
28550,CO,11.06,1137,1,4,1072,
28551,TX,8.14,467,0,1,436,
28552,TN,12.82,806,0,0,723,
28553,CA,0.0,0,0,0,0,
28554,CO,2.52,179,0,1,170,
28555,PA,29.76,2419,1,9,2288,
28556,TX,15.25,1485,1,4,1336,
28557,GA,0.0,0,0,0,0,
28558,NC,0.0,0,0,0,0,
28559,LA,7.52,705,1,2,692,
28560,RI,8.94,776,0,0,743,
28561,NJ,15.53,632,1,5,586,
28562,TX,17.3,719,0,1,653,
28563,TX,32.88,1675,1,6,1566,
28564,SC,14.25,1014,1,3,872,
28565,CA,15.93,973,0,3,924,
28566,MO,11.46,587,0,6,549,
28567,TX,10.29,736,1,5,680,
28568,GA,16.26,1196,0,3,1091,
