,state,spend,Impressions,leads,link_clicks,reach,Agency Tiers
28916,CA,7.6,382,1,4,370,
28917,TX,16.09,1173,0,4,1153,
28918,CA,9.27,490,0,7,481,
28919,IA,0.0,0,0,0,0,
28920,MD,25.78,1329,1,24,1293,
28921,TX,41.47,1648,1,9,1586,
28922,MA,16.37,923,1,7,875,
28923,MA,32.51,1420,0,16,1374,
28924,FL,0.0,0,0,0,0,
28925,TX,59.88,2750,1,17,2398,
28926,CO,16.84,695,1,3,677,
28927,FL,0.0,0,0,0,0,
28928,MO,19.6,1376,0,5,1280,
28929,TX,20.44,883,0,16,813,
28930,FL,32.24,1536,0,7,1452,
28931,TX,15.77,909,1,4,876,
28932,MN,5.42,281,1,1,277,
28933,IL,5.99,363,0,1,347,
28934,MO,12.51,674,0,1,632,
28935,CA,6.25,220,0,1,209,
28936,KS,39.27,2503,0,8,2414,
28937,CO,37.44,1372,1,3,1308,
28938,TN,1.75,107,0,0,107,
28939,MO,22.65,1043,1,6,1006,
28940,CA,2.11,762,0,2,694,
28941,KS,16.11,1739,0,9,1682,
28942,TN,31.65,1639,1,18,1553,
28943,MA,6.3,246,0,1,232,
28944,TX,41.89,1433,0,10,1311,
28945,CO,21.39,928,0,7,907,
28946,GA,29.25,1096,0,1,1073,
28947,TN,2.17,110,0,0,104,
28948,TX,43.68,3521,0,15,2464,
28949,TX,15.73,715,1,4,690,
28950,CA,18.19,894,1,6,872,
28951,AZ,0.0,0,0,0,0,
28952,NJ,47.62,3992,1,23,3788,
28953,CO,32.16,3176,1,21,3090,
28954,IN,0.0,0,0,0,0,
28955,FL,14.85,554,0,7,544,
28956,CO,31.87,1344,0,8,1290,
28957,CO,33.42,1258,1,5,1166,
28958,TX,16.67,762,1,3,743,
28959,FL,72.83,4049,1,33,3959,
28960,CA,11.83,598,0,8,557,
28961,FL,9.74,452,0,0,423,
28962,AZ,0.0,0,0,0,0,
28963,IL,0.0,0,0,0,0,
28964,AZ,14.44,768,1,1,759,
28965,TN,1.96,147,0,0,139,
28966,IL,5.53,288,0,0,281,
28967,OH,0.0,0,0,0,0,
28968,CA,11.51,436,1,5,413,
28969,FL,0.0,0,0,0,0,
28970,CA,0.0,0,0,0,0,
28971,CA,2.03,253,0,2,239,
28972,CA,33.85,1295,1,8,1226,
28973,FL,47.22,1816,1,13,1699,
28974,CA,8.33,466,1,9,463,
28975,CA,22.31,751,1,5,712,
28976,FL,65.4,3023,1,19,2820,
28977,CA,20.42,732,1,5,706,
28978,FL,11.96,565,0,3,555,
28979,TN,1.96,187,0,1,162,
28980,CA,29.38,1645,1,16,1606,
28981,TX,5.07,1904,0,2,1862,
28982,CA,9.41,593,0,2,581,
28983,TX,17.12,881,0,2,847,
28984,TN,31.63,2329,1,11,2159,
28985,TX,16.0,1397,1,7,1385,
28986,MI,50.82,2462,1,22,2305,
28987,TX,0.0,0,0,0,0,
28988,FL,23.83,1033,1,6,992,
28989,CO,32.92,1040,0,3,966,
28990,FL,31.12,1580,1,24,1380,
28991,MI,68.89,3130,1,28,2937,
28992,MO,36.86,1335,0,10,1260,
28993,CA,1.99,257,0,0,254,
28994,FL,12.14,546,1,3,532,
28995,MO,27.76,1543,0,11,1473,
28996,CA,2.0,239,0,0,237,
28997,MO,0.0,0,0,0,0,
28998,MD,21.66,1218,1,27,1179,
28999,FL,25.98,1576,0,16,1531,
29000,FL,34.01,1528,1,7,1399,
29001,CA,12.59,570,1,13,543,
29002,CA,38.13,1182,1,5,1129,
29003,CA,22.66,1082,1,7,1033,
29004,CO,10.84,478,0,2,469,
29005,FL,34.51,2418,1,16,2366,
29006,KS,36.25,1544,1,7,1371,
29007,CO,16.82,991,1,5,934,
29008,CA,20.34,628,1,6,566,
29009,TN,32.4,2772,1,18,2682,
29010,IN,30.54,1617,1,23,1540,
29011,TX,34.71,1419,1,10,1392,
29012,TX,5.0,183,0,0,179,
29013,CA,2.01,170,0,0,165,
29014,KS,34.37,1791,1,15,1699,
29015,TN,112.86,3598,1,34,3420,
29016,NC,29.58,1273,1,13,1233,
29017,TX,16.41,848,1,10,826,
29018,FL,29.98,1440,1,46,1382,
29019,MO,14.33,782,1,8,736,
29020,CA,36.69,2291,1,12,2147,
29021,TX,11.52,3845,0,2,3450,
29022,MI,63.9,3278,0,13,3162,
29023,MN,7.07,372,0,1,341,
29024,FL,30.26,1166,1,9,1099,
29025,TX,10.62,274,0,1,259,
29026,FL,34.53,1468,1,13,1357,
29027,TX,19.75,794,0,8,773,
29028,FL,13.6,777,0,5,717,
29029,CO,0.0,0,0,0,0,
29030,CA,34.81,1438,1,15,1398,
29031,CO,0.55,36,0,0,36,
29032,CA,16.48,827,0,4,816,
29033,TX,10.64,655,1,9,639,
29034,FL,27.14,1077,0,5,1002,
29035,IA,55.37,3187,1,16,2839,
29036,IL,45.33,2776,1,11,2620,
29037,TN,18.35,1049,1,10,1023,
29038,MO,0.0,0,0,0,0,
29039,CO,0.0,0,0,0,0,
29040,CA,36.37,2632,1,25,2550,
29041,IA,48.7,5107,1,21,4924,
29042,KS,31.52,1833,1,13,1710,
29043,TN,30.92,2254,1,10,2165,
29044,TN,0.0,0,0,0,0,
29045,NJ,44.11,2507,1,16,2404,
29046,MO,34.74,2086,1,16,1973,
29047,FL,20.64,1031,0,16,955,
29048,MI,65.07,3084,1,12,2951,
29049,CO,0.0,0,0,0,0,
29050,IN,30.14,2125,1,10,2009,
29051,CA,6.6,403,1,7,385,
29052,AZ,16.72,645,1,4,630,
29053,IA,46.75,2086,1,18,1741,
29054,CA,2.01,512,0,1,507,
29055,FL,29.88,2264,0,11,2167,
29056,CO,27.42,1323,1,13,1249,
29057,IA,49.8,2346,1,7,2196,
29058,CA,3.19,752,0,0,699,
29059,CO,15.99,720,1,5,694,
29060,IA,47.85,4253,1,27,3932,
29061,IL,2.0,107,1,1,104,
29062,CA,0.0,0,0,0,0,
29063,CA,3.69,226,0,3,224,
29064,TN,23.73,1042,1,5,998,
29065,IA,0.0,0,0,0,0,
29066,TN,16.64,752,1,6,717,
29067,NC,35.78,1780,1,28,1733,
29068,GA,37.36,1601,0,15,1499,
29069,CA,22.68,907,0,7,890,
29070,CA,11.55,388,0,2,382,
29071,IA,0.0,0,0,0,0,
29072,GA,26.02,1357,1,21,1286,
29073,CA,1.93,212,0,0,202,
29074,CO,35.63,1188,0,6,1136,
29075,CA,9.65,227,0,1,222,
29076,MO,30.26,2525,1,13,2306,
29077,MN,4.46,215,0,2,213,
29078,MO,16.83,593,0,3,573,
29079,TX,17.8,618,0,8,591,
29080,TX,55.24,4052,1,21,3870,
29081,TX,58.22,2090,1,17,2012,
29082,CA,2.97,729,0,2,658,
29083,IA,45.79,2647,1,17,2488,
29084,TX,31.79,1182,0,8,1113,
29085,TX,78.9,3336,1,24,3187,
29086,CA,9.8,477,0,3,462,
29087,CO,34.74,2053,1,11,1996,
29088,IA,53.75,3385,1,18,3097,
29089,CA,1.97,775,0,3,750,
29090,CA,1.98,846,0,0,815,
29091,MA,0.0,0,0,0,0,
29092,CA,7.54,332,0,0,319,
29093,FL,29.37,1959,1,14,1898,
29094,IL,40.55,1418,1,28,1291,
29095,TX,78.68,2896,1,18,2723,
29096,MO,24.31,963,0,7,871,
29097,MO,33.74,2709,1,18,2598,
29098,CA,35.51,2670,1,17,2613,
29099,IA,0.0,0,0,0,0,
29100,CA,5.08,120,0,1,119,
29101,CA,12.34,667,0,3,655,
29102,AZ,27.83,1320,0,4,1270,
29103,CO,45.0,1915,1,10,1870,
29104,MO,13.45,676,0,5,640,
29105,CA,3.01,707,0,1,668,
29106,TN,28.01,1141,1,7,1107,
29107,CA,11.85,444,1,8,437,
29108,AZ,64.9,2687,1,18,2558,
29109,MO,11.9,733,0,37,690,
29110,CA,3.05,641,0,1,598,
29111,OH,0.0,0,0,0,0,
29112,CA,16.0,1171,1,11,1114,
29113,CA,12.77,1283,1,9,1269,
29114,MO,44.5,1615,1,10,1562,
29115,TX,27.19,1262,1,6,1161,
29116,CA,0.0,0,0,0,0,
29117,TX,4.95,237,0,2,217,
29118,CO,31.71,1360,1,19,1269,
29119,IL,55.23,2621,1,18,2504,
29120,CA,3.06,874,0,0,839,
29121,CA,13.13,629,1,3,602,
29122,FL,0.0,0,0,0,0,
29123,CA,43.43,1456,1,9,1311,
29124,AZ,31.65,886,0,4,852,
29125,CA,1.94,334,0,0,330,
29126,CO,16.42,617,0,3,590,
29127,CA,2.01,348,0,0,339,
29128,CA,33.04,1380,0,9,1338,
29129,FL,46.5,2101,0,7,2044,
29130,MD,16.02,729,1,8,713,
29131,CA,3.03,871,0,2,832,
29132,CA,12.95,765,1,10,708,
29133,CO,32.28,1069,1,5,1003,
29134,CA,26.07,1023,1,6,958,
29135,MO,0.0,0,0,0,0,
29136,FL,0.0,0,0,0,0,
29137,CA,5.71,426,0,2,415,
29138,TX,8.58,412,0,0,390,
29139,FL,64.23,2395,1,23,2295,
29140,CA,34.79,885,1,17,839,
29141,MN,34.95,1656,1,6,1612,
29142,MO,15.9,547,0,2,496,
29143,CA,8.25,316,0,2,302,
29144,CA,12.23,403,0,8,387,
29145,AZ,35.1,1920,1,12,1851,
29146,MA,12.4,624,0,12,582,
29147,CA,2.04,138,0,0,135,
29148,FL,6.89,258,0,0,249,
29149,FL,24.71,1289,1,9,1243,
29150,FL,31.26,1124,1,8,1070,
29151,TN,4.99,255,0,7,238,
29152,TX,19.83,704,0,4,671,
29153,CA,1.99,404,0,1,390,
29154,TX,15.62,894,0,6,880,
29155,TX,31.64,1464,1,8,1411,
29156,TN,5.01,352,0,1,295,
29157,MO,33.27,2261,1,9,2119,
29158,FL,30.62,1936,1,14,1842,
29159,CA,2.03,366,0,0,344,
29160,FL,23.58,916,0,6,853,
29161,TN,15.46,628,1,10,606,
29162,TX,6.25,247,0,4,240,
29163,NJ,48.69,3534,1,26,3423,
29164,MD,2.0,55,0,2,55,
29165,MD,0.0,0,0,0,0,
29166,AZ,86.78,2865,1,10,2679,
29167,TX,15.54,688,0,6,667,
29168,MO,10.28,721,1,14,683,
29169,TN,1.99,87,0,0,79,
29170,TX,15.3,688,1,9,643,
29171,CA,0.0,0,0,0,0,
29172,MN,18.48,842,1,7,797,
29173,FL,16.6,467,0,1,421,
29174,MO,34.84,2479,1,10,2341,
29175,CA,2.04,275,0,0,270,
29176,TX,70.49,2930,1,27,2761,
29177,CA,18.31,1101,0,6,1059,
29178,IA,49.88,2466,0,22,2162,
29179,FL,62.83,4056,1,11,3867,
29180,TX,17.65,1043,0,5,1020,
29181,CA,18.7,740,1,9,702,
29182,IA,51.11,3758,0,9,3560,
29183,FL,23.82,920,1,4,867,
29184,CA,31.34,1389,1,7,1348,
29185,NJ,26.14,1672,0,17,1535,
29186,CA,1.98,239,0,0,234,
29187,IA,46.86,3981,1,19,3655,
29188,CA,1.05,92,0,0,83,
29189,IL,5.79,342,0,3,338,
29190,KS,16.03,735,0,4,702,
29191,MN,33.72,1920,1,11,1855,
29192,TX,43.48,3313,0,7,2558,
29193,FL,22.85,1201,1,11,1161,
29194,FL,33.07,2156,1,7,2084,
29195,TX,0.0,0,0,0,0,
29196,AZ,0.0,0,0,0,0,
29197,CA,7.94,405,1,4,398,
29198,GA,34.05,1599,1,11,1506,
29199,FL,69.1,2325,1,29,2229,
29200,MO,33.69,1364,1,19,1321,
29201,KS,20.98,1201,1,8,1152,
29202,TX,4.94,1551,0,4,1425,
29203,TX,10.02,2799,0,3,2433,
29204,TX,42.3,2162,1,22,2125,
29205,CA,11.04,382,0,2,360,
29206,TX,69.12,3419,1,19,3217,
29207,CA,5.7,219,0,2,213,
29208,TN,2.03,159,0,2,151,
29209,CA,12.66,545,0,5,534,
29210,IL,51.37,2879,1,18,2797,
29211,CO,67.23,3394,1,14,3272,
29212,FL,66.51,2443,1,31,2308,
29213,TX,4.69,1214,0,0,1112,
29214,AZ,20.62,870,0,13,848,
29215,MO,33.52,1541,1,21,1413,
29216,MN,37.44,2062,1,13,2003,
29217,OH,38.99,1860,0,12,1762,
29218,TX,0.0,0,0,0,0,
29219,FL,50.13,2617,1,16,2526,
29220,IA,0.0,0,0,0,0,
29221,MO,19.07,1611,1,23,1493,
29222,FL,32.63,1266,0,11,1193,
29223,MI,48.29,2054,1,10,1983,
29224,MD,20.33,1043,1,13,969,
29225,TX,15.66,691,1,8,667,
29226,AZ,13.52,548,1,5,529,
29227,CO,18.13,911,1,4,878,
29228,IA,47.64,3542,1,11,2984,
29229,TX,36.21,1096,0,3,1022,
29230,CA,0.0,0,0,0,0,
29231,AZ,96.94,3994,0,20,3911,
29232,TX,16.56,914,1,6,900,
29233,CA,23.32,914,1,2,892,
29234,TX,9.94,3379,0,7,3110,
29235,TN,33.0,1514,0,11,1432,
29236,CO,32.29,1286,1,21,1214,
29237,NJ,32.47,1669,1,12,1612,
29238,CA,32.78,2010,1,16,1863,
29239,NC,32.82,1173,1,18,1102,
29240,MI,43.23,1991,1,8,1905,
29241,CA,24.33,865,0,2,828,
29242,FL,22.58,993,1,8,915,
29243,FL,5.05,202,0,1,192,
29244,CA,1.99,179,0,0,175,
29245,OH,9.27,274,0,0,248,
29246,MO,8.28,947,0,8,929,
29247,CO,34.5,1972,1,21,1823,
29248,CA,24.36,943,1,6,929,
29249,CA,15.84,1048,1,5,1001,
29250,TX,26.09,1301,0,5,1233,
29251,FL,50.03,1841,1,11,1790,
29252,TX,19.55,674,1,9,640,
29253,CO,36.23,1468,1,13,1373,
29254,CA,1.99,303,0,0,298,
29255,OH,11.99,547,0,8,498,
29256,FL,13.33,789,1,3,747,
29257,OH,46.86,2005,1,16,1861,
29258,FL,61.98,2695,1,28,2569,
29259,TX,11.37,3788,0,4,3641,
29260,IA,48.38,3445,1,15,2882,
29261,CO,37.83,1704,1,14,1657,
29262,MA,33.02,1754,0,10,1651,
29263,CA,18.58,1132,1,3,1011,
29264,FL,68.91,2635,1,19,2514,
29265,TN,27.36,1160,1,14,1129,
29266,CA,15.34,481,0,8,466,
29267,MO,15.9,570,0,7,530,
29268,MO,20.35,1054,0,11,1020,
29269,MI,28.1,1184,0,3,1140,
29270,IL,48.45,1920,1,37,1869,
29271,IL,49.99,1767,1,8,1685,
29272,MD,15.92,680,1,8,644,
29273,FL,37.23,2533,1,17,2463,
29274,IN,15.25,1266,0,13,1190,
29275,CA,35.26,1485,1,4,1379,
29276,MI,34.19,1395,0,15,1341,
29277,MO,41.32,1480,0,11,1392,
29278,CA,7.17,255,1,2,249,
29279,IA,54.39,2696,1,18,2483,
29280,CO,7.81,321,0,4,303,
29281,MN,30.24,1500,1,20,1413,
29282,FL,16.5,920,0,9,859,
29283,CA,5.9,148,0,2,139,
29284,MD,25.19,830,1,11,815,
29285,FL,10.63,515,1,6,504,
29286,CA,10.82,542,0,3,524,
29287,TX,16.89,762,0,1,744,
29288,TX,17.78,780,0,8,761,
29289,MO,0.0,0,0,0,0,
29290,CO,31.21,1157,0,1,1089,
29291,TX,80.05,4069,1,21,3958,
29292,MI,25.5,1391,0,8,1339,
29293,TX,23.08,1253,1,9,1231,
29294,CO,0.0,0,0,0,0,
29295,IN,36.17,2428,1,30,2317,
29296,CA,1.97,471,0,0,455,
29297,MD,34.45,2908,1,27,2760,
29298,TX,12.11,363,0,4,344,
29299,TN,31.93,1979,1,7,1834,
29300,CA,11.43,263,0,2,255,
29301,MO,36.84,1372,1,15,1236,
29302,FL,58.4,2542,1,14,2335,
29303,IN,34.39,2275,1,8,2186,
29304,CA,2.01,391,0,0,387,
29305,CO,8.65,379,1,4,370,
29306,CO,42.92,1569,0,5,1519,
29307,TN,1.98,171,0,0,157,
29308,TX,48.66,1628,1,22,1608,
29309,CA,33.97,2217,0,20,2122,
29310,MO,29.28,1886,0,16,1779,
29311,MO,6.81,366,0,0,364,
29312,CA,3.22,923,0,1,842,
29313,CA,2.02,503,0,0,488,
29314,TX,17.6,858,0,2,847,
29315,CA,1.03,205,0,0,203,
29316,IL,38.06,1713,1,36,1585,
29317,TX,5.35,222,0,0,210,
29318,TX,0.0,0,0,0,0,
29319,TX,8.37,409,0,0,403,
29320,CA,20.25,784,1,3,742,
29321,CO,32.75,1677,1,19,1597,
29322,MD,22.39,881,1,14,865,
29323,CA,30.84,1254,1,8,1198,
29324,AZ,11.08,490,0,2,480,
29325,CA,17.93,1074,1,6,1030,
29326,CA,1.0,30,0,0,23,
29327,CA,32.96,1918,1,17,1852,
29328,CO,31.57,1332,0,5,1294,
29329,CA,2.02,264,0,1,261,
29330,CA,12.26,568,1,7,541,
29331,CA,31.53,2456,1,21,2335,
29332,CA,4.33,146,0,1,145,
29333,TX,13.21,636,1,3,621,
29334,KS,35.94,1857,0,11,1788,
29335,CA,43.02,2729,1,19,2620,
29336,CA,0.0,0,0,0,0,
29337,MI,25.15,1357,1,6,1336,
29338,TX,107.12,4454,1,24,4263,
29339,CA,20.11,767,0,2,734,
29340,CO,7.41,228,1,3,217,
29341,CA,32.89,1256,0,5,1200,
29342,FL,19.4,921,1,8,858,
29343,CA,11.82,428,0,8,418,
29344,CA,2.07,73,0,0,73,
29345,MD,24.14,889,1,8,862,
29346,CA,16.36,663,1,9,630,
29347,CA,2.0,798,0,1,772,
29348,MO,36.09,2709,1,14,2590,
29349,CA,22.19,672,1,5,624,
29350,FL,25.95,1484,0,16,1452,
29351,CA,3.08,755,0,0,721,
29352,MO,42.53,2606,0,21,2391,
29353,IN,34.35,2110,1,24,1952,
29354,FL,11.57,488,0,2,470,
29355,AZ,93.9,6466,1,27,6311,
29356,IA,40.36,1899,1,10,1782,
29357,AZ,24.15,892,1,5,867,
29358,CA,13.25,604,0,6,599,
29359,CA,40.66,1691,1,16,1617,
29360,MO,58.86,4070,1,19,3677,
29361,CA,24.41,995,1,8,905,
29362,TN,4.7,194,0,1,193,
29363,CA,2.98,643,0,1,592,
29364,CA,14.02,526,0,8,505,
29365,CA,1.99,181,0,0,178,
29366,OH,39.37,1456,1,22,1353,
29367,CO,0.0,0,0,0,0,
29368,CA,41.4,2498,1,25,2432,
29369,KS,33.59,1419,0,12,1277,
29370,IA,38.5,3680,1,29,3433,
29371,CO,0.0,0,0,0,0,
29372,AZ,10.45,447,1,7,443,
29373,MO,41.49,1543,1,6,1435,
29374,MI,61.86,5036,1,26,4790,
29375,TX,66.18,3678,1,36,3547,
29376,FL,31.34,1867,0,9,1770,
29377,NJ,34.1,1297,1,19,1259,
29378,MO,17.03,742,0,1,697,
29379,CA,12.98,648,1,6,633,
29380,CA,21.79,858,0,3,775,
29381,CA,1.98,822,0,0,788,
29382,CA,11.12,402,1,8,392,
29383,FL,25.94,955,1,11,906,
29384,FL,29.35,1286,1,33,1225,
29385,IN,49.7,4012,1,20,3641,
29386,CA,7.76,290,1,5,267,
29387,CA,23.19,1030,1,6,982,
29388,CA,6.9,444,0,3,434,
29389,CA,12.95,837,0,1,816,
29390,CA,2.02,571,0,0,561,
29391,CA,17.71,1404,1,14,1351,
29392,IA,47.19,3695,1,9,3330,
29393,CA,16.01,998,1,8,946,
29394,MN,6.07,419,0,3,401,
29395,CA,9.73,767,1,3,752,
29396,CA,6.27,313,0,5,307,
29397,NJ,40.76,2307,0,17,2203,
29398,TX,9.76,5133,0,6,4708,
29399,FL,46.96,1869,1,10,1760,
29400,CA,16.85,1006,0,4,963,
29401,MA,8.41,310,0,1,287,
29402,CA,13.85,609,1,6,593,
29403,AZ,0.0,0,0,0,0,
29404,CA,5.33,220,0,2,214,
29405,CA,14.91,670,0,4,641,
29406,CA,1.97,668,0,1,648,
29407,IA,40.2,3702,0,19,3537,
29408,OH,4.05,180,0,1,169,
29409,CA,3.03,949,0,1,902,
29410,CA,8.73,526,0,2,523,
29411,CA,15.49,911,0,2,883,
29412,GA,0.0,0,0,0,0,
29413,IN,33.53,2271,0,23,2076,
29414,MO,34.85,1774,1,6,1668,
29415,TX,15.81,1043,0,14,1008,
29416,CA,11.07,288,0,6,277,
29417,CA,3.12,884,0,2,854,
29418,TN,30.8,1362,1,7,1297,
29419,CA,6.53,661,1,3,654,
29420,CO,3.64,112,0,0,109,
29421,CA,11.79,493,0,2,480,
29422,CO,30.6,1537,1,6,1449,
29423,CA,2.01,179,0,0,175,
29424,CA,2.0,245,0,0,243,
29425,CO,25.77,932,1,6,909,
29426,CA,9.97,280,0,10,276,
29427,AZ,95.18,6871,0,19,6730,
29428,CA,9.31,356,0,1,344,
29429,FL,0.0,0,0,0,0,
29430,CA,21.72,700,1,7,679,
29431,CA,1.97,250,0,0,234,
29432,CA,29.1,1038,1,19,975,
29433,NC,8.49,276,1,2,275,
29434,AZ,25.67,962,0,12,931,
29435,CA,29.14,1297,1,8,1177,
29436,MD,13.46,636,0,7,624,
29437,CA,1.97,539,0,0,522,
29438,FL,35.69,2200,1,11,2127,
29439,CA,11.11,441,1,5,428,
29440,TX,0.0,0,0,0,0,
29441,CA,13.88,405,1,4,388,
29442,OH,3.99,200,0,0,184,
29443,TN,2.14,134,0,2,125,
29444,IL,54.27,1839,1,21,1734,
29445,KS,35.91,1642,0,11,1491,
29446,MN,0.0,0,0,0,0,
29447,IN,34.24,1678,1,18,1582,
29448,CA,14.12,274,1,3,263,
29449,CA,37.22,2262,0,13,2134,
29450,TN,0.0,0,0,0,0,
29451,CA,2.07,191,0,0,186,
29452,IA,48.92,1682,1,23,1529,
29453,MI,0.0,0,0,0,0,
29454,NC,32.92,1198,1,7,1160,
29455,CA,26.87,1913,1,8,1835,
29456,FL,36.52,1770,1,17,1658,
29457,OH,23.11,746,0,3,704,
29458,KS,23.34,1136,1,17,1092,
29459,CA,2.9,803,0,3,720,
29460,IA,46.83,2583,0,10,2424,
29461,CA,11.26,278,1,5,270,
29462,CO,15.86,478,1,6,458,
29463,IL,0.0,0,0,0,0,
29464,TN,2.03,272,0,3,254,
29465,FL,47.83,1738,1,6,1633,
29466,CA,9.16,361,1,2,349,
29467,MO,9.21,291,0,1,281,
29468,FL,71.4,4399,1,25,4255,
29469,MO,13.77,728,1,8,710,
29470,FL,55.7,2208,0,7,2023,
29471,FL,25.98,1372,1,4,1312,
29472,CA,29.28,2173,1,13,2054,
29473,TX,0.0,0,0,0,0,
29474,FL,27.69,1790,1,12,1736,
29475,CO,0.0,0,0,0,0,
29476,MO,12.38,513,0,9,490,
29477,MA,16.79,543,0,10,501,
29478,GA,0.0,0,0,0,0,
29479,CA,25.07,528,1,7,499,
29480,TX,8.94,388,0,3,375,
29481,GA,16.79,646,0,6,622,
29482,CA,2.14,613,0,0,570,
29483,CO,18.42,731,0,2,699,
29484,FL,34.8,1790,0,12,1726,
29485,TN,0.0,0,0,0,0,
29486,CA,1.98,351,0,0,333,
29487,CA,11.3,295,0,5,291,
29488,CO,32.49,1429,1,5,1393,
29489,MO,17.08,479,1,3,401,
29490,CA,33.04,3592,1,33,3272,
29491,TN,28.79,1778,1,12,1711,
29492,TN,36.43,1482,0,11,1418,
29493,TN,36.79,2181,1,10,2061,
29494,TX,31.28,1445,1,7,1408,
29495,TX,0.0,0,0,0,0,
29496,CO,15.98,722,0,5,659,
29497,IN,36.34,2080,1,22,2002,
29498,FL,62.34,2467,1,22,2330,
29499,CO,0.0,0,0,0,0,
29500,TN,1.96,152,0,1,142,
29501,TX,11.44,409,1,3,394,
29502,CO,0.0,0,0,0,0,
29503,CA,1.99,181,0,0,174,
29504,CA,32.22,1115,0,10,1075,
29505,MO,36.62,2268,1,16,2093,
29506,AZ,26.33,926,1,12,898,
29507,TX,5.86,172,0,1,161,
29508,MO,52.29,4018,1,25,3888,
29509,CA,2.01,364,0,1,345,
29510,CA,2.62,109,0,1,108,
29511,IL,55.0,2443,1,26,2276,
29512,CA,2.0,171,0,1,165,
29513,CA,15.56,504,0,14,481,
29514,TX,50.91,1724,1,15,1577,
29515,CA,22.62,934,0,5,919,
29516,FL,15.85,615,1,4,550,
29517,GA,32.95,1825,1,41,1695,
29518,KS,16.43,1301,1,9,1269,
29519,IL,53.21,2427,1,20,2312,
29520,AZ,12.67,885,1,9,864,
29521,CA,1.04,29,0,0,24,
29522,IN,27.24,2043,1,7,1990,
29523,IN,38.24,3016,1,18,2937,
29524,FL,51.63,2182,1,28,2118,
29525,IA,49.55,1966,0,7,1855,
29526,FL,23.84,968,1,6,899,
29527,MO,14.66,620,0,7,579,
29528,CO,63.25,3769,0,16,3612,
29529,CO,31.26,1803,1,13,1692,
29530,CO,17.61,804,1,5,783,
29531,AZ,16.91,895,0,4,887,
29532,GA,0.0,0,0,0,0,
29533,FL,28.51,1282,1,14,1222,
29534,TN,2.0,193,0,2,174,
29535,FL,50.33,3018,1,18,2785,
29536,TX,0.0,0,0,0,0,
29537,MO,13.21,420,0,1,406,
29538,NC,36.49,1493,1,11,1435,
29539,TN,17.52,1155,1,8,1092,
29540,CA,20.68,1082,0,3,1031,
29541,TN,0.0,0,0,0,0,
29542,TN,15.84,658,1,13,636,
29543,IA,49.18,3156,1,26,2872,
29544,MO,4.64,280,0,0,274,
29545,KS,29.6,1297,1,8,1232,
29546,IA,45.25,2334,1,9,2205,
29547,IA,49.89,2210,1,11,2042,
29548,CO,13.71,576,1,6,538,
29549,CO,42.95,1541,1,10,1480,
29550,IA,0.0,0,0,0,0,
29551,MO,4.12,112,0,1,109,
29552,MO,36.17,2424,1,13,2348,
29553,CA,1.06,31,0,1,25,
29554,FL,48.5,1892,0,6,1759,
29555,MD,16.13,966,1,8,952,
29556,TX,7.08,260,0,1,246,
29557,TX,15.4,808,1,5,790,
29558,KS,30.34,1430,1,7,1279,
29559,MD,9.03,530,0,1,503,
29560,TN,2.06,231,0,0,214,
29561,CA,11.58,310,0,2,294,
29562,MO,6.93,326,1,4,309,
29563,CO,11.03,298,1,7,289,
29564,FL,29.73,1546,1,20,1469,
29565,OH,33.97,2054,0,9,1951,
29566,TN,0.0,0,0,0,0,
29567,AZ,0.0,0,0,0,0,
29568,FL,31.79,1709,0,12,1609,
29569,OH,11.54,373,0,5,341,
29570,CA,18.74,921,1,8,897,
29571,CA,36.71,3170,1,16,3074,
29572,CA,5.81,317,0,2,315,
29573,CA,0.0,0,0,0,0,
29574,MO,12.85,748,1,7,727,
29575,FL,61.6,3244,1,14,3101,
29576,MA,19.38,905,0,8,835,
29577,FL,16.42,1184,1,5,1116,
29578,MO,31.18,1696,1,4,1613,
29579,CA,50.43,2746,1,25,2652,
29580,TN,1.96,203,0,1,189,
29581,AZ,7.99,362,0,7,353,
29582,IL,10.84,418,0,3,397,
29583,OH,34.38,1890,1,15,1782,
29584,TN,1.94,94,0,0,91,
29585,CO,31.28,2093,1,7,2042,
29586,TX,15.56,781,0,4,743,
29587,FL,0.0,0,0,0,0,
29588,NJ,61.44,3375,1,26,3201,
29589,GA,71.4,2869,1,24,2554,
29590,CA,0.0,0,0,0,0,
29591,CA,2.02,402,0,0,395,
29592,FL,64.44,2755,1,20,2578,
29593,CO,0.0,0,0,0,0,
29594,IL,29.57,2031,1,10,1960,
29595,KS,7.64,341,1,4,336,
29596,OH,14.09,682,0,3,593,
29597,CA,2.0,500,0,0,486,
29598,FL,63.45,2800,1,17,2715,
29599,CA,0.0,0,0,0,0,
29600,MO,35.78,1818,1,15,1748,
29601,MN,32.54,1822,0,11,1718,
29602,CO,36.67,1365,1,3,1287,
29603,TX,8.22,358,0,1,355,
29604,FL,47.78,3093,1,56,2909,
29605,CA,44.28,2322,1,12,2089,
29606,IN,17.34,1137,1,15,1050,
29607,OH,8.81,333,0,1,319,
29608,CO,19.45,856,1,17,801,
29609,CO,0.0,0,0,0,0,
29610,IA,25.71,1043,0,2,986,
29611,AZ,8.78,449,0,6,445,
29612,CA,38.11,2856,0,24,2731,
29613,TX,5.73,1039,0,2,915,
29614,NC,34.11,1539,1,20,1486,
29615,IL,5.62,402,0,0,387,
