,state,brand,spend,Impressions,leads,link_clicks,reach,agency,Agency Tiers
11540,CA,B2,34.18,1615,1,14,1546,Agency 3,4
11541,CA,B2,28.59,1787,1,11,1726,Agency 3,4
11542,CA,B2,10.33,623,0,7,614,Agency 3,4
11543,CA,B2,16.37,686,1,8,640,Agency 3,4
11544,CA,B2,8.68,328,1,7,321,Agency 3,4
11545,CA,B2,33.82,1484,1,4,1435,Agency 3,4
11546,CA,B2,2.0,781,0,1,758,Agency 3,4
11547,CA,B2,6.32,223,1,3,219,Agency 3,4
11548,CA,B2,2.07,771,0,1,702,Agency 3,4
11549,CA,B2,12.41,848,0,3,825,Agency 3,4
11550,CA,B2,0.0,0,0,0,0,Agency 3,4
11551,CA,B2,11.52,370,1,4,363,Agency 3,4
11552,CA,B2,26.44,1755,0,7,1630,Agency 3,4
11553,CA,B2,21.01,1087,0,12,1017,Agency 3,4
11554,CA,B2,1.92,153,0,1,149,Agency 3,4
11555,CA,B2,22.97,986,1,9,962,Agency 3,4
11556,CA,B2,16.01,579,0,1,551,Agency 3,4
11557,CA,B2,21.47,1217,1,10,1135,Agency 3,4
11558,CA,B2,21.93,911,0,5,862,Agency 3,4
11559,CA,B2,21.36,857,1,8,822,Agency 3,4
11560,CA,B2,22.17,1191,0,9,1127,Agency 3,4
11561,CA,B2,26.63,2073,1,11,1989,Agency 3,4
11562,CA,B2,26.27,1583,1,21,1494,Agency 3,4
11563,CA,B2,29.43,2824,1,18,2645,Agency 3,4
11564,CA,B2,6.81,236,0,1,230,Agency 3,4
11565,CA,B2,14.59,653,1,8,629,Agency 3,4
11566,CA,B2,28.74,1996,1,14,1801,Agency 3,4
11567,CA,B2,40.8,2175,1,12,2068,Agency 3,4
11568,CA,B2,21.5,1297,1,9,1227,Agency 3,4
11569,CA,B2,21.6,1220,1,4,1166,Agency 3,4
11570,CA,B2,33.34,1690,1,12,1572,Agency 3,4
11571,CA,B2,11.47,565,1,3,541,Agency 3,4
11572,CA,B2,82.8,5163,1,91,4836,Agency 3,4
11573,CA,B2,27.98,2632,1,21,2485,Agency 3,4
11574,CA,B2,7.63,766,1,1,745,Agency 3,4
11575,CA,B2,30.51,1620,1,62,1515,Agency 3,4
11576,CA,B2,10.77,669,1,4,640,Agency 3,4
11577,CA,B2,10.54,543,1,3,528,Agency 3,4
11578,CA,B2,26.21,2622,1,27,2560,Agency 3,4
11579,CA,B2,22.2,2020,1,13,1965,Agency 3,4
11580,CA,B2,34.37,1615,1,11,1546,Agency 3,4
11581,CA,B2,27.92,1787,0,16,1655,Agency 3,4
11582,CA,B2,17.73,891,1,5,847,Agency 3,4
11583,CA,B2,22.05,1034,1,3,1006,Agency 3,4
11584,CA,B2,18.1,737,1,3,717,Agency 3,4
11585,CA,B2,31.44,1645,1,74,1514,Agency 3,4
11586,CA,B2,30.45,2497,1,19,2357,Agency 3,4
11587,CA,B2,21.99,1128,1,6,1098,Agency 3,4
11588,CA,B2,11.33,521,0,4,503,Agency 3,4
11589,CA,B2,29.25,1340,0,4,1262,Agency 3,4
11590,CA,B2,9.82,534,1,1,519,Agency 3,4
11591,CA,B2,9.92,501,0,1,486,Agency 3,4
11592,CA,B2,26.35,1886,1,13,1835,Agency 3,4
11593,CA,B2,26.57,1369,1,14,1263,Agency 3,4
11594,CA,B2,22.37,1118,1,8,1045,Agency 3,4
11595,CA,B2,21.86,1088,0,2,1032,Agency 3,4
11596,CA,B2,11.16,441,1,4,425,Agency 3,4
11597,CA,B2,7.14,279,1,4,272,Agency 3,4
11598,CA,B2,7.62,699,1,4,670,Agency 3,4
11599,CA,B2,27.47,2336,1,16,2228,Agency 3,4
11600,CA,B2,99.65,5779,1,115,5389,Agency 3,4
11601,CA,B2,26.0,1291,1,36,1171,Agency 3,4
11602,CA,B2,26.67,1598,1,18,1536,Agency 3,4
11603,CA,B2,16.05,531,1,4,496,Agency 3,4
11604,CA,B2,15.77,653,1,5,628,Agency 3,4
11605,CA,B2,32.23,2436,1,19,2280,Agency 3,4
11606,CA,B2,33.79,2054,1,12,1846,Agency 3,4
11607,CA,B2,30.35,1336,1,9,1279,Agency 3,4
11608,CA,B2,24.58,1231,1,7,1175,Agency 3,4
11609,CA,B2,23.95,1036,1,5,991,Agency 3,4
11610,CA,B2,14.45,621,0,3,598,Agency 3,4
11611,CA,B2,24.88,1032,1,6,996,Agency 3,4
11612,CA,B2,14.38,713,0,6,681,Agency 3,4
11613,CA,B2,12.18,573,1,6,564,Agency 3,4
11614,CA,B2,12.15,554,1,4,544,Agency 3,4
11615,CA,B2,95.22,5411,1,170,4996,Agency 3,4
11616,CA,B2,11.52,361,0,1,351,Agency 3,4
11617,CA,B2,11.89,358,0,0,349,Agency 3,4
11618,CA,B2,22.32,2101,1,30,2060,Agency 3,4
11619,CA,B2,17.27,1043,0,42,983,Agency 3,4
11620,CA,B2,7.68,605,0,1,596,Agency 3,4
11621,CA,B2,27.64,2073,1,17,1976,Agency 3,4
11622,CA,B2,23.59,1201,1,14,1158,Agency 3,4
11623,CA,B2,16.22,560,0,3,541,Agency 3,4
11624,CA,B2,16.56,700,1,6,684,Agency 3,4
11625,CA,B2,11.97,581,1,7,550,Agency 3,4
11626,CA,B2,12.26,515,0,8,494,Agency 3,4
11627,CA,B2,23.89,1214,0,5,1129,Agency 3,4
11628,CA,B2,25.96,1267,1,36,1171,Agency 3,4
11629,CA,B2,26.14,1530,0,17,1486,Agency 3,4
11630,CA,B2,24.77,1020,1,7,977,Agency 3,4
11631,CA,B2,15.09,690,1,6,669,Agency 3,4
11632,CA,B2,14.77,710,1,6,698,Agency 3,4
11633,CA,B2,94.98,5803,1,171,5291,Agency 3,4
11634,CA,B2,22.47,2066,1,23,2024,Agency 3,4
11635,CA,B2,20.84,1528,1,13,1482,Agency 3,4
11636,CA,B2,11.36,763,1,6,744,Agency 3,4
11637,CA,B2,9.08,716,0,4,696,Agency 3,4
11638,CA,B2,21.51,1868,1,7,1744,Agency 3,4
11639,CA,B2,24.3,1001,0,11,949,Agency 3,4
11640,CA,B2,34.02,1997,1,19,1801,Agency 3,4
11641,CA,B2,29.71,1349,1,9,1306,Agency 3,4
11642,CA,B2,11.23,291,0,1,283,Agency 3,4
11643,CA,B2,11.52,394,1,4,373,Agency 3,4
11644,CA,B2,24.62,1218,0,5,1176,Agency 3,4
11645,CA,B2,5.69,209,1,2,205,Agency 3,4
11646,CA,B2,6.83,334,1,2,330,Agency 3,4
11647,CA,B2,4.93,222,0,3,216,Agency 3,4
11648,CA,B2,24.21,1083,1,9,1022,Agency 3,4
11649,CA,B2,24.7,1068,1,4,1016,Agency 3,4
11650,CA,B2,17.7,1437,1,14,1378,Agency 3,4
11651,CA,B2,17.55,1282,1,18,1223,Agency 3,4
11652,CA,B2,18.32,765,0,4,721,Agency 3,4
11653,CA,B2,5.48,272,1,1,265,Agency 3,4
11654,CA,B2,97.86,6072,1,179,5414,Agency 3,4
11655,CA,B2,16.75,1590,0,14,1510,Agency 3,4
11656,CA,B2,16.57,1592,1,10,1473,Agency 3,4
11657,CA,B2,34.16,1989,1,14,1722,Agency 3,4
11658,CA,B2,31.96,1790,1,10,1717,Agency 3,4
11659,CA,B2,28.37,1308,1,56,1155,Agency 3,4
11660,CA,B2,24.79,1926,1,22,1861,Agency 3,4
11661,CA,B2,24.85,1161,1,12,1099,Agency 3,4
11662,CA,B2,21.11,882,0,3,858,Agency 3,4
11663,CA,B2,11.22,609,0,1,595,Agency 3,4
11664,CA,B2,15.2,530,1,2,508,Agency 3,4
11665,CA,B2,4.6,203,0,2,200,Agency 3,4
11666,CA,B2,26.57,1321,1,21,1232,Agency 3,4
11667,CA,B2,26.23,1782,1,20,1710,Agency 3,4
11668,CA,B2,24.34,1241,0,8,1162,Agency 3,4
11669,CA,B2,25.06,1218,1,10,1084,Agency 3,4
11670,CA,B2,94.35,5744,1,265,4755,Agency 3,4
11671,CA,B2,30.69,1423,1,75,1177,Agency 3,4
11672,CA,B2,23.3,773,1,4,732,Agency 3,4
11673,CA,B2,45.02,3197,1,25,3049,Agency 3,4
11674,CA,B2,17.76,1588,0,11,1533,Agency 3,4
11675,CA,B2,17.62,1256,1,13,1222,Agency 3,4
11676,CA,B2,16.3,1496,1,11,1414,Agency 3,4
11677,CA,B2,16.16,1305,1,7,1217,Agency 3,4
11678,CA,B2,26.49,1882,1,21,1799,Agency 3,4
11679,CA,B2,26.81,1319,1,32,1216,Agency 3,4
11680,CA,B2,24.0,1193,1,8,1059,Agency 3,4
11681,CA,B2,13.09,637,0,3,611,Agency 3,4
11682,CA,B2,32.47,1365,0,7,1280,Agency 3,4
11683,CA,B2,11.27,646,1,2,615,Agency 3,4
11684,CA,B2,24.41,1048,1,4,989,Agency 3,4
11685,CA,B2,24.32,1171,1,6,1114,Agency 3,4
11686,CA,B2,24.28,1036,1,8,971,Agency 3,4
11687,CA,B2,33.15,1587,0,4,1488,Agency 3,4
11688,CA,B2,24.04,876,0,2,827,Agency 3,4
11689,CA,B2,34.15,2051,1,25,1712,Agency 3,4
11690,CA,B2,33.09,1526,1,7,1432,Agency 3,4
11691,CA,B2,31.0,813,0,3,660,Agency 3,4
11692,CA,B2,32.55,1731,1,57,1618,Agency 3,4
11693,CA,B2,33.73,2517,1,49,2358,Agency 3,4
11694,CA,B2,17.54,808,0,3,792,Agency 3,4
11695,CA,B2,7.41,363,0,2,356,Agency 3,4
11696,CA,B2,34.62,2894,1,30,2761,Agency 3,4
11697,CA,B2,25.9,1033,0,5,990,Agency 3,4
11698,CA,B2,8.62,309,0,5,293,Agency 3,4
11699,CA,B2,23.73,1196,0,13,1145,Agency 3,4
11700,CA,B2,25.62,1388,1,13,1337,Agency 3,4
11701,CA,B2,6.57,385,1,5,369,Agency 3,4
11702,CA,B2,18.28,910,0,1,881,Agency 3,4
11703,CA,B2,8.48,432,0,3,410,Agency 3,4
11704,CA,B2,10.39,648,0,6,627,Agency 3,4
11705,CA,B2,6.5,326,1,6,317,Agency 3,4
11706,CA,B2,14.71,530,0,0,514,Agency 3,4
11707,CA,B2,8.92,275,0,1,268,Agency 3,4
11708,CA,B2,97.15,5188,1,48,4910,Agency 3,4
11709,CA,B2,14.02,591,0,3,573,Agency 3,4
11710,CA,B2,11.56,444,1,2,428,Agency 3,4
11711,CA,B2,20.82,1078,1,29,1028,Agency 3,4
11712,CA,B2,11.32,488,0,0,481,Agency 3,4
11713,CA,B2,5.87,242,0,5,236,Agency 3,4
11714,CA,B2,9.72,540,0,5,527,Agency 3,4
11715,CA,B2,7.78,295,1,5,290,Agency 3,4
11716,CA,B2,32.12,2237,1,43,2147,Agency 3,4
11717,CA,B2,12.91,569,1,4,551,Agency 3,4
11718,CA,B2,10.68,500,0,1,471,Agency 3,4
11719,CA,B2,7.85,364,1,5,345,Agency 3,4
11720,CA,B2,22.17,1040,1,17,1013,Agency 3,4
11721,CA,B2,26.3,1120,1,8,1084,Agency 3,4
11722,CA,B2,25.17,1274,1,16,1214,Agency 3,4
11723,CA,B2,8.25,298,0,3,291,Agency 3,4
11724,CA,B2,13.95,543,0,2,527,Agency 3,4
11725,CA,B2,11.76,422,1,5,413,Agency 3,4
11726,CA,B2,21.35,1014,1,33,937,Agency 3,4
11727,CA,B2,6.96,327,0,0,322,Agency 3,4
11728,CA,B2,16.63,626,0,5,613,Agency 3,4
11729,CA,B2,93.26,4526,1,32,4312,Agency 3,4
11730,CA,B2,28.93,864,0,1,753,Agency 3,4
11731,CA,B2,31.7,1654,1,58,1583,Agency 3,4
11732,CA,B2,23.78,1063,1,5,1030,Agency 3,4
11733,CA,B2,35.34,2566,1,16,2447,Agency 3,4
11734,CA,B2,18.17,820,1,10,796,Agency 3,4
11735,CA,B2,6.15,261,1,2,256,Agency 3,4
11736,CA,B2,17.49,642,1,7,627,Agency 3,4
11737,CA,B2,7.38,309,1,3,299,Agency 3,4
11738,CA,B2,10.08,512,0,2,506,Agency 3,4
11739,CA,B2,6.26,333,0,2,327,Agency 3,4
11740,CA,B2,8.14,477,0,0,456,Agency 3,4
11741,CA,B2,24.24,1017,1,7,1005,Agency 3,4
11742,CA,B2,13.22,529,0,5,517,Agency 3,4
11743,CA,B2,11.03,497,0,2,480,Agency 3,4
11744,CA,B2,26.32,1183,1,8,1145,Agency 3,4
11745,CA,B2,26.22,1285,0,25,1203,Agency 3,4
11746,CA,B2,30.2,1088,1,3,938,Agency 3,4
11747,CA,B2,21.96,780,0,30,735,Agency 3,4
11748,CA,B2,12.03,484,1,3,472,Agency 3,4
11749,CA,B2,6.2,304,0,3,287,Agency 3,4
11750,CA,B2,18.83,846,1,6,820,Agency 3,4
11751,CA,B2,95.11,4811,1,45,4590,Agency 3,4
11752,CA,B2,32.13,1645,1,44,1572,Agency 3,4
11753,CA,B2,33.01,2351,1,29,2245,Agency 3,4
11754,CA,B2,35.91,2630,1,18,2543,Agency 3,4
11755,CA,B2,8.68,296,0,3,285,Agency 3,4
11756,CA,B2,14.75,505,1,8,493,Agency 3,4
11757,CA,B2,23.09,1072,1,23,1035,Agency 3,4
11758,CA,B2,8.5,390,0,10,375,Agency 3,4
11759,CA,B2,3.89,244,0,2,240,Agency 3,4
11760,CA,B2,97.16,4423,1,36,4225,Agency 3,4
11761,CA,B2,6.4,294,0,3,278,Agency 3,4
11762,CA,B2,18.07,742,0,5,717,Agency 3,4
11763,CA,B2,35.56,2870,1,17,2782,Agency 3,4
11764,CA,B2,32.18,2192,1,48,2096,Agency 3,4
11765,CA,B2,17.44,587,0,3,563,Agency 3,4
11766,CA,B2,7.36,251,0,0,244,Agency 3,4
11767,CA,B2,24.26,1001,1,6,967,Agency 3,4
11768,CA,B2,22.23,785,1,26,739,Agency 3,4
11769,CA,B2,12.25,493,0,4,481,Agency 3,4
11770,CA,B2,31.3,1696,1,45,1620,Agency 3,4
11771,CA,B2,26.23,1351,1,26,1282,Agency 3,4
11772,CA,B2,26.41,1213,0,6,1168,Agency 3,4
11773,CA,B2,29.91,1490,0,2,1270,Agency 3,4
11774,CA,B2,8.01,355,0,4,344,Agency 3,4
11775,CA,B2,10.16,647,0,5,608,Agency 3,4
11776,CA,B2,21.8,1034,1,15,986,Agency 3,4
11777,CA,B2,10.0,496,0,5,486,Agency 3,4
11778,CA,B2,8.1,367,1,3,359,Agency 3,4
11779,CA,B2,5.96,263,0,2,253,Agency 3,4
11780,CA,B2,8.45,237,1,10,232,Agency 3,4
11781,CA,B2,14.28,482,1,3,472,Agency 3,4
11782,CA,B2,10.92,430,0,1,406,Agency 3,4
11783,CA,B2,13.06,554,1,5,542,Agency 3,4
11784,CA,B2,12.84,604,0,1,581,Agency 3,4
11785,CA,B2,10.96,545,0,1,516,Agency 3,4
11786,CA,B2,35.91,2678,1,25,2611,Agency 3,4
11787,CA,B2,97.83,4845,1,51,4626,Agency 3,4
11788,CA,B2,10.09,601,0,2,585,Agency 3,4
11789,CA,B2,8.02,494,1,4,476,Agency 3,4
11790,CA,B2,6.0,343,0,4,328,Agency 3,4
11791,CA,B2,14.91,510,0,1,501,Agency 3,4
11792,CA,B2,8.5,263,0,1,255,Agency 3,4
11793,CA,B2,12.46,516,0,3,494,Agency 3,4
11794,CA,B2,12.31,488,1,2,475,Agency 3,4
11795,CA,B2,18.08,926,1,5,903,Agency 3,4
11796,CA,B2,5.99,300,1,3,293,Agency 3,4
11797,CA,B2,33.11,2315,1,58,2199,Agency 3,4
11798,CA,B2,18.07,761,0,1,736,Agency 3,4
11799,CA,B2,6.3,336,0,1,323,Agency 3,4
11800,CA,B2,12.02,490,0,3,476,Agency 3,4
11801,CA,B2,21.82,836,1,18,785,Agency 3,4
11802,CA,B2,26.66,1423,1,24,1358,Agency 3,4
11803,CA,B2,26.28,1288,1,10,1241,Agency 3,4
11804,CA,B2,22.62,1226,1,13,1179,Agency 3,4
11805,CA,B2,8.02,314,0,2,302,Agency 3,4
11806,CA,B2,10.11,637,0,1,599,Agency 3,4
11807,CA,B2,32.34,1822,1,43,1755,Agency 3,4
11808,CA,B2,30.83,1675,0,2,1359,Agency 3,4
11809,CA,B2,33.42,2247,1,36,2118,Agency 3,4
11810,CA,B2,98.42,4697,1,47,4450,Agency 3,4
11811,CA,B2,13.63,523,0,3,501,Agency 3,4
11812,CA,B2,16.89,902,1,3,762,Agency 3,4
11813,CA,B2,15.52,542,0,1,517,Agency 3,4
11814,CA,B2,16.74,641,1,20,607,Agency 3,4
11815,CA,B2,13.71,596,0,0,578,Agency 3,4
11816,CA,B2,8.72,368,0,1,350,Agency 3,4
11817,CA,B2,6.13,263,1,2,258,Agency 3,4
11818,CA,B2,18.06,717,0,1,692,Agency 3,4
11819,CA,B2,26.89,1353,1,23,1297,Agency 3,4
11820,CA,B2,26.23,988,1,6,951,Agency 3,4
11821,CA,B2,36.29,2670,1,20,2592,Agency 3,4
11822,CA,B2,11.1,421,0,0,413,Agency 3,4
11823,CA,B2,9.81,354,0,1,343,Agency 3,4
11824,CA,B2,12.18,495,0,3,480,Agency 3,4
11825,CA,B2,11.93,421,0,1,412,Agency 3,4
11826,CA,B2,8.41,484,0,3,469,Agency 3,4
11827,CA,B2,8.05,469,1,5,465,Agency 3,4
11828,CA,B2,6.49,384,0,3,379,Agency 3,4
11829,CA,B2,6.27,186,0,1,181,Agency 3,4
11830,CA,B2,17.69,774,0,3,753,Agency 3,4
11831,CA,B2,32.05,1747,1,47,1699,Agency 3,4
11832,CA,B2,22.25,1177,1,11,1144,Agency 3,4
11833,CA,B2,7.86,262,1,8,254,Agency 3,4
11834,CA,B2,10.01,611,1,4,583,Agency 3,4
11835,CA,B2,6.31,240,1,5,235,Agency 3,4
11836,CA,B2,18.4,809,0,4,791,Agency 3,4
11837,CA,B2,8.34,305,0,4,292,Agency 3,4
11838,CA,B2,4.29,138,0,3,135,Agency 3,4
11839,CA,B2,11.89,485,1,4,464,Agency 3,4
11840,CA,B2,8.17,398,1,6,389,Agency 3,4
11841,CA,B2,8.25,451,1,5,440,Agency 3,4
11842,CA,B2,8.28,369,1,5,358,Agency 3,4
11843,CA,B2,12.42,541,0,0,523,Agency 3,4
11844,CA,B2,12.41,366,1,4,357,Agency 3,4
11845,CA,B2,32.53,1779,1,54,1707,Agency 3,4
11846,CA,B2,36.2,2637,1,20,2550,Agency 3,4
11847,CA,B2,10.17,543,1,3,518,Agency 3,4
11848,CA,B2,22.66,1133,1,12,1096,Agency 3,4
11849,CA,B2,8.18,301,0,4,283,Agency 3,4
11850,CA,B2,11.78,515,0,13,491,Agency 3,4
11851,CA,B2,22.31,1006,0,7,982,Agency 3,4
11852,CA,B2,98.18,4514,1,34,4243,Agency 3,4
11853,CA,B2,31.01,1175,1,12,1107,Agency 3,4
11854,CA,B2,11.93,459,1,7,445,Agency 3,4
11855,CA,B2,11.77,470,0,1,460,Agency 3,4
11856,CA,B2,18.6,743,1,3,704,Agency 3,4
11857,CA,B2,6.34,320,1,1,309,Agency 3,4
11858,CA,B2,26.45,1349,1,15,1291,Agency 3,4
11859,CA,B2,26.71,1173,1,13,1118,Agency 3,4
11860,CA,B2,33.33,2281,1,38,2161,Agency 3,4
11861,CA,B2,29.12,917,0,7,866,Agency 3,4
11862,CA,B2,11.82,437,0,3,427,Agency 3,4
11863,CA,B2,12.0,398,0,0,386,Agency 3,4
11864,CA,B2,8.3,288,1,12,272,Agency 3,4
11865,CA,B2,23.05,1017,0,19,980,Agency 3,4
11866,CA,B2,9.19,492,1,8,469,Agency 3,4
11867,CA,B2,8.37,342,0,1,318,Agency 3,4
11868,CA,B2,8.36,458,0,7,451,Agency 3,4
11869,CA,B2,8.21,396,0,0,385,Agency 3,4
11870,CA,B2,34.01,1948,1,11,1875,Agency 3,4
11871,CA,B2,24.57,1089,0,12,1050,Agency 3,4
11872,CA,B2,24.69,964,1,12,929,Agency 3,4
11873,CA,B2,17.05,737,0,2,708,Agency 3,4
11874,CA,B2,5.7,254,0,0,244,Agency 3,4
11875,CA,B2,93.04,3591,1,34,3360,Agency 3,4
11876,CA,B2,18.26,754,1,4,724,Agency 3,4
11877,CA,B2,6.22,201,0,0,192,Agency 3,4
11878,CA,B2,21.6,815,1,9,782,Agency 3,4
11879,CA,B2,10.7,413,1,11,396,Agency 3,4
11880,CA,B2,7.67,295,0,1,287,Agency 3,4
11881,CA,B2,7.98,221,0,0,211,Agency 3,4
11882,CA,B2,8.23,385,0,0,364,Agency 3,4
11883,CA,B2,31.63,1526,1,49,1476,Agency 3,4
11884,CA,B2,33.96,2026,1,46,1909,Agency 3,4
11885,CA,B2,11.32,363,0,2,350,Agency 3,4
11886,CA,B2,11.09,376,1,6,363,Agency 3,4
11887,CA,B2,33.11,1886,1,51,1788,Agency 3,4
11888,CA,B2,11.61,374,0,1,365,Agency 3,4
11889,CA,B2,11.65,334,1,2,329,Agency 3,4
11890,CA,B2,29.42,943,1,8,887,Agency 3,4
11891,CA,B2,8.12,318,1,4,305,Agency 3,4
11892,CA,B2,7.97,244,0,3,232,Agency 3,4
11893,CA,B2,8.61,369,0,3,363,Agency 3,4
11894,CA,B2,7.68,331,0,7,308,Agency 3,4
11895,CA,B2,20.58,1085,0,9,1030,Agency 3,4
11896,CA,B2,22.08,1055,0,18,1010,Agency 3,4
11897,CA,B2,11.71,337,0,1,331,Agency 3,4
11898,CA,B2,11.93,323,1,5,315,Agency 3,4
11899,CA,B2,14.93,656,1,5,637,Agency 3,4
11900,CA,B2,8.67,371,0,1,352,Agency 3,4
11901,CA,B2,30.83,1416,1,49,1372,Agency 3,4
11902,CA,B2,25.25,1068,1,18,1012,Agency 3,4
11903,CA,B2,25.21,996,1,8,968,Agency 3,4
11904,CA,B2,10.97,465,1,20,435,Agency 3,4
11905,CA,B2,22.02,793,1,8,762,Agency 3,4
11906,CA,B2,8.0,353,0,7,349,Agency 3,4
11907,CA,B2,7.9,342,1,3,330,Agency 3,4
11908,CA,B2,8.08,373,0,3,366,Agency 3,4
11909,CA,B2,91.67,3854,1,39,3620,Agency 3,4
11910,CA,B2,18.64,678,1,8,659,Agency 3,4
11911,CA,B2,6.33,222,0,1,216,Agency 3,4
11912,CA,B2,34.26,1903,0,15,1809,Agency 3,4
11913,CA,B2,34.77,2204,1,15,2093,Agency 3,4
11914,CA,B2,25.81,1135,1,20,1080,Agency 3,4
11915,CA,B2,25.62,1027,1,6,1001,Agency 3,4
11916,CA,B2,11.25,327,0,0,324,Agency 3,4
11917,CA,B2,11.16,401,1,2,388,Agency 3,4
11918,CA,B2,17.86,718,1,8,691,Agency 3,4
11919,CA,B2,6.24,188,0,0,183,Agency 3,4
11920,CA,B2,32.48,2220,1,52,2105,Agency 3,4
11921,CA,B2,8.24,342,0,4,323,Agency 3,4
11922,CA,B2,21.86,1162,1,8,1123,Agency 3,4
11923,CA,B2,33.24,1795,0,14,1715,Agency 3,4
11924,CA,B2,7.86,328,0,0,317,Agency 3,4
11925,CA,B2,8.22,278,1,2,255,Agency 3,4
11926,CA,B2,7.96,282,0,1,272,Agency 3,4
11927,CA,B2,95.62,4196,1,45,3986,Agency 3,4
11928,CA,B2,7.95,466,0,4,450,Agency 3,4
11929,CA,B2,8.06,339,0,2,325,Agency 3,4
11930,CA,B2,8.04,402,1,7,387,Agency 3,4
11931,CA,B2,31.45,1687,1,38,1629,Agency 3,4
11932,CA,B2,12.01,512,0,2,496,Agency 3,4
11933,CA,B2,12.01,506,0,1,482,Agency 3,4
11934,CA,B2,12.25,461,0,1,447,Agency 3,4
11935,CA,B2,12.24,362,1,4,346,Agency 3,4
11936,CA,B2,29.92,1143,1,9,1092,Agency 3,4
11937,CA,B2,21.97,806,0,6,779,Agency 3,4
11938,CA,B2,12.01,406,1,15,383,Agency 3,4
11939,CA,B2,36.01,2151,1,20,2059,Agency 3,4
11940,CA,B2,32.31,2288,1,69,2174,Agency 3,4
11941,CA,B2,20.91,1058,1,31,1024,Agency 3,4
11942,CA,B2,8.1,357,0,6,354,Agency 3,4
11943,CA,B2,28.3,1262,0,7,1204,Agency 3,4
11944,CA,B2,12.03,384,1,5,376,Agency 3,4
11945,CA,B2,11.42,312,1,3,305,Agency 3,4
11946,CA,B2,22.24,766,1,5,739,Agency 3,4
11947,CA,B2,12.75,311,0,13,290,Agency 3,4
11948,CA,B2,33.63,1713,1,13,1653,Agency 3,4
11949,CA,B2,23.28,1006,1,24,971,Agency 3,4
11950,CA,B2,7.76,332,1,10,315,Agency 3,4
11951,CA,B2,92.74,3651,1,58,3434,Agency 3,4
11952,CA,B2,8.0,278,0,1,268,Agency 3,4
11953,CA,B2,7.91,281,0,0,275,Agency 3,4
11954,CA,B2,8.37,251,0,2,239,Agency 3,4
11955,CA,B2,8.64,324,0,0,316,Agency 3,4
11956,CA,B2,8.23,428,1,3,415,Agency 3,4
11957,CA,B2,7.89,350,0,3,340,Agency 3,4
11958,CA,B2,6.75,195,0,0,193,Agency 3,4
11959,CA,B2,17.98,764,0,4,730,Agency 3,4
11960,CA,B2,12.0,350,1,3,337,Agency 3,4
11961,CA,B2,11.99,388,1,3,371,Agency 3,4
11962,CA,B2,25.41,1138,1,7,1115,Agency 3,4
11963,CA,B2,26.14,1218,1,19,1180,Agency 3,4
11964,CA,B2,12.59,535,0,1,512,Agency 3,4
11965,CA,B2,12.49,554,1,2,540,Agency 3,4
11966,CA,B2,20.64,888,1,7,862,Agency 3,4
11967,CA,B2,11.24,432,0,20,401,Agency 3,4
11968,CA,B2,7.87,270,0,2,260,Agency 3,4
11969,CA,B2,7.82,304,1,2,289,Agency 3,4
11970,CA,B2,7.61,335,0,2,325,Agency 3,4
11971,CA,B2,30.86,1493,0,8,1414,Agency 3,4
11972,CA,B2,35.84,2209,1,17,2110,Agency 3,4
11973,CA,B2,26.17,1410,1,20,1356,Agency 3,4
11974,CA,B2,25.8,1248,1,6,1207,Agency 3,4
11975,CA,B2,5.89,265,0,1,259,Agency 3,4
11976,CA,B2,17.01,779,1,3,748,Agency 3,4
11977,CA,B2,7.73,419,0,4,408,Agency 3,4
11978,CA,B2,8.08,457,1,11,449,Agency 3,4
11979,CA,B2,8.19,323,0,4,318,Agency 3,4
11980,CA,B2,12.96,731,0,29,709,Agency 3,4
11981,CA,B2,14.91,900,0,9,872,Agency 3,4
11982,CA,B2,30.53,2383,1,62,2253,Agency 3,4
11983,CA,B2,100.44,4152,1,58,3905,Agency 3,4
11984,CA,B2,11.86,389,0,3,374,Agency 3,4
11985,CA,B2,11.66,384,0,5,372,Agency 3,4
11986,CA,B2,11.53,436,1,7,418,Agency 3,4
11987,CA,B2,11.77,514,1,7,499,Agency 3,4
11988,CA,B2,11.56,384,0,1,371,Agency 3,4
11989,CA,B2,11.59,347,0,0,341,Agency 3,4
11990,CA,B2,20.91,1181,1,18,1143,Agency 3,4
11991,CA,B2,7.75,338,0,7,322,Agency 3,4
11992,CA,B2,30.22,1989,0,10,1922,Agency 3,4
11993,CA,B2,11.54,405,1,3,396,Agency 3,4
11994,CA,B2,12.17,412,0,2,404,Agency 3,4
11995,CA,B2,26.13,1292,1,5,1244,Agency 3,4
11996,CA,B2,26.26,1176,1,15,1126,Agency 3,4
11997,CA,B2,36.35,2276,1,21,2184,Agency 3,4
11998,CA,B2,9.06,347,1,2,339,Agency 3,4
11999,CA,B2,6.98,268,0,0,264,Agency 3,4
12000,CA,B2,7.2,311,0,1,303,Agency 3,4
12001,CA,B2,13.24,714,1,23,690,Agency 3,4
12002,CA,B2,15.1,884,1,5,856,Agency 3,4
12003,CA,B2,11.66,510,1,3,481,Agency 3,4
12004,CA,B2,11.89,526,1,1,505,Agency 3,4
12005,CA,B2,11.11,452,1,9,426,Agency 3,4
12006,CA,B2,20.37,819,1,5,806,Agency 3,4
12007,CA,B2,79.55,3361,1,47,3158,Agency 3,4
