,state,brand,spend,Impressions,leads,link_clicks,reach,agency,Agency Tiers
4454,CA,B2,15.9,716,1,9,687,Agency 2,4
4455,CA,B2,50.16,2321,1,32,2135,Agency 2,4
4456,CA,B2,49.41,1827,1,25,1740,Agency 2,4
4457,CA,B2,66.64,3321,1,52,3095,Agency 2,4
4458,CA,B2,16.38,626,1,4,595,Agency 2,4
4459,CA,B2,73.45,3455,1,13,3359,Agency 2,4
4460,CA,B2,50.67,2394,0,20,2314,Agency 2,4
4461,CA,B2,48.8,2304,1,16,2185,Agency 2,4
4462,CA,B2,35.99,2435,1,23,2283,Agency 2,4
4463,CA,B2,30.35,2034,1,22,1931,Agency 2,4
4464,CA,B2,24.29,1001,0,5,894,Agency 2,4
4465,CA,B2,47.85,2627,1,21,2514,Agency 2,4
4466,CA,B2,49.55,2396,1,31,2264,Agency 2,4
4467,CA,B2,14.83,339,1,3,308,Agency 2,4
4468,CA,B2,58.03,2367,1,36,2208,Agency 2,4
4469,CA,B2,65.51,1919,1,9,1742,Agency 2,4
4470,CA,B2,65.88,3281,1,14,3010,Agency 2,4
4471,CA,B2,63.3,3629,0,37,3266,Agency 2,4
4472,CA,B2,16.2,630,0,3,590,Agency 2,4
4473,CA,B2,51.49,2441,1,28,2293,Agency 2,4
4474,CA,B2,24.82,710,1,7,630,Agency 2,4
4475,CA,B2,55.52,2507,1,24,2325,Agency 2,4
4476,CA,B2,15.89,800,0,12,774,Agency 2,4
4477,CA,B2,32.28,1786,1,10,1676,Agency 2,4
4478,CA,B2,35.43,1811,1,14,1672,Agency 2,4
4479,CA,B2,63.91,2878,1,14,2814,Agency 2,4
4480,CA,B2,37.24,2124,1,19,1891,Agency 2,4
4481,CA,B2,31.61,1185,1,9,1133,Agency 2,4
4482,CA,B2,32.53,1596,1,12,1489,Agency 2,4
4483,CA,B2,8.17,483,0,2,443,Agency 2,4
4484,CA,B2,31.1,1304,0,12,1239,Agency 2,4
4485,CA,B2,6.66,204,0,0,197,Agency 2,4
4486,CA,B2,35.2,1939,1,17,1909,Agency 2,4
4487,CA,B2,48.99,1954,1,21,1857,Agency 2,4
4488,CA,B2,48.62,2450,1,14,2308,Agency 2,4
4489,CA,B2,15.83,887,1,8,859,Agency 2,4
4490,CA,B2,63.14,2485,1,15,2351,Agency 2,4
4491,CA,B2,64.05,3273,1,30,3097,Agency 2,4
4492,CA,B2,41.64,2156,1,19,1993,Agency 2,4
4493,CA,B2,15.7,699,1,7,673,Agency 2,4
4494,CA,B2,30.98,1274,1,9,1211,Agency 2,4
4495,CA,B2,64.09,3111,1,29,2934,Agency 2,4
4496,CA,B2,31.11,1812,1,14,1766,Agency 2,4
4497,CA,B2,33.21,1341,1,6,1249,Agency 2,4
4498,CA,B2,6.85,296,0,1,289,Agency 2,4
4499,CA,B2,7.15,313,1,3,297,Agency 2,4
4500,CA,B2,32.0,1812,0,10,1656,Agency 2,4
4501,CA,B2,32.23,2365,0,11,2250,Agency 2,4
4502,CA,B2,6.8,280,0,3,258,Agency 2,4
4503,CA,B2,67.98,3054,1,40,2830,Agency 2,4
4504,CA,B2,24.59,1182,1,12,1089,Agency 2,4
4505,CA,B2,40.7,2039,0,13,1858,Agency 2,4
4506,CA,B2,40.07,1778,1,14,1587,Agency 2,4
4507,CA,B2,64.96,2580,1,21,2332,Agency 2,4
4508,CA,B2,60.93,3374,1,19,3188,Agency 2,4
4509,CA,B2,62.82,3831,1,48,3621,Agency 2,4
4510,CA,B2,23.58,967,1,8,861,Agency 2,4
4511,CA,B2,0.0,0,0,0,0,Agency 2,4
4512,CA,B2,6.85,219,0,4,207,Agency 2,4
4513,CA,B2,63.32,3746,1,23,3626,Agency 2,4
4514,CA,B2,31.28,1741,0,16,1635,Agency 2,4
4515,CA,B2,66.63,2639,1,26,2431,Agency 2,4
4516,CA,B2,50.64,2431,1,23,2298,Agency 2,4
4517,CA,B2,7.48,494,0,1,463,Agency 2,4
4518,CA,B2,64.47,2044,1,14,1925,Agency 2,4
4519,CA,B2,65.9,3263,1,22,3046,Agency 2,4
4520,CA,B2,38.94,2149,1,19,2026,Agency 2,4
4521,CA,B2,31.2,1699,1,19,1603,Agency 2,4
4522,CA,B2,31.39,1794,1,10,1692,Agency 2,4
4523,CA,B2,65.58,3636,1,25,3461,Agency 2,4
4524,CA,B2,56.04,1671,0,14,1495,Agency 2,4
4525,CA,B2,54.35,2342,1,11,2151,Agency 2,4
4526,CA,B2,64.36,2798,1,42,2566,Agency 2,4
4527,CA,B2,32.05,1395,1,13,1309,Agency 2,4
4528,CA,B2,32.26,993,0,8,920,Agency 2,4
4529,CA,B2,16.47,677,1,12,649,Agency 2,4
4530,CA,B2,50.69,2336,1,15,2212,Agency 2,4
4531,CA,B2,65.06,3406,1,34,3272,Agency 2,4
4532,CA,B2,40.02,1208,0,11,1089,Agency 2,4
4533,CA,B2,15.83,827,1,8,768,Agency 2,4
4534,CA,B2,64.59,2905,1,17,2748,Agency 2,4
4535,CA,B2,48.89,2462,1,13,2247,Agency 2,4
4536,CA,B2,65.38,3689,1,43,3475,Agency 2,4
4537,CA,B2,57.06,2150,1,27,1955,Agency 2,4
4538,CA,B2,49.67,2293,1,24,2144,Agency 2,4
4539,CA,B2,96.28,3650,1,14,3544,Agency 2,4
4540,CA,B2,48.91,2157,1,24,2018,Agency 2,4
4541,CA,B2,49.62,2457,1,33,2240,Agency 2,4
4542,CA,B2,39.95,1869,1,12,1693,Agency 2,4
4543,CA,B2,37.1,1681,1,16,1561,Agency 2,4
4544,CA,B2,60.26,3228,1,15,3007,Agency 2,4
4545,CA,B2,61.98,3160,1,29,3030,Agency 2,4
4546,CA,B2,42.33,1489,1,17,1371,Agency 2,4
4547,CA,B2,30.98,2026,1,13,1853,Agency 2,4
4548,CA,B2,32.14,1186,0,8,1136,Agency 2,4
4549,CA,B2,47.71,1914,1,16,1851,Agency 2,4
4550,CA,B2,32.22,1467,1,18,1408,Agency 2,4
4551,CA,B2,30.47,938,1,12,879,Agency 2,4
4552,CA,B2,30.29,729,1,7,651,Agency 2,4
4553,CA,B2,33.62,1306,1,18,1008,Agency 2,4
4554,CA,B2,31.6,1817,1,15,1718,Agency 2,4
4555,CA,B2,31.87,1031,1,12,964,Agency 2,4
4556,CA,B2,40.21,1947,1,25,1878,Agency 2,4
4557,CA,B2,41.0,1350,1,7,1199,Agency 2,4
4558,CA,B2,35.24,1060,1,11,1021,Agency 2,4
4559,CA,B2,32.67,1071,0,8,991,Agency 2,4
4560,CA,B2,61.35,2615,1,19,2408,Agency 2,4
4561,CA,B2,32.28,1255,1,5,1160,Agency 2,4
4562,CA,B2,6.55,213,0,3,202,Agency 2,4
4563,CA,B2,6.99,482,0,1,390,Agency 2,4
4564,CA,B2,18.77,841,1,17,795,Agency 2,4
4565,CA,B2,65.23,2597,1,27,2345,Agency 2,4
4566,CA,B2,63.16,3729,1,19,3553,Agency 2,4
4567,CA,B2,15.67,595,0,2,571,Agency 2,4
4568,CA,B2,15.47,637,1,5,607,Agency 2,4
4569,CA,B2,48.58,1773,1,10,1695,Agency 2,4
4570,CA,B2,63.11,3416,1,21,3168,Agency 2,4
4571,CA,B2,7.02,258,0,4,246,Agency 2,4
4572,CA,B2,41.31,1970,1,22,1861,Agency 2,4
4573,CA,B2,16.59,659,0,5,644,Agency 2,4
4574,CA,B2,65.82,3645,1,26,3519,Agency 2,4
4575,CA,B2,32.09,1621,1,14,1528,Agency 2,4
4576,CA,B2,43.02,1266,0,12,1196,Agency 2,4
4577,CA,B2,51.81,2688,1,26,2488,Agency 2,4
4578,CA,B2,30.81,1455,1,23,1316,Agency 2,4
4579,CA,B2,64.85,2755,1,18,2638,Agency 2,4
4580,CA,B2,16.44,588,1,4,559,Agency 2,4
4581,CA,B2,33.05,2063,1,39,1942,Agency 2,4
4582,CA,B2,47.34,1798,1,12,1627,Agency 2,4
4583,CA,B2,95.27,4051,1,15,3936,Agency 2,4
4584,CA,B2,7.37,323,0,1,297,Agency 2,4
4585,CA,B2,32.28,1486,1,14,1398,Agency 2,4
4586,CA,B2,26.0,1197,0,14,1142,Agency 2,4
4587,CA,B2,98.14,4221,1,17,4031,Agency 2,4
4588,CA,B2,31.43,1708,0,11,1645,Agency 2,4
4589,CA,B2,83.77,3494,1,28,3373,Agency 2,4
4590,CA,B2,95.79,4105,1,19,3986,Agency 2,4
4591,CA,B2,41.32,1288,1,17,1164,Agency 2,4
4592,CA,B2,64.11,3732,1,21,3301,Agency 2,4
4593,CA,B2,32.21,1967,1,13,1798,Agency 2,4
4594,CA,B2,16.06,605,0,3,571,Agency 2,4
4595,CA,B2,65.84,3851,1,41,3695,Agency 2,4
4596,CA,B2,47.15,1860,0,20,1684,Agency 2,4
4597,CA,B2,41.26,2226,1,31,2148,Agency 2,4
4598,CA,B2,15.89,940,1,24,891,Agency 2,4
4599,CA,B2,30.45,1401,1,6,1338,Agency 2,4
4600,CA,B2,41.47,1163,1,18,1063,Agency 2,4
4601,CA,B2,49.21,2037,1,10,1831,Agency 2,4
4602,CA,B2,6.97,214,0,1,205,Agency 2,4
4603,CA,B2,31.94,1331,1,14,1270,Agency 2,4
4604,CA,B2,66.06,2514,1,14,2393,Agency 2,4
4605,CA,B2,32.34,1363,1,10,1315,Agency 2,4
4606,CA,B2,46.78,2107,1,25,2006,Agency 2,4
4607,CA,B2,36.89,1230,1,9,1185,Agency 2,4
4608,CA,B2,64.95,2986,1,25,2867,Agency 2,4
4609,CA,B2,55.92,2349,0,8,2182,Agency 2,4
4610,CA,B2,50.09,1742,1,17,1648,Agency 2,4
4611,CA,B2,32.26,1944,1,18,1843,Agency 2,4
4612,CA,B2,16.64,459,1,8,439,Agency 2,4
4613,CA,B2,76.91,4000,1,8,3599,Agency 2,4
4614,CA,B2,31.31,1582,1,16,1315,Agency 2,4
4615,CA,B2,49.2,2907,1,28,2745,Agency 2,4
4616,CA,B2,48.94,2048,1,23,1929,Agency 2,4
4617,CA,B2,31.94,2402,1,17,2293,Agency 2,4
4618,CA,B2,6.91,193,0,1,180,Agency 2,4
4619,CA,B2,65.43,3003,1,40,2729,Agency 2,4
4620,CA,B2,15.6,874,1,16,840,Agency 2,4
4621,CA,B2,30.87,818,1,7,757,Agency 2,4
4622,CA,B2,20.1,1376,1,11,1333,Agency 2,4
4623,CA,B2,31.95,1693,1,11,1591,Agency 2,4
4624,CA,B2,61.06,2572,1,20,2351,Agency 2,4
4625,CA,B2,32.58,1457,0,15,1319,Agency 2,4
4626,CA,B2,72.57,3380,1,24,3095,Agency 2,4
4627,CA,B2,30.13,1314,1,13,1268,Agency 2,4
4628,CA,B2,32.09,2428,1,18,2187,Agency 2,4
4629,CA,B2,42.42,1441,1,18,1358,Agency 2,4
4630,CA,B2,47.92,2136,1,28,1946,Agency 2,4
4631,CA,B2,49.06,2537,1,17,2410,Agency 2,4
4632,CA,B2,32.18,2261,1,12,2178,Agency 2,4
4633,CA,B2,48.42,2032,1,16,1914,Agency 2,4
4634,CA,B2,48.4,2223,1,16,2151,Agency 2,4
4635,CA,B2,84.26,4292,1,38,3937,Agency 2,4
4636,CA,B2,49.23,2309,1,27,2243,Agency 2,4
4637,CA,B2,60.88,2167,0,13,1983,Agency 2,4
4638,CA,B2,64.06,2661,1,24,2453,Agency 2,4
4639,CA,B2,63.9,3410,1,33,3245,Agency 2,4
4640,CA,B2,49.03,2425,1,35,2057,Agency 2,4
4641,CA,B2,32.8,1795,1,15,1723,Agency 2,4
4642,CA,B2,7.86,407,0,2,344,Agency 2,4
4643,CA,B2,64.81,2974,1,23,2809,Agency 2,4
4644,CA,B2,32.15,971,1,7,890,Agency 2,4
4645,CA,B2,32.3,1015,1,12,970,Agency 2,4
4646,CA,B2,64.25,2872,1,22,2743,Agency 2,4
4647,CA,B2,24.56,1268,1,7,1227,Agency 2,4
4648,CA,B2,56.6,1823,0,21,1700,Agency 2,4
4649,CA,B2,75.48,2136,0,22,2007,Agency 2,4
4650,CA,B2,6.84,461,0,1,441,Agency 2,4
4651,CA,B2,32.69,1524,1,15,1438,Agency 2,4
4652,CA,B2,24.5,810,0,4,759,Agency 2,4
4653,CA,B2,50.26,2028,1,25,1890,Agency 2,4
4654,CA,B2,25.11,1211,0,5,1178,Agency 2,4
4655,CA,B2,32.53,1570,1,6,1491,Agency 2,4
4656,CA,B2,49.32,2325,1,16,2274,Agency 2,4
4657,CA,B2,6.69,173,0,1,164,Agency 2,4
4658,CA,B2,23.44,1201,1,5,1121,Agency 2,4
4659,CA,B2,16.47,1194,0,9,1139,Agency 2,4
4660,CA,B2,32.63,2274,1,35,1944,Agency 2,4
4661,CA,B2,7.24,279,0,1,268,Agency 2,4
4662,CA,B2,25.17,1153,0,10,1096,Agency 2,4
4663,CA,B2,64.61,2902,1,12,2765,Agency 2,4
4664,CA,B2,49.46,1732,0,15,1611,Agency 2,4
4665,CA,B2,32.26,1112,1,7,1021,Agency 2,4
4666,CA,B2,96.19,5042,0,24,4822,Agency 2,4
4667,CA,B2,64.34,3396,1,40,3211,Agency 2,4
4668,CA,B2,64.46,3056,1,18,2856,Agency 2,4
4669,CA,B2,63.68,2343,1,20,2098,Agency 2,4
4670,CA,B2,24.03,965,0,9,916,Agency 2,4
4671,CA,B2,29.34,1312,1,14,1249,Agency 2,4
4672,CA,B2,6.94,196,0,3,189,Agency 2,4
4673,CA,B2,38.29,1680,1,20,1474,Agency 2,4
4674,CA,B2,64.24,3527,1,33,3374,Agency 2,4
4675,CA,B2,57.2,1630,1,11,1496,Agency 2,4
4676,CA,B2,63.27,2369,1,18,2284,Agency 2,4
4677,CA,B2,65.43,3517,1,17,3241,Agency 2,4
4678,CA,B2,33.2,1362,1,22,1335,Agency 2,4
4679,CA,B2,50.15,2127,1,20,1912,Agency 2,4
4680,CA,B2,7.33,296,0,3,268,Agency 2,4
4681,CA,B2,32.29,1876,1,14,1757,Agency 2,4
4682,CA,B2,65.64,3444,1,26,3274,Agency 2,4
4683,CA,B2,62.99,2844,1,32,2750,Agency 2,4
4684,CA,B2,41.38,1308,0,10,1214,Agency 2,4
4685,CA,B2,64.09,2306,1,18,2141,Agency 2,4
4686,CA,B2,63.91,2601,1,16,2359,Agency 2,4
4687,CA,B2,6.88,234,0,1,218,Agency 2,4
4688,CA,B2,24.85,1307,0,11,1233,Agency 2,4
4689,CA,B2,39.44,1884,0,13,1700,Agency 2,4
4690,CA,B2,6.1,211,0,4,202,Agency 2,4
4691,CA,B2,43.0,1069,1,14,942,Agency 2,4
4692,CA,B2,15.55,1155,1,13,1079,Agency 2,4
4693,CA,B2,8.62,438,0,0,403,Agency 2,4
4694,CA,B2,7.6,190,0,2,180,Agency 2,4
4695,CA,B2,7.38,170,0,2,167,Agency 2,4
4696,CA,B2,71.15,2539,1,15,2343,Agency 2,4
4697,CA,B2,7.11,295,0,1,284,Agency 2,4
4698,CA,B2,80.32,4860,1,68,3936,Agency 2,4
4699,CA,B2,48.55,2205,1,14,1997,Agency 2,4
4700,CA,B2,24.31,805,0,8,739,Agency 2,4
4701,CA,B2,49.62,2268,1,22,2187,Agency 2,4
4702,CA,B2,46.73,1822,1,19,1649,Agency 2,4
4703,CA,B2,23.45,739,1,9,681,Agency 2,4
4704,CA,B2,49.09,2875,1,22,2703,Agency 2,4
4705,CA,B2,50.17,2275,1,18,2162,Agency 2,4
4706,CA,B2,49.39,2558,1,14,2425,Agency 2,4
4707,CA,B2,32.99,2362,1,22,2156,Agency 2,4
4708,CA,B2,16.15,746,0,3,690,Agency 2,4
4709,CA,B2,32.47,1084,1,12,931,Agency 2,4
4710,CA,B2,25.32,1134,1,13,1048,Agency 2,4
4711,CA,B2,32.07,1442,1,17,1378,Agency 2,4
4712,CA,B2,37.94,2202,1,18,1949,Agency 2,4
4713,CA,B2,76.11,3867,1,27,3561,Agency 2,4
4714,CA,B2,23.19,785,0,3,656,Agency 2,4
4715,CA,B2,15.51,572,1,8,540,Agency 2,4
4716,CA,B2,65.64,3454,1,12,3286,Agency 2,4
4717,CA,B2,64.32,2692,1,13,2553,Agency 2,4
4718,CA,B2,47.33,3113,1,24,2978,Agency 2,4
4719,CA,B2,6.94,239,0,3,225,Agency 2,4
4720,CA,B2,16.27,665,1,19,640,Agency 2,4
4721,CA,B2,23.71,803,0,4,757,Agency 2,4
4722,CA,B2,48.79,2212,1,20,2089,Agency 2,4
4723,CA,B2,49.01,2695,1,34,2586,Agency 2,4
4724,CA,B2,31.78,835,0,10,731,Agency 2,4
4725,CA,B2,64.43,2396,1,8,2230,Agency 2,4
4726,CA,B2,30.45,1463,1,19,1406,Agency 2,4
4727,CA,B2,32.1,1672,0,8,1562,Agency 2,4
4728,CA,B2,48.3,1629,1,31,1443,Agency 2,4
4729,CA,B2,47.93,2033,1,21,1903,Agency 2,4
4730,CA,B2,0.0,0,0,0,0,Agency 2,4
4731,CA,B2,41.13,2009,0,15,1822,Agency 2,4
4732,CA,B2,32.56,969,0,5,897,Agency 2,4
4733,CA,B2,31.17,1864,1,26,1818,Agency 2,4
4734,CA,B2,49.54,2070,1,14,1943,Agency 2,4
4735,CA,B2,23.68,690,1,8,650,Agency 2,4
4736,CA,B2,52.27,2595,1,32,2432,Agency 2,4
4737,CA,B2,65.05,3522,1,37,3102,Agency 2,4
4738,CA,B2,49.52,2579,1,28,2400,Agency 2,4
4739,CA,B2,16.51,557,1,11,519,Agency 2,4
4740,CA,B2,16.16,1098,1,13,1054,Agency 2,4
4741,CA,B2,41.18,1536,0,12,1396,Agency 2,4
4742,CA,B2,23.86,787,1,9,739,Agency 2,4
4743,CA,B2,30.33,820,0,5,764,Agency 2,4
4744,CA,B2,66.68,2417,1,18,2243,Agency 2,4
4745,CA,B2,40.31,1411,0,13,1283,Agency 2,4
4746,CA,B2,65.29,3561,1,22,3339,Agency 2,4
4747,CA,B2,31.73,1426,1,12,1280,Agency 2,4
4748,CA,B2,30.88,2156,1,30,1940,Agency 2,4
4749,CA,B2,31.39,1453,1,6,1362,Agency 2,4
4750,CA,B2,32.41,1683,1,7,1476,Agency 2,4
4751,CA,B2,31.33,2018,1,21,1888,Agency 2,4
4752,CA,B2,16.3,958,1,14,877,Agency 2,4
4753,CA,B2,19.23,1112,1,7,1065,Agency 2,4
4754,CA,B2,38.7,2270,1,16,2117,Agency 2,4
4755,CA,B2,65.8,2057,1,14,1950,Agency 2,4
4756,CA,B2,50.56,2423,1,9,2267,Agency 2,4
4757,CA,B2,61.46,2270,1,21,2081,Agency 2,4
4758,CA,B2,32.41,1717,1,15,1605,Agency 2,4
4759,CA,B2,32.63,1651,0,19,1489,Agency 2,4
4760,CA,B2,31.04,2772,1,24,2636,Agency 2,4
4761,CA,B2,63.73,3392,1,27,3241,Agency 2,4
4762,CA,B2,32.24,1827,1,12,1679,Agency 2,4
4763,CA,B2,15.89,949,0,5,908,Agency 2,4
4764,CA,B2,16.09,640,1,5,605,Agency 2,4
4765,CA,B2,7.1,268,0,2,251,Agency 2,4
4766,CA,B2,65.55,2473,1,15,2306,Agency 2,4
4767,CA,B2,7.03,305,0,1,292,Agency 2,4
4768,CA,B2,62.36,2168,1,16,2069,Agency 2,4
4769,CA,B2,18.53,1056,1,23,945,Agency 2,4
4770,CA,B2,15.61,1193,1,17,1146,Agency 2,4
4771,CA,B2,48.91,2421,0,13,2272,Agency 2,4
4772,CA,B2,6.97,394,0,7,375,Agency 2,4
4773,CA,B2,89.01,3546,1,32,3286,Agency 2,4
4774,CA,B2,15.5,1020,1,15,982,Agency 2,4
4775,CA,B2,41.36,1295,0,11,1203,Agency 2,4
4776,CA,B2,50.76,2167,1,39,2085,Agency 2,4
4777,CA,B2,65.21,3569,1,19,3391,Agency 2,4
4778,CA,B2,21.76,1493,1,18,1367,Agency 2,4
4779,CA,B2,50.23,2542,1,21,2404,Agency 2,4
4780,CA,B2,7.04,282,0,2,269,Agency 2,4
4781,CA,B2,95.7,3652,1,27,3544,Agency 2,4
4782,CA,B2,31.04,1278,1,12,1157,Agency 2,4
4783,CA,B2,62.33,2985,1,18,2818,Agency 2,4
4784,CA,B2,23.12,1092,1,8,1015,Agency 2,4
4785,CA,B2,42.71,1117,1,22,1050,Agency 2,4
4786,CA,B2,15.93,938,1,21,887,Agency 2,4
4787,CA,B2,48.37,2242,1,28,2129,Agency 2,4
4788,CA,B2,15.99,974,1,22,934,Agency 2,4
4789,CA,B2,63.51,2182,1,34,1966,Agency 2,4
4790,CA,B2,66.91,3325,1,33,3145,Agency 2,4
4791,CA,B2,45.08,1512,0,22,1404,Agency 2,4
4792,CA,B2,83.98,4941,1,32,4600,Agency 2,4
4793,CA,B2,43.4,3434,1,22,3303,Agency 2,4
4794,CA,B2,30.68,1198,1,15,1101,Agency 2,4
4795,CA,B2,64.38,3575,1,31,3400,Agency 2,4
4796,CA,B2,15.7,566,1,8,549,Agency 2,4
4797,CA,B2,69.59,2432,1,26,2271,Agency 2,4
4798,CA,B2,32.22,1703,1,16,1610,Agency 2,4
4799,CA,B2,64.13,2309,1,9,2153,Agency 2,4
4800,CA,B2,49.29,2245,1,16,2144,Agency 2,4
4801,CA,B2,31.98,1053,0,5,971,Agency 2,4
4802,CA,B2,67.28,2519,1,13,2338,Agency 2,4
4803,CA,B2,8.11,426,0,2,391,Agency 2,4
4804,CA,B2,31.03,1588,1,21,1524,Agency 2,4
4805,CA,B2,16.07,866,1,26,796,Agency 2,4
4806,CA,B2,32.39,1298,1,7,1216,Agency 2,4
4807,CA,B2,49.44,2173,1,30,2090,Agency 2,4
4808,CA,B2,32.18,1263,1,7,1207,Agency 2,4
4809,CA,B2,31.29,1228,1,16,1169,Agency 2,4
4810,CA,B2,7.88,438,0,6,365,Agency 2,4
4811,CA,B2,64.85,2721,1,11,2618,Agency 2,4
4812,CA,B2,6.71,359,0,0,344,Agency 2,4
4813,CA,B2,49.71,2266,1,43,2140,Agency 2,4
4814,CA,B2,7.16,302,0,1,281,Agency 2,4
4815,CA,B2,48.54,2287,1,30,2134,Agency 2,4
4816,CA,B2,31.22,1382,1,5,1308,Agency 2,4
4817,CA,B2,31.58,1162,1,14,1128,Agency 2,4
4818,CA,B2,15.98,575,0,3,564,Agency 2,4
4819,CA,B2,30.39,1894,1,18,1843,Agency 2,4
4820,CA,B2,63.34,3147,1,36,3045,Agency 2,4
4821,CA,B2,42.35,1404,0,9,1293,Agency 2,4
4822,CA,B2,65.64,3846,1,45,3595,Agency 2,4
4823,CA,B2,38.75,1372,0,6,1300,Agency 2,4
4824,CA,B2,65.41,2673,1,28,2450,Agency 2,4
4825,CA,B2,48.59,2327,1,18,2147,Agency 2,4
4826,CA,B2,15.89,690,1,8,672,Agency 2,4
4827,CA,B2,24.09,698,1,8,651,Agency 2,4
4828,CA,B2,7.01,257,0,4,245,Agency 2,4
4829,CA,B2,65.54,2538,1,12,2304,Agency 2,4
4830,CA,B2,29.1,869,1,7,808,Agency 2,4
4831,CA,B2,16.28,936,1,12,873,Agency 2,4
4832,CA,B2,62.79,2135,1,16,1983,Agency 2,4
4833,CA,B2,64.11,2542,1,16,2459,Agency 2,4
4834,CA,B2,64.26,3357,0,30,3101,Agency 2,4
4835,CA,B2,25.94,892,1,10,813,Agency 2,4
4836,CA,B2,6.08,181,1,3,176,Agency 2,4
4837,CA,B2,16.31,1303,1,18,1244,Agency 2,4
4838,CA,B2,31.82,1370,0,10,1308,Agency 2,4
4839,CA,B2,15.79,521,0,4,472,Agency 2,4
4840,CA,B2,23.74,955,0,9,864,Agency 2,4
4841,CA,B2,31.54,1414,1,11,1318,Agency 2,4
4842,CA,B2,64.05,1805,1,15,1692,Agency 2,4
4843,CA,B2,7.2,191,1,2,171,Agency 2,4
4844,CA,B2,16.12,970,0,7,924,Agency 2,4
4845,CA,B2,7.24,190,1,7,180,Agency 2,4
4846,CA,B2,33.08,1415,0,3,1266,Agency 2,4
4847,CA,B2,64.79,3431,1,35,3147,Agency 2,4
4848,CA,B2,49.36,2436,1,18,2382,Agency 2,4
4849,CA,B2,70.99,3210,1,19,2961,Agency 2,4
4850,CA,B2,65.0,3685,1,49,3471,Agency 2,4
4851,CA,B2,65.11,3332,1,57,3056,Agency 2,4
4852,CA,B2,32.17,1350,1,13,1264,Agency 2,4
4853,CA,B2,41.73,1314,0,8,1214,Agency 2,4
4854,CA,B2,75.6,3735,1,16,3368,Agency 2,4
4855,CA,B2,63.94,2423,1,22,2238,Agency 2,4
4856,CA,B2,31.01,1213,1,15,1149,Agency 2,4
4857,CA,B2,32.01,1138,1,26,1084,Agency 2,4
4858,CA,B2,63.81,2903,1,17,2658,Agency 2,4
4859,CA,B2,48.42,1774,1,15,1656,Agency 2,4
4860,CA,B2,31.99,1494,0,11,1428,Agency 2,4
4861,CA,B2,31.88,743,1,5,623,Agency 2,4
4862,CA,B2,63.38,2785,1,16,2596,Agency 2,4
4863,CA,B2,39.78,1778,0,23,1491,Agency 2,4
4864,CA,B2,33.25,1083,0,5,1048,Agency 2,4
4865,CA,B2,63.68,4620,1,36,4333,Agency 2,4
4866,CA,B2,50.85,2508,1,18,2430,Agency 2,4
4867,CA,B2,50.46,2400,1,23,2205,Agency 2,4
4868,CA,B2,45.16,1968,1,8,1748,Agency 2,4
4869,CA,B2,20.54,749,1,11,735,Agency 2,4
4870,CA,B2,65.22,3985,1,34,3820,Agency 2,4
4871,CA,B2,7.01,213,0,1,203,Agency 2,4
4872,CA,B2,66.6,3049,1,39,2845,Agency 2,4
4873,CA,B2,16.06,672,1,9,646,Agency 2,4
4874,CA,B2,32.94,2164,1,32,2081,Agency 2,4
4875,CA,B2,40.93,1468,1,17,1343,Agency 2,4
4876,CA,B2,67.44,2574,1,14,2365,Agency 2,4
4877,CA,B2,15.68,1155,1,14,1084,Agency 2,4
4878,CA,B2,37.97,1691,1,7,1569,Agency 2,4
4879,CA,B2,29.73,1001,1,10,934,Agency 2,4
4880,CA,B2,62.17,2767,1,15,2684,Agency 2,4
4881,CA,B2,18.53,994,1,30,933,Agency 2,4
4882,CA,B2,6.77,338,0,3,256,Agency 2,4
4883,CA,B2,63.24,2829,1,14,2592,Agency 2,4
4884,CA,B2,47.1,2443,1,16,2382,Agency 2,4
4885,CA,B2,66.49,2616,1,16,2459,Agency 2,4
4886,CA,B2,73.21,3268,1,23,3079,Agency 2,4
4887,CA,B2,22.96,1042,1,11,991,Agency 2,4
4888,CA,B2,66.52,2615,1,24,2437,Agency 2,4
4889,CA,B2,33.09,1520,1,20,1424,Agency 2,4
4890,CA,B2,47.73,2617,1,18,2483,Agency 2,4
4891,CA,B2,15.88,1031,1,10,988,Agency 2,4
4892,CA,B2,32.05,1291,0,13,1222,Agency 2,4
4893,CA,B2,31.53,1678,1,15,1606,Agency 2,4
4894,CA,B2,24.37,909,1,8,837,Agency 2,4
4895,CA,B2,24.34,1381,1,16,1337,Agency 2,4
4896,CA,B2,31.36,1110,1,9,1060,Agency 2,4
4897,CA,B2,59.5,3070,1,21,2950,Agency 2,4
4898,CA,B2,67.4,2567,1,41,2432,Agency 2,4
4899,CA,B2,31.86,1665,1,12,1512,Agency 2,4
4900,CA,B2,15.96,730,1,7,696,Agency 2,4
4901,CA,B2,48.04,3139,1,30,2999,Agency 2,4
4902,CA,B2,32.51,2383,1,16,2249,Agency 2,4
4903,CA,B2,50.0,2124,1,22,2009,Agency 2,4
4904,CA,B2,64.9,3478,1,11,3192,Agency 2,4
4905,CA,B2,54.36,3303,1,23,3065,Agency 2,4
4906,CA,B2,16.08,653,1,6,617,Agency 2,4
4907,CA,B2,23.67,1113,0,6,1046,Agency 2,4
4908,CA,B2,64.92,3280,1,18,3185,Agency 2,4
4909,CA,B2,39.18,2124,1,27,1987,Agency 2,4
4910,CA,B2,15.55,831,1,9,775,Agency 2,4
